house_type,insulation,schedule,Loc_code,Grid_year,Hydro_resource,SH_code,HP_cap,R_cap,P_annual_kWh_SH,Q_annual_kWh_SH,kgCO2_SH,P_avg_peak_kW_SH,Embodied_SH,Occ_code,DW_code,Tank_Volume (L),CS_code,P_annual_kWh_WH,Q_annual_kWh_WH,kgCO2_WH,P_avg_peak_kW_WH,Embodied_WH,scenario,P_annual_kWh_total,Q_annual_kWh_total,P_avg_peak_kW_total,kgCO2_total,Embodied,SH_DW_code
Mass,Nom,Ideal,CH,2024,Hhigh,HYD500,14,NA,NA,NA,NA,NA,NA,3,HYD500,500,Cpeak,NA,NA,NA,NA,NA,Mass-Nom-Ideal-CH-3-HYD500-HYD500-Cpeak-2024-Hhigh,3455.018081,9067.566667,0.094499247,347.6022539,3985.223061,HYD500-HYD500
Mass,H1,Ideal,CH,2024,Hhigh,HYD500,6,NA,NA,NA,NA,NA,NA,3,HYD500,500,Cpeak,NA,NA,NA,NA,NA,Mass-H1-Ideal-CH-3-HYD500-HYD500-Cpeak-2024-Hhigh,1524.734491,4220,0.044458756,152.5823628,3117.660561,HYD500-HYD500
Mass,Nom,Real,CH,2024,Hhigh,HYD500,14,NA,NA,NA,NA,NA,NA,3,HYD500,500,Cpeak,NA,NA,NA,NA,NA,Mass-Nom-Real-CH-3-HYD500-HYD500-Cpeak-2024-Hhigh,2916.625488,7841.166667,0.105650524,299.6725409,3985.223061,HYD500-HYD500
Mass,H1,Real,CH,2024,Hhigh,HYD500,6,NA,NA,NA,NA,NA,NA,3,HYD500,500,Cpeak,NA,NA,NA,NA,NA,Mass-H1-Real-CH-3-HYD500-HYD500-Cpeak-2024-Hhigh,1469.54528,4098.1,0.048010807,148.0968419,3117.660561,HYD500-HYD500
Mod,Nom,Ideal,AK,2024,Hhigh,HYD500,8.5,NA,NA,NA,NA,NA,NA,4,HYD500,500,Cpeak,NA,NA,NA,NA,NA,Mod-Nom-Ideal-AK-4-HYD500-HYD500-Cpeak-2024-Hhigh,2136.093083,6104.275,0.072892719,193.253075,3734.535561,HYD500-HYD500
Mod,H1,Ideal,AK,2024,Hhigh,HYD500,6,NA,NA,NA,NA,NA,NA,4,HYD500,500,Cpeak,NA,NA,NA,NA,NA,Mod-H1-Ideal-AK-4-HYD500-HYD500-Cpeak-2024-Hhigh,1618.730668,4973.4,0.058588504,144.6799089,3596.723061,HYD500-HYD500
Mod,Nom,Real,AK,2024,Hhigh,HYD500,8.5,NA,NA,NA,NA,NA,NA,4,HYD500,500,Cpeak,NA,NA,NA,NA,NA,Mod-Nom-Real-AK-4-HYD500-HYD500-Cpeak-2024-Hhigh,2010.881426,5787.366667,0.074788801,184.2919913,3734.535561,HYD500-HYD500
Mod,H1,Real,AK,2024,Hhigh,HYD500,6,NA,NA,NA,NA,NA,NA,4,HYD500,500,Cpeak,NA,NA,NA,NA,NA,Mod-H1-Real-AK-4-HYD500-HYD500-Cpeak-2024-Hhigh,1589.331648,4895.9,0.059643413,142.7873435,3596.723061,HYD500-HYD500
Mod,Nom,Ideal,CH,2024,Hhigh,HYD500,14,NA,NA,NA,NA,NA,NA,4,HYD500,500,Cpeak,NA,NA,NA,NA,NA,Mod-Nom-Ideal-CH-4-HYD500-HYD500-Cpeak-2024-Hhigh,5201.565733,13715.33333,0.181035472,508.1991354,4503.660561,HYD500-HYD500
Mod,H1,Ideal,CH,2024,Hhigh,HYD500,8.5,NA,NA,NA,NA,NA,NA,4,HYD500,500,Cpeak,NA,NA,NA,NA,NA,Mod-H1-Ideal-CH-4-HYD500-HYD500-Cpeak-2024-Hhigh,4431.430477,11251.70167,0.155954934,424.8085482,3734.535561,HYD500-HYD500
Mod,Nom,Real,CH,2024,Hhigh,HYD500,14,NA,NA,NA,NA,NA,NA,4,HYD500,500,Cpeak,NA,NA,NA,NA,NA,Mod-Nom-Real-CH-4-HYD500-HYD500-Cpeak-2024-Hhigh,4339.96816,11713.33333,0.190454584,432.8195951,4503.660561,HYD500-HYD500
Mod,H1,Real,CH,2024,Hhigh,HYD500,8.5,NA,NA,NA,NA,NA,NA,4,HYD500,500,Cpeak,NA,NA,NA,NA,NA,Mod-H1-Real-CH-4-HYD500-HYD500-Cpeak-2024-Hhigh,3941.481964,10149.77265,0.165993774,383.0964067,3734.535561,HYD500-HYD500
