house_type,insulation,schedule,Loc_code,Hydro_resource,SH_code,DW_code,Occ_code,R_cap,HP_cap,Tank_Volume (L),kgCO2_oper_life,P_annual_kWh_life,kgCO2_embod_life,kgCO2_total_life
Mod,Nom,Real,AK,Hhigh,HYD200,HYD200,5,NA,11.2,200,2519.0186345,38607.985086,4068.5214702,6587.5401047
Mod,Nom,Real,AK,Hhigh,HYD500,HYD500,3,NA,8.5,500,2759.3575544,41141.57531,4107.9891171,6867.3466714999995
Mod,Nom,Real,AK,Hhigh,HYD500,HYD500,4,NA,8.5,500,2917.1900345999998,44249.748972,4107.9891171,7025.1791517
Mod,Nom,Real,AK,Hhigh,HYD500,HYD500,5,NA,8.5,500,3102.4710896,47498.560956,4107.9891171,7210.4602067
Mod,Nom,Real,AK,Hhigh,R,NA,NA,12,NA,NA,5170.1930971,67646.01553599999,1744.7294117000001,6914.9225088
Mod,Nom,Real,AK,Hhigh,Rb,NA,NA,4,NA,NA,1468.63279775,18404.28744,1163.1529415,2631.78573925
Mod,Nom,Real,AK,Hhigh,Rl,NA,NA,8,NA,NA,3701.560299,49241.728096000006,581.5764706399999,4283.13676964
Mod,Nom,Real,AK,Hlow,HP,NA,NA,NA,11,NA,1977.99671797,16819.9886888,1464.1510982999998,3442.1478162699996
Mod,Nom,Real,AK,Hlow,HPl,NA,NA,NA,8,NA,1376.82344469,12030.230258200001,1092.5720929200002,2469.3955376100002
Mod,Nom,Real,AK,Hlow,HYD1000,HYD1000,3,NA,6,1000,4024.9764228999998,41283.08382,4795.7391174,8820.7155403
Mod,Nom,Real,AK,Hlow,HYD1000,HYD1000,4,NA,6,1000,4200.3445797,44210.786928,4795.7391174,8996.0836971
Mod,Nom,Real,AK,Hlow,HYD1000,HYD1000,5,NA,6,1000,4408.0104855,47297.531402,4795.7391174,9203.7496029
Mod,Nom,Real,AK,Hlow,HYD200,HYD200,3,NA,11.2,200,3333.4294631000002,33432.62835,4068.5214702,7401.9509333000005
Mod,Nom,Real,AK,Hlow,HYD200,HYD200,4,NA,11.2,200,3476.5440993,35955.137195999996,4068.5214702,7545.0655695000005
Mod,Nom,Real,AK,Hlow,HYD200,HYD200,5,NA,11.2,200,3651.841218,38607.985086,4068.5214702,7720.3626882
Mod,Nom,Real,AK,Hlow,HYD500,HYD500,3,NA,8.5,500,4041.2335974999996,41141.57531,4107.9891171,8149.2227146
Mod,Nom,Real,AK,Hlow,HYD500,HYD500,4,NA,8.5,500,4220.9577337,44249.748972,4107.9891171,8328.946850799999
Mod,Nom,Real,AK,Hlow,HYD500,HYD500,5,NA,8.5,500,4433.9648278,47498.560956,4107.9891171,8541.9539449
Mod,Nom,Real,AK,Hlow,R,NA,NA,12,NA,NA,7945.8370376,67646.01553599999,1744.7294117000001,9690.5664493
Mod,Nom,Real,AK,Hlow,Rb,NA,NA,4,NA,NA,2320.3658372,18404.28744,1163.1529415,3483.5187787
Mod,Nom,Real,AK,Hlow,Rl,NA,NA,8,NA,NA,5625.4712004,49241.728096000006,581.5764706399999,6207.04767104
Mod,Nom,Real,CH,Hhigh,HP,NA,NA,NA,15.5,NA,4286.8015758,54616.554542000005,2271.378912,6558.1804878
Mod,Nom,Real,CH,Hhigh,HPl,NA,NA,NA,9,NA,2388.9843584,31831.808756,1204.5607321000002,3593.5450905000002
Mod,Nom,Real,CH,Hhigh,HYD1000,HYD1000,3,NA,14,1000,6833.2999019,95064.503952,5641.7766174,12475.0765193
Mod,Nom,Real,CH,Hhigh,HYD1000,HYD1000,4,NA,14,1000,7004.6637017,98125.152026,5641.7766174,12646.4403191
Mod,Nom,Real,CH,Hhigh,HYD1000,HYD1000,5,NA,14,1000,7198.690802,101328.316628,5641.7766174,12840.4674194
Mod,Nom,Real,CH,Hhigh,HYD200,HYD200,3,NA,14,200,6477.7891437,90621.898928,4409.0766181,10886.8657618
Mod,Nom,Real,CH,Hhigh,HYD200,HYD200,4,NA,14,200,6630.4202853,93681.472764,4409.0766181,11039.496903399999
Mod,Nom,Real,CH,Hhigh,HYD200,HYD200,5,NA,14,200,6813.406991,96882.06884400001,4409.0766181,11222.4836091
Mod,Nom,Real,CH,Hhigh,HYD500,HYD500,3,NA,14,500,6640.9745473,92477.343882,4954.026617099999,11595.0011644
Mod,Nom,Real,CH,Hhigh,HYD500,HYD500,4,NA,14,500,6800.8734995,95520.11623000001,4954.026617099999,11754.9001166
Mod,Nom,Real,CH,Hhigh,HYD500,HYD500,5,NA,14,500,6984.1530199,98710.57999,4954.026617099999,11938.179637
Mod,Nom,Real,CH,Hhigh,R,NA,NA,15.5,NA,NA,14973.9698433,196353.645422,1744.7294117000001,16718.699255
Mod,Nom,Real,CH,Hhigh,Rb,NA,NA,6.5,NA,NA,5454.3283005,66515.252408,1163.1529415,6617.481242
Mod,Nom,Real,CH,Hhigh,Rl,NA,NA,9,NA,NA,9519.6415434,129838.393014,581.5764706399999,10101.21801404
Mod,Nom,Real,CH,Hlow,HP,NA,NA,NA,15.5,NA,5920.8847477,54616.554542000005,2271.378912,8192.2636597
Mod,Nom,Real,CH,Hlow,HPl,NA,NA,NA,9,NA,3269.50837,31831.808756,1204.5607321000002,4474.0691021
Mod,Nom,Real,CH,Hlow,HYD1000,HYD1000,3,NA,14,1000,9437.5502937,95064.503952,5641.7766174,15079.3269111
Mod,Nom,Real,CH,Hlow,HYD1000,HYD1000,4,NA,14,1000,9629.493498,98125.152026,5641.7766174,15271.270115399999
Mod,Nom,Real,CH,Hlow,HYD1000,HYD1000,5,NA,14,1000,9849.014244,101328.316628,5641.7766174,15490.7908614
Mod,Nom,Real,CH,Hlow,HYD200,HYD200,3,NA,14,200,9030.175795899999,90621.898928,4409.0766181,13439.252413999999
Mod,Nom,Real,CH,Hlow,HYD200,HYD200,4,NA,14,200,9207.418535,93681.472764,4409.0766181,13616.4951531
Mod,Nom,Real,CH,Hlow,HYD200,HYD200,5,NA,14,200,9418.093568100001,96882.06884400001,4409.0766181,13827.1701862
Mod,Nom,Real,CH,Hlow,HYD500,HYD500,3,NA,14,500,9213.4262339,92477.343882,4954.026617099999,14167.452850999998
Mod,Nom,Real,CH,Hlow,HYD500,HYD500,4,NA,14,500,9395.9389154,95520.11623000001,4954.026617099999,14349.965532499999
Mod,Nom,Real,CH,Hlow,HYD500,HYD500,5,NA,14,500,9607.8071842,98710.57999,4954.026617099999,14561.8338013
Mod,Nom,Real,CH,Hlow,R,NA,NA,15.5,NA,NA,20796.7381473,196353.645422,1744.7294117000001,22541.467558999997
Mod,Nom,Real,CH,Hlow,Rb,NA,NA,6.5,NA,NA,7627.20354,66515.252408,1163.1529415,8790.3564815
Mod,Nom,Real,CH,Hlow,Rl,NA,NA,9,NA,NA,13169.5346054,129838.393014,581.5764706399999,13751.11107604
NA,NA,NA,AK,Hhigh,NA,HP,1,NA,4,135,262.34730493,5154.6348634000005,543.52941181,805.8767167400001
NA,NA,NA,AK,Hhigh,NA,HP,2,NA,4,135,388.65379477,7616.4832656,543.52941181,932.18320658
NA,NA,NA,AK,Hhigh,NA,HP,3,NA,4,180,544.25663454,10419.6996002,679.4117646799999,1223.66839922
NA,NA,NA,AK,Hhigh,NA,HP,4,NA,4,300,724.37414396,13973.2926652,883.2352941500001,1607.6094381100002
NA,NA,NA,AK,Hhigh,NA,HP,5,NA,4,300,864.11879228,16450.741648,883.2352941500001,1747.35408643
NA,NA,NA,AK,Hhigh,NA,HPo,1,NA,4,162,273.05792178999997,5350.1882324,611.47058819,884.5285099799999
NA,NA,NA,AK,Hhigh,NA,HPo,2,NA,4,162,399.39819532,7814.725527400001,611.47058819,1010.86878351
NA,NA,NA,AK,Hhigh,NA,HPo,3,NA,4,216,562.03124157,10741.838091599999,713.3823529800001,1275.4135945500002
NA,NA,NA,AK,Hhigh,NA,HPo,4,NA,4,360,755.2306354899999,14547.426271400001,951.1764706399999,1706.4071061299999
NA,NA,NA,AK,Hhigh,NA,HPo,5,NA,4,360,896.50412935,17024.6894246,951.1764706399999,1847.6805999899998
NA,NA,NA,AK,Hlow,NA,HP,1,NA,4,135,333.81362084,5154.6348634000005,543.52941181,877.34303265
NA,NA,NA,AK,Hlow,NA,HP,2,NA,4,135,495.11004994,7616.4832656,543.52941181,1038.63946175
NA,NA,NA,AK,Hlow,NA,HP,3,NA,4,180,691.98375861,10419.6996002,679.4117646799999,1371.3955232899998
NA,NA,NA,AK,Hlow,NA,HP,4,NA,4,300,903.38851628,13973.2926652,883.2352941500001,1786.62381043
NA,NA,NA,AK,Hlow,NA,HP,5,NA,4,300,1061.12169006,16450.741648,883.2352941500001,1944.35698421
NA,NA,NA,AK,Hlow,NA,HPo,1,NA,4,162,347.10625169,5350.1882324,611.47058819,958.57683988
NA,NA,NA,AK,Hlow,NA,HPo,2,NA,4,162,508.58172619,7814.725527400001,611.47058819,1120.0523143799999
NA,NA,NA,AK,Hlow,NA,HPo,3,NA,4,216,714.37153927,10741.838091599999,713.3823529800001,1427.75389225
NA,NA,NA,AK,Hlow,NA,HPo,4,NA,4,360,944.70691193,14547.426271400001,951.1764706399999,1895.8833825699999
NA,NA,NA,AK,Hlow,NA,HPo,5,NA,4,360,1102.61407767,17024.6894246,951.1764706399999,2053.79054831
NA,NA,NA,CH,Hhigh,NA,HP,1,NA,4,135,291.9505536,5605.1890532,543.52941181,835.47996541
NA,NA,NA,CH,Hhigh,NA,HP,2,NA,4,135,427.30174832,8205.8074736,543.52941181,970.8311601300001
NA,NA,NA,CH,Hhigh,NA,HP,3,NA,4,180,597.98996033,11221.736948400001,679.4117646799999,1277.40172501
NA,NA,NA,CH,Hhigh,NA,HP,4,NA,4,300,799.6598528100001,15115.6820738,883.2352941500001,1682.8951469600001
NA,NA,NA,CH,Hhigh,NA,HP,5,NA,4,300,947.55409452,17710.6248396,883.2352941500001,1830.78938867
NA,NA,NA,CH,Hhigh,NA,HPo,1,NA,4,162,305.57916568,5837.3417739999995,611.47058819,917.0497538699999
NA,NA,NA,CH,Hhigh,NA,HPo,2,NA,4,162,440.9416675,8441.571945400001,611.47058819,1052.41225569
NA,NA,NA,CH,Hhigh,NA,HPo,3,NA,4,216,619.8489847,11603.161713000001,713.3823529800001,1333.23133768
NA,NA,NA,CH,Hhigh,NA,HPo,4,NA,4,360,837.44612145,15798.5088712,951.1764706399999,1788.62259209
NA,NA,NA,CH,Hhigh,NA,HPo,5,NA,4,360,986.09365499,18398.6962632,951.1764706399999,1937.27012563
NA,NA,NA,CH,Hlow,NA,HP,1,NA,4,135,371.47528540999997,5605.1890532,543.52941181,915.00469722
NA,NA,NA,CH,Hlow,NA,HP,2,NA,4,135,544.11605501,8205.8074736,543.52941181,1087.64546682
NA,NA,NA,CH,Hlow,NA,HP,3,NA,4,180,760.76233897,11221.736948400001,679.4117646799999,1440.1741036499998
NA,NA,NA,CH,Hlow,NA,HP,4,NA,4,300,999.66156196,15115.6820738,883.2352941500001,1882.89685611
NA,NA,NA,CH,Hlow,NA,HP,5,NA,4,300,1165.16511904,17710.6248396,883.2352941500001,2048.40041319
NA,NA,NA,CH,Hlow,NA,HPo,1,NA,4,162,388.16696296,5837.3417739999995,611.47058819,999.6375511499999
NA,NA,NA,CH,Hlow,NA,HPo,2,NA,4,162,560.85486867,8441.571945400001,611.47058819,1172.32545686
NA,NA,NA,CH,Hlow,NA,HPo,3,NA,4,216,787.9200730599999,11603.161713000001,713.3823529800001,1501.30242604
NA,NA,NA,CH,Hlow,NA,HPo,4,NA,4,360,1047.9843959099999,15798.5088712,951.1764706399999,1999.1608665499998
NA,NA,NA,CH,Hlow,NA,HPo,5,NA,4,360,1214.05421289,18398.6962632,951.1764706399999,2165.2306835299996
NA,NA,NA,NA,Hhigh,NA,R,1,NA,3,135,1109.0985507999999,22215.6,339.70588233999996,1448.80443314
NA,NA,NA,NA,Hhigh,NA,R,2,NA,3,135,1641.43353946,32698.6,339.70588233999996,1981.1394218
NA,NA,NA,NA,Hhigh,NA,R,3,NA,3,180,2296.2689032,44627,434.82352936,2731.09243256
NA,NA,NA,NA,Hhigh,NA,R,4,NA,3,300,3059.0651384000003,60086.399999999994,679.4117646799999,3738.4769030800003
NA,NA,NA,NA,Hhigh,NA,R,5,NA,3,300,3654.8247219,70590.3,679.4117646799999,4334.23648658
NA,NA,NA,NA,Hhigh,NA,Ro,1,NA,3,162,1156.84317299,23084.6,407.64705883,1564.4902318200002
NA,NA,NA,NA,Hhigh,NA,Ro,2,NA,3,162,1685.61986393,33552.2,407.64705883,2093.26692276
NA,NA,NA,NA,Hhigh,NA,Ro,3,NA,3,216,2371.2111473,46043.8,543.52941181,2914.74055911
NA,NA,NA,NA,Hhigh,NA,Ro,4,NA,3,360,3196.4449752,62638.399999999994,706.5882353200001,3903.03321052
NA,NA,NA,NA,Hhigh,NA,Ro,5,NA,3,360,3791.0008338999996,73131.3,706.5882353200001,4497.58906922
NA,NA,NA,NA,Hlow,NA,R,1,NA,3,135,1387.40597499,22215.6,339.70588233999996,1727.11185733
NA,NA,NA,NA,Hlow,NA,R,2,NA,3,135,2062.83292671,32698.6,339.70588233999996,2402.5388090499996
NA,NA,NA,NA,Hlow,NA,R,3,NA,3,180,2879.0005874,44627,434.82352936,3313.82411676
NA,NA,NA,NA,Hlow,NA,R,4,NA,3,300,3756.4114322,60086.399999999994,679.4117646799999,4435.82319688
NA,NA,NA,NA,Hlow,NA,R,5,NA,3,300,4416.3740267,70590.3,679.4117646799999,5095.78579138
NA,NA,NA,NA,Hlow,NA,Ro,1,NA,3,162,1442.95954268,23084.6,407.64705883,1850.60660151
NA,NA,NA,NA,Hlow,NA,Ro,2,NA,3,162,2115.45571569,33552.2,407.64705883,2523.10277452
NA,NA,NA,NA,Hlow,NA,Ro,3,NA,3,216,2967.2467382,46043.8,543.52941181,3510.77615001
NA,NA,NA,NA,Hlow,NA,Ro,4,NA,3,360,3921.3697744,62638.399999999994,706.5882353200001,4627.9580097200005
NA,NA,NA,NA,Hlow,NA,Ro,5,NA,3,360,4577.8476014,73131.3,706.5882353200001,5284.43583672
