house_type,insulation,schedule,Loc_code,Hydro_resource,SH_code,DW_code,Occ_code,R_cap,HP_cap,Tank_Volume (L),kgCO2_oper_life,P_annual_kWh_life,kgCO2_manuf_life,kgCO2_dist_life,kgCO2_inst_life,kgCO2_eol_life,kgCO2_other_life,kgCO2_EOL_S_life,kgCO2_Other_S_life,kgCO2_total_life,kgCO2_total_life_R,CS_code
Mass,Nom,Ideal,CH,Hhigh,HYD200,HYD200,3,NA,14,200,4844.4117429,70750.375198,3914.701496,133.0828903,189.0691765,626.6597647,3200.840382,445.1136297,2586.318783,12908.7654524,12112.6977184,Crenew
Mass,Nom,Ideal,CH,Hhigh,HYD200,HYD200,4,NA,14,200,4989.0141274,73677.123564,3914.701496,133.0828903,189.0691765,626.6597647,3200.840382,445.1136297,2586.318783,13053.3678369,12257.3001029,Crenew
Mass,Nom,Ideal,CH,Hhigh,HYD200,HYD200,5,NA,14,200,5165.0275045,76754.049315,3914.701496,133.0828903,189.0691765,626.6597647,3200.840382,445.1136297,2586.318783,13229.381214000001,12433.31348,Crenew
Mass,Nom,Ideal,CH,Hhigh,HYD500,HYD500,3,NA,14,500,4779.2158142,72186.853359,4561.883314,140.1485636,200.5237219,840.4779465,3200.840382,658.9318115,2586.318783,13723.089742199998,12927.0220082,Crenew
Mass,Nom,Ideal,CH,Hhigh,HYD500,HYD500,4,NA,14,500,4927.4672630000005,75132.80037,4561.883314,140.1485636,200.5237219,840.4779465,3200.840382,658.9318115,2586.318783,13871.341191,13075.273457,Crenew
Mass,Nom,Ideal,CH,Hhigh,HYD500,HYD500,5,NA,14,500,5106.9178699,78261.769834,4561.883314,140.1485636,200.5237219,840.4779465,3200.840382,658.9318115,2586.318783,14050.791797899998,13254.7240639,Crenew
Mass,Nom,Ideal,CH,Hlow,HYD1000,HYD1000,3,NA,11.2,1000,6690.8050095,74886.86751899999,5261.088309,144.1258152,175.2159144,1096.106567,3131.797324000001,925.5453051,2554.45879,16499.138939099998,15751.2391432,Crenew
Mass,Nom,Ideal,CH,Hlow,HYD1000,HYD1000,4,NA,11.2,1000,6864.7231408,77766.230959,5261.088309,144.1258152,175.2159144,1096.106567,3131.797324000001,925.5453051,2554.45879,16673.0570704,15925.1572745,Crenew
Mass,Nom,Ideal,CH,Hlow,HYD1000,HYD1000,5,NA,11.2,1000,7061.1085701,80795.89920500001,5261.088309,144.1258152,175.2159144,1096.106567,3131.797324000001,925.5453051,2554.45879,16869.4424997,16121.5427038,Crenew
Mass,Nom,Ideal,CH,Hlow,HYD200,HYD200,3,NA,14,200,6542.786411,70753.885675,3914.701496,133.0828903,189.0691765,626.6597647,3200.840382,445.1136297,2586.318783,14607.1401205,13811.0723865,Crenew
Mass,Nom,Ideal,CH,Hlow,HYD200,HYD200,4,NA,14,200,6711.369256499999,73680.774605,3914.701496,133.0828903,189.0691765,626.6597647,3200.840382,445.1136297,2586.318783,14775.722966,13979.655232,Crenew
Mass,Nom,Ideal,CH,Hlow,HYD200,HYD200,5,NA,14,200,6908.9928809,76756.499441,3914.701496,133.0828903,189.0691765,626.6597647,3200.840382,445.1136297,2586.318783,14973.3465904,14177.2788564,Crenew
Mass,Nom,Ideal,CH,Hlow,HYD500,HYD500,3,NA,14,500,6511.2755573,72197.317783,4561.883314,140.1485636,200.5237219,840.4779465,3200.840382,658.9318115,2586.318783,15455.1494853,14659.0817513,Crenew
Mass,Nom,Ideal,CH,Hlow,HYD500,HYD500,4,NA,14,500,6685.3196909,75146.66442,4561.883314,140.1485636,200.5237219,840.4779465,3200.840382,658.9318115,2586.318783,15629.193618899995,14833.1258849,Crenew
Mass,Nom,Ideal,CH,Hlow,HYD500,HYD500,5,NA,14,500,6887.4323905,78274.062221,4561.883314,140.1485636,200.5237219,840.4779465,3200.840382,658.9318115,2586.318783,15831.3063185,15035.2385845,Crenew
Mass,Nom,Real,AK,Hhigh,HYD1000,HYD1000,3,NA,6,1000,1677.77944189,32160.809036,4501.679554,128.6561994,96.42885561,943.7651551,2382.605647,822.5979924,1972.462855,9730.914853,9199.604898300002,Crenew
Mass,Nom,Real,AK,Hhigh,HYD1000,HYD1000,4,NA,6,1000,1788.56731179,34934.445198,4501.679554,128.6561994,96.42885561,943.7651551,2382.605647,822.5979924,1972.462855,9841.7027229,9310.3927682,Crenew
Mass,Nom,Real,AK,Hhigh,HYD1000,HYD1000,5,NA,6,1000,1947.1381917,37829.344023,4501.679554,128.6561994,96.42885561,943.7651551,2382.605647,822.5979924,1972.462855,10000.27360281,9468.96364811,Crenew
Mass,Nom,Real,AK,Hhigh,HYD200,HYD200,3,NA,11.2,200,1644.49764215,25827.851711,3450.246388,123.7901182,162.8068235,533.8792941,2589.734824,363.3180324,2012.39629,8504.9550899499991,7757.055294249999,Crenew
Mass,Nom,Real,AK,Hhigh,HYD200,HYD200,4,NA,11.2,200,1761.8285253200002,28245.017793,3450.246388,123.7901182,162.8068235,533.8792941,2589.734824,363.3180324,2012.39629,8622.28597312,7874.38617742,Crenew
Mass,Nom,Real,AK,Hhigh,HYD200,HYD200,5,NA,11.2,200,1907.50812605,30788.969579999997,3450.246388,123.7901182,162.8068235,533.8792941,2589.734824,363.3180324,2012.39629,8767.96557385,8020.065778149999,Crenew
Mass,Nom,Real,AK,Hhigh,HYD500,HYD500,3,NA,8.5,500,1838.9245088,31939.725426,3876.212971,126.2231588,134.8678396,703.0267701,2486.170235,552.9659117,1978.224204,9165.4254833,8507.4185939,Crenew
Mass,Nom,Real,AK,Hhigh,HYD500,HYD500,4,NA,8.5,500,1974.5820415,34905.725069,3876.212971,126.2231588,134.8678396,703.0267701,2486.170235,552.9659117,1978.224204,9301.083016,8643.0761266,Crenew
Mass,Nom,Real,AK,Hhigh,HYD500,HYD500,5,NA,8.5,500,2146.73098235,38013.612171,3876.212971,126.2231588,134.8678396,703.0267701,2486.170235,552.9659117,1978.224204,9473.23195685,8815.22506745,Crenew
Mass,Nom,Real,AK,Hlow,HYD1000,HYD1000,3,NA,6,1000,2442.1926678,32162.949712,4501.679554,128.6561994,96.42885561,943.7651551,2382.605647,822.5979924,1972.462855,10495.32807891,9964.01812421,Crenew
Mass,Nom,Real,AK,Hlow,HYD1000,HYD1000,4,NA,6,1000,2578.787521,34937.875475,4501.679554,128.6561994,96.42885561,943.7651551,2382.605647,822.5979924,1972.462855,10631.92293211,10100.61297741,Crenew
Mass,Nom,Real,AK,Hlow,HYD1000,HYD1000,5,NA,6,1000,2765.7202001,37833.140714,4501.679554,128.6561994,96.42885561,943.7651551,2382.605647,822.5979924,1972.462855,10818.85561121,10287.54565651,Crenew
Mass,Nom,Real,AK,Hlow,HYD200,HYD200,3,NA,11.2,200,2293.9136163000003,25828.520727000003,3450.246388,123.7901182,162.8068235,533.8792941,2589.734824,363.3180324,2012.39629,9154.3710641,8406.4712684,Crenew
Mass,Nom,Real,AK,Hlow,HYD200,HYD200,4,NA,11.2,200,2431.4057041,28245.72858,3450.246388,123.7901182,162.8068235,533.8792941,2589.734824,363.3180324,2012.39629,9291.8631519,8543.9633562,Crenew
Mass,Nom,Real,AK,Hlow,HYD200,HYD200,5,NA,11.2,200,2597.4338495,30789.676636,3450.246388,123.7901182,162.8068235,533.8792941,2589.734824,363.3180324,2012.39629,9457.8912973,8709.991501600001,Crenew
Mass,Nom,Real,AK,Hlow,HYD500,HYD500,3,NA,8.5,500,2617.6115163,31940.82102,3876.212971,126.2231588,134.8678396,703.0267701,2486.170235,552.9659117,1978.224204,9944.1124908,9286.1056014,Crenew
Mass,Nom,Real,AK,Hlow,HYD500,HYD500,4,NA,8.5,500,2778.4950203999997,34908.089938,3876.212971,126.2231588,134.8678396,703.0267701,2486.170235,552.9659117,1978.224204,10104.9959949,9446.9891055,Crenew
Mass,Nom,Real,AK,Hlow,HYD500,HYD500,5,NA,8.5,500,2975.582454,38015.276145,3876.212971,126.2231588,134.8678396,703.0267701,2486.170235,552.9659117,1978.224204,10302.0834285,9644.0765391,Crenew
Mass,Nom,Real,CH,Hhigh,HYD1000,HYD1000,3,NA,11.2,1000,4002.0402309,62699.233564,5261.088309,144.1258152,175.2159144,1096.106567,3131.797324000001,925.5453051,2554.45879,13810.3741605,13062.4743646,Crenew
Mass,Nom,Real,CH,Hhigh,HYD1000,HYD1000,4,NA,11.2,1000,4144.8511352000005,65555.600376,5261.088309,144.1258152,175.2159144,1096.106567,3131.797324000001,925.5453051,2554.45879,13953.185064800002,13205.2852689,Crenew
Mass,Nom,Real,CH,Hhigh,HYD1000,HYD1000,5,NA,11.2,1000,4317.290704,68572.575606,5261.088309,144.1258152,175.2159144,1096.106567,3131.797324000001,925.5453051,2554.45879,14125.6246336,13377.7248377,Crenew
Mass,Nom,Real,CH,Hhigh,HYD200,HYD200,3,NA,14,200,4081.1286622,59449.604938,3914.701496,133.0828903,189.0691765,626.6597647,3200.840382,445.1136297,2586.318783,12145.4823717,11349.4146377,Crenew
Mass,Nom,Real,CH,Hhigh,HYD200,HYD200,4,NA,14,200,4226.8350782,62377.819169,3914.701496,133.0828903,189.0691765,626.6597647,3200.840382,445.1136297,2586.318783,12291.1887877,11495.1210537,Crenew
Mass,Nom,Real,CH,Hhigh,HYD200,HYD200,5,NA,14,200,4403.1395922,65455.762286,3914.701496,133.0828903,189.0691765,626.6597647,3200.840382,445.1136297,2586.318783,12467.4933017,11671.4255677,Crenew
Mass,Nom,Real,CH,Hhigh,HYD500,HYD500,3,NA,14,500,4014.9805425,60938.113568,4561.883314,140.1485636,200.5237219,840.4779465,3200.840382,658.9318115,2586.318783,12958.8544705,12162.7867365,Crenew
Mass,Nom,Real,CH,Hhigh,HYD500,HYD500,4,NA,14,500,4162.4282395,63867.861039,4561.883314,140.1485636,200.5237219,840.4779465,3200.840382,658.9318115,2586.318783,13106.302167499998,12310.2344335,Crenew
Mass,Nom,Real,CH,Hhigh,HYD500,HYD500,5,NA,14,500,4341.9113876,66979.512581,4561.883314,140.1485636,200.5237219,840.4779465,3200.840382,658.9318115,2586.318783,13285.785315599998,12489.7175816,Crenew
Mass,Nom,Real,CH,Hlow,HYD1000,HYD1000,3,NA,11.2,1000,5426.2942877,62726.307304999995,5261.088309,144.1258152,175.2159144,1096.106567,3131.797324000001,925.5453051,2554.45879,15234.6282173,14486.7284214,Crenew
Mass,Nom,Real,CH,Hlow,HYD1000,HYD1000,4,NA,11.2,1000,5598.4687541,65585.31688299999,5261.088309,144.1258152,175.2159144,1096.106567,3131.797324000001,925.5453051,2554.45879,15406.802683700002,14658.9028878,Crenew
Mass,Nom,Real,CH,Hlow,HYD1000,HYD1000,5,NA,11.2,1000,5797.3438191,68599.67379,5261.088309,144.1258152,175.2159144,1096.106567,3131.797324000001,925.5453051,2554.45879,15605.6777487,14857.7779528,Crenew
Mass,Nom,Real,CH,Hlow,HYD200,HYD200,3,NA,14,200,5385.0308214,59452.300339,3914.701496,133.0828903,189.0691765,626.6597647,3200.840382,445.1136297,2586.318783,13449.3845309,12653.3167969,Crenew
Mass,Nom,Real,CH,Hlow,HYD200,HYD200,4,NA,14,200,5555.5678055,62383.712906,3914.701496,133.0828903,189.0691765,626.6597647,3200.840382,445.1136297,2586.318783,13619.921515,12823.853781,Crenew
Mass,Nom,Real,CH,Hlow,HYD200,HYD200,5,NA,14,200,5753.861556,65458.026465,3914.701496,133.0828903,189.0691765,626.6597647,3200.840382,445.1136297,2586.318783,13818.2152655,13022.1475315,Crenew
Mass,Nom,Real,CH,Hlow,HYD500,HYD500,3,NA,14,500,5359.6933141,60948.533519,4561.883314,140.1485636,200.5237219,840.4779465,3200.840382,658.9318115,2586.318783,14303.567242099998,13507.4995081,Crenew
Mass,Nom,Real,CH,Hlow,HYD500,HYD500,4,NA,14,500,5530.996558,63878.953087,4561.883314,140.1485636,200.5237219,840.4779465,3200.840382,658.9318115,2586.318783,14474.870485999998,13678.802752,Crenew
Mass,Nom,Real,CH,Hlow,HYD500,HYD500,5,NA,14,500,5733.5312539,66991.02569,4561.883314,140.1485636,200.5237219,840.4779465,3200.840382,658.9318115,2586.318783,14677.405181899998,13881.3374479,Crenew
Mod,H1,Ideal,AK,Hhigh,HYD1000,HYD1000,3,NA,5,1000,1661.97233479,32817.04914,4659.220415,135.2756073,99.57267914,927.5624198,2299.521618,819.3876046,1932.949412,9783.12507403,9308.37805283,Crenew
Mod,H1,Ideal,AK,Hhigh,HYD1000,HYD1000,4,NA,5,1000,1776.19131227,35716.48137,4659.220415,135.2756073,99.57267914,927.5624198,2299.521618,819.3876046,1932.949412,9897.34405151,9422.59703031,Crenew
Mod,H1,Ideal,AK,Hhigh,HYD1000,HYD1000,5,NA,5,1000,1928.75805971,38629.67134,4659.220415,135.2756073,99.57267914,927.5624198,2299.521618,819.3876046,1932.949412,10049.91079895,9575.16377775,Crenew
Mod,H1,Ideal,AK,Hhigh,HYD200,HYD200,3,NA,8.5,200,1920.16500865,31327.342297,3460.310425,127.3211042,139.6882941,487.8960882,2437.607735,337.8352299,1929.661704,8572.98865515,7914.981765850001,Crenew
Mod,H1,Ideal,AK,Hhigh,HYD200,HYD200,4,NA,8.5,200,2062.17676765,34318.549943,3460.310425,127.3211042,139.6882941,487.8960882,2437.607735,337.8352299,1929.661704,8715.000414150001,8056.99352485,Crenew
Mod,H1,Ideal,AK,Hhigh,HYD200,HYD200,5,NA,8.5,200,2239.73090325,37439.495215,3460.310425,127.3211042,139.6882941,487.8960882,2437.607735,337.8352299,1929.661704,8892.55454975,8234.54766045,Crenew
Mod,H1,Ideal,AK,Hhigh,HYD500,HYD500,3,NA,6,500,1757.39776257,31133.878059,3886.277008,129.7541448,111.7493102,657.0435642,2334.043147,535.8764015,1923.900355,8876.26493677,8344.95498207,Crenew
Mod,H1,Ideal,AK,Hhigh,HYD500,HYD500,4,NA,6,500,1883.15009911,33927.882564,3886.277008,129.7541448,111.7493102,657.0435642,2334.043147,535.8764015,1923.900355,9002.01727331,8470.70731861,Crenew
Mod,H1,Ideal,AK,Hhigh,HYD500,HYD500,5,NA,6,500,2046.0222854,36869.016902,3886.277008,129.7541448,111.7493102,657.0435642,2334.043147,535.8764015,1923.900355,9164.8894596,8633.5795049,Crenew
Mod,H1,Ideal,AK,Hlow,HYD1000,HYD1000,3,NA,5,1000,2601.7908442,32819.77754,4659.220415,135.2756073,99.57267914,927.5624198,2299.521618,819.3876046,1932.949412,10722.94358344,10248.19656224,Crenew
Mod,H1,Ideal,AK,Hlow,HYD1000,HYD1000,4,NA,5,1000,2739.8152247,35720.745154000004,4659.220415,135.2756073,99.57267914,927.5624198,2299.521618,819.3876046,1932.949412,10860.96796394,10386.22094274,Crenew
Mod,H1,Ideal,AK,Hlow,HYD1000,HYD1000,5,NA,5,1000,2920.302869,38633.802335,4659.220415,135.2756073,99.57267914,927.5624198,2299.521618,819.3876046,1932.949412,11041.45560824,10566.70858704,Crenew
Mod,H1,Ideal,AK,Hlow,HYD200,HYD200,3,NA,8.5,200,2894.2949829,31328.268317,3460.310425,127.3211042,139.6882941,487.8960882,2437.607735,337.8352299,1929.661704,9547.118629400002,8889.111740100001,Crenew
Mod,H1,Ideal,AK,Hlow,HYD200,HYD200,4,NA,8.5,200,3059.5866606,34318.24531,3460.310425,127.3211042,139.6882941,487.8960882,2437.607735,337.8352299,1929.661704,9712.4103071,9054.4034178,Crenew
Mod,H1,Ideal,AK,Hlow,HYD200,HYD200,5,NA,8.5,200,3259.6986923,37439.500491,3460.310425,127.3211042,139.6882941,487.8960882,2437.607735,337.8352299,1929.661704,9912.5223388,9254.5154495,Crenew
Mod,H1,Ideal,AK,Hlow,HYD500,HYD500,3,NA,6,500,2722.1964758,31135.662976,3886.277008,129.7541448,111.7493102,657.0435642,2334.043147,535.8764015,1923.900355,9841.06365,9309.7536953,Crenew
Mod,H1,Ideal,AK,Hlow,HYD500,HYD500,4,NA,6,500,2872.8083163,33930.145157,3886.277008,129.7541448,111.7493102,657.0435642,2334.043147,535.8764015,1923.900355,9991.6754905,9460.3655358,Crenew
Mod,H1,Ideal,AK,Hlow,HYD500,HYD500,5,NA,6,500,3058.6594379,36870.257653,3886.277008,129.7541448,111.7493102,657.0435642,2334.043147,535.8764015,1923.900355,10177.5266121,9646.2166574,Crenew
Mod,H1,Ideal,CH,Hhigh,HYD1000,HYD1000,3,NA,8.5,1000,5811.9767522,92040.644078,5202.498803,146.0240774,152.097385,1030.435861,2857.607735,880.3750026,2349.661704,15200.6406136,14542.6337242,Crenew
Mod,H1,Ideal,CH,Hhigh,HYD1000,HYD1000,4,NA,8.5,1000,5960.7427313,95278.870873,5202.498803,146.0240774,152.097385,1030.435861,2857.607735,880.3750026,2349.661704,15349.406592699996,14691.399703299998,Crenew
Mod,H1,Ideal,CH,Hhigh,HYD1000,HYD1000,5,NA,8.5,1000,6152.7887483,98650.035771,5202.498803,146.0240774,152.097385,1030.435861,2857.607735,880.3750026,2349.661704,15541.452609699998,14883.445720299998,Crenew
Mod,H1,Ideal,CH,Hhigh,HYD200,HYD200,3,NA,11.2,200,5795.200712,83986.876,3929.850402,136.5253634,179.08182350000004,575.8792941,2961.172324000001,405.3180324,2383.83379,13577.709919,12829.810123300002,Crenew
Mod,H1,Ideal,CH,Hhigh,HYD200,HYD200,4,NA,11.2,200,5939.8626582,86828.980799,3929.850402,136.5253634,179.08182350000004,575.8792941,2961.172324000001,405.3180324,2383.83379,13722.3718652,12974.4720695,Crenew
Mod,H1,Ideal,CH,Hhigh,HYD200,HYD200,5,NA,11.2,200,6110.1427083,89789.744378,3929.850402,136.5253634,179.08182350000004,575.8792941,2961.172324000001,405.3180324,2383.83379,13892.6519153,13144.752119600002,Crenew
Mod,H1,Ideal,CH,Hhigh,HYD500,HYD500,3,NA,8.5,500,5872.6662577,89671.517444,4355.816985,138.9584041,151.1428396,745.0267701,2857.607735,594.9659117,2349.661704,14121.218991499998,13463.212102099998,Crenew
Mod,H1,Ideal,CH,Hhigh,HYD500,HYD500,4,NA,8.5,500,6032.2475408,92953.201762,4355.816985,138.9584041,151.1428396,745.0267701,2857.607735,594.9659117,2349.661704,14280.800274599998,13622.7933852,Crenew
Mod,H1,Ideal,CH,Hhigh,HYD500,HYD500,5,NA,8.5,500,6226.8163702,96355.012525,4355.816985,138.9584041,151.1428396,745.0267701,2857.607735,594.9659117,2349.661704,14475.369103999998,13817.362214599998,Crenew
Mod,H1,Ideal,CH,Hlow,HYD1000,HYD1000,3,NA,8.5,1000,8565.5895718,92054.394907,5202.498803,146.0240774,152.097385,1030.435861,2857.607735,880.3750026,2349.661704,17954.2534332,17296.2465438,Crenew
Mod,H1,Ideal,CH,Hlow,HYD1000,HYD1000,4,NA,8.5,1000,8740.985192,95292.608986,5202.498803,146.0240774,152.097385,1030.435861,2857.607735,880.3750026,2349.661704,18129.6490534,17471.642163999997,Crenew
Mod,H1,Ideal,CH,Hlow,HYD1000,HYD1000,5,NA,8.5,1000,8958.1503297,98662.343659,5202.498803,146.0240774,152.097385,1030.435861,2857.607735,880.3750026,2349.661704,18346.8141911,17688.8073017,Crenew
Mod,H1,Ideal,CH,Hlow,HYD200,HYD200,3,NA,11.2,200,8418.2126144,83990.586783,3929.850402,136.5253634,179.08182350000004,575.8792941,2961.172324000001,405.3180324,2383.83379,16200.7218214,15452.8220257,Crenew
Mod,H1,Ideal,CH,Hlow,HYD200,HYD200,4,NA,11.2,200,8589.3053073,86830.838161,3929.850402,136.5253634,179.08182350000004,575.8792941,2961.172324000001,405.3180324,2383.83379,16371.8145143,15623.9147186,Crenew
Mod,H1,Ideal,CH,Hlow,HYD200,HYD200,5,NA,11.2,200,8779.4992386,89793.225466,3929.850402,136.5253634,179.08182350000004,575.8792941,2961.172324000001,405.3180324,2383.83379,16562.0084456,15814.1086499,Crenew
Mod,H1,Ideal,CH,Hlow,HYD500,HYD500,3,NA,8.5,500,8570.7470719,89677.630777,4355.816985,138.9584041,151.1428396,745.0267701,2857.607735,594.9659117,2349.661704,16819.299805699997,16161.292916299995,Crenew
Mod,H1,Ideal,CH,Hlow,HYD500,HYD500,4,NA,8.5,500,8756.1836398,92958.79024,4355.816985,138.9584041,151.1428396,745.0267701,2857.607735,594.9659117,2349.661704,17004.736373599997,16346.729484199996,Crenew
Mod,H1,Ideal,CH,Hlow,HYD500,HYD500,5,NA,8.5,500,8970.1081068,96361.762698,4355.816985,138.9584041,151.1428396,745.0267701,2857.607735,594.9659117,2349.661704,17218.660840599998,16560.653951199998,Crenew
Mod,H1,Real,AK,Hhigh,HYD1000,HYD1000,3,NA,5,1000,1621.81669222,32204.966485,4659.220415,135.2756073,99.57267914,927.5624198,2299.521618,819.3876046,1932.949412,9742.96943146,9268.22241026,Crenew
Mod,H1,Real,AK,Hhigh,HYD1000,HYD1000,4,NA,5,1000,1736.15702868,35102.698496,4659.220415,135.2756073,99.57267914,927.5624198,2299.521618,819.3876046,1932.949412,9857.30976792,9382.56274672,Crenew
Mod,H1,Real,AK,Hhigh,HYD1000,HYD1000,5,NA,5,1000,1888.68207976,38015.309273,4659.220415,135.2756073,99.57267914,927.5624198,2299.521618,819.3876046,1932.949412,10009.834819000002,9535.0877978,Crenew
Mod,H1,Real,AK,Hhigh,HYD200,HYD200,3,NA,8.5,200,1881.52254626,30682.07844,3460.310425,127.3211042,139.6882941,487.8960882,2437.607735,337.8352299,1929.661704,8534.34619276,7876.33930346,Crenew
Mod,H1,Real,AK,Hhigh,HYD200,HYD200,4,NA,8.5,200,2023.7755258,33673.036489,3460.310425,127.3211042,139.6882941,487.8960882,2437.607735,337.8352299,1929.661704,8676.5991723,8018.592283000001,Crenew
Mod,H1,Real,AK,Hhigh,HYD200,HYD200,5,NA,8.5,200,2201.216023,36790.498665,3460.310425,127.3211042,139.6882941,487.8960882,2437.607735,337.8352299,1929.661704,8854.039669500002,8196.032780200001,Crenew
Mod,H1,Real,AK,Hhigh,HYD500,HYD500,3,NA,6,500,1719.92670085,30517.869418,3886.277008,129.7541448,111.7493102,657.0435642,2334.043147,535.8764015,1923.900355,8838.79387505,8307.48392035,Crenew
Mod,H1,Real,AK,Hhigh,HYD500,HYD500,4,NA,6,500,1845.99954146,33312.198597,3886.277008,129.7541448,111.7493102,657.0435642,2334.043147,535.8764015,1923.900355,8964.86671566,8433.55676096,Crenew
Mod,H1,Real,AK,Hhigh,HYD500,HYD500,5,NA,6,500,2008.5424293,36253.068118,3886.277008,129.7541448,111.7493102,657.0435642,2334.043147,535.8764015,1923.900355,9127.4096035,8596.0996488,Crenew
Mod,H1,Real,AK,Hlow,HYD1000,HYD1000,3,NA,5,1000,2515.2770676,32208.13218,4659.220415,135.2756073,99.57267914,927.5624198,2299.521618,819.3876046,1932.949412,10636.42980684,10161.68278564,Crenew
Mod,H1,Real,AK,Hlow,HYD1000,HYD1000,4,NA,5,1000,2652.0640966,35106.592479,4659.220415,135.2756073,99.57267914,927.5624198,2299.521618,819.3876046,1932.949412,10773.21683584,10298.46981464,Crenew
Mod,H1,Real,AK,Hlow,HYD1000,HYD1000,5,NA,5,1000,2833.2341665,38019.201171,4659.220415,135.2756073,99.57267914,927.5624198,2299.521618,819.3876046,1932.949412,10954.38690574,10479.63988454,Crenew
Mod,H1,Real,AK,Hlow,HYD200,HYD200,3,NA,8.5,200,2805.9835895,30681.798727,3460.310425,127.3211042,139.6882941,487.8960882,2437.607735,337.8352299,1929.661704,9458.807236,8800.800346700002,Crenew
Mod,H1,Real,AK,Hlow,HYD200,HYD200,4,NA,8.5,200,2973.4757558,33673.362498999995,3460.310425,127.3211042,139.6882941,487.8960882,2437.607735,337.8352299,1929.661704,9626.2994023,8968.292513,Crenew
Mod,H1,Real,AK,Hlow,HYD200,HYD200,5,NA,8.5,200,3172.2613541,36791.945364,3460.310425,127.3211042,139.6882941,487.8960882,2437.607735,337.8352299,1929.661704,9825.085000600002,9167.0781113,Crenew
Mod,H1,Real,AK,Hlow,HYD500,HYD500,3,NA,6,500,2638.3921246,30519.690424,3886.277008,129.7541448,111.7493102,657.0435642,2334.043147,535.8764015,1923.900355,9757.2592988,9225.9493441,Crenew
Mod,H1,Real,AK,Hlow,HYD500,HYD500,4,NA,6,500,2788.6703478,33315.05661,3886.277008,129.7541448,111.7493102,657.0435642,2334.043147,535.8764015,1923.900355,9907.537522,9376.2275673,Crenew
Mod,H1,Real,AK,Hlow,HYD500,HYD500,5,NA,6,500,2974.1323489,36254.461505,3886.277008,129.7541448,111.7493102,657.0435642,2334.043147,535.8764015,1923.900355,10092.9995231,9561.6895684,Crenew
Mod,H1,Real,CH,Hhigh,HYD1000,HYD1000,3,NA,8.5,1000,5118.8014016,81758.36412099999,5202.498803,146.0240774,152.097385,1030.435861,2857.607735,880.3750026,2349.661704,14507.465262999998,13849.4583736,Crenew
Mod,H1,Real,CH,Hhigh,HYD1000,HYD1000,4,NA,8.5,1000,5266.8080319,84986.53148,5202.498803,146.0240774,152.097385,1030.435861,2857.607735,880.3750026,2349.661704,14655.4718933,13997.4650039,Crenew
Mod,H1,Real,CH,Hhigh,HYD1000,HYD1000,5,NA,8.5,1000,5459.1602025,88361.979938,5202.498803,146.0240774,152.097385,1030.435861,2857.607735,880.3750026,2349.661704,14847.8240639,14189.8171745,Crenew
Mod,H1,Real,CH,Hhigh,HYD200,HYD200,3,NA,11.2,200,5076.5994795,73276.78627099999,3929.850402,136.5253634,179.08182350000004,575.8792941,2961.172324000001,405.3180324,2383.83379,12859.108686500002,12111.208890800002,Crenew
Mod,H1,Real,CH,Hhigh,HYD200,HYD200,4,NA,11.2,200,5221.7503506,76117.062551,3929.850402,136.5253634,179.08182350000004,575.8792941,2961.172324000001,405.3180324,2383.83379,13004.2595576,12256.3597619,Crenew
Mod,H1,Real,CH,Hhigh,HYD200,HYD200,5,NA,11.2,200,5391.4305396,79080.471062,3929.850402,136.5253634,179.08182350000004,575.8792941,2961.172324000001,405.3180324,2383.83379,13173.9397466,12426.039950900002,Crenew
Mod,H1,Real,CH,Hhigh,HYD500,HYD500,3,NA,8.5,500,5185.4372133,79400.428956,4355.816985,138.9584041,151.1428396,745.0267701,2857.607735,594.9659117,2349.661704,13433.9899471,12775.9830577,Crenew
Mod,H1,Real,CH,Hhigh,HYD500,HYD500,4,NA,8.5,500,5346.2031564,82683.914221,4355.816985,138.9584041,151.1428396,745.0267701,2857.607735,594.9659117,2349.661704,13594.755890199998,12936.7490008,Crenew
Mod,H1,Real,CH,Hhigh,HYD500,HYD500,5,NA,8.5,500,5540.2231177,86080.830719,4355.816985,138.9584041,151.1428396,745.0267701,2857.607735,594.9659117,2349.661704,13788.7758515,13130.7689621,Crenew
Mod,H1,Real,CH,Hlow,HYD1000,HYD1000,3,NA,8.5,1000,7375.0630307,81773.157441,5202.498803,146.0240774,152.097385,1030.435861,2857.607735,880.3750026,2349.661704,16763.7268921,16105.7200027,Crenew
Mod,H1,Real,CH,Hlow,HYD1000,HYD1000,4,NA,8.5,1000,7548.8942579,85002.187775,5202.498803,146.0240774,152.097385,1030.435861,2857.607735,880.3750026,2349.661704,16937.5581193,16279.551229899998,Crenew
Mod,H1,Real,CH,Hlow,HYD1000,HYD1000,5,NA,8.5,1000,7766.0548945,88377.331807,5202.498803,146.0240774,152.097385,1030.435861,2857.607735,880.3750026,2349.661704,17154.718755899998,16496.711866499998,Crenew
Mod,H1,Real,CH,Hlow,HYD200,HYD200,3,NA,11.2,200,7177.617951300001,73280.81260199999,3929.850402,136.5253634,179.08182350000004,575.8792941,2961.172324000001,405.3180324,2383.83379,14960.127158300002,14212.227362600002,Crenew
Mod,H1,Real,CH,Hlow,HYD200,HYD200,4,NA,11.2,200,7348.3609993,76121.142785,3929.850402,136.5253634,179.08182350000004,575.8792941,2961.172324000001,405.3180324,2383.83379,15130.8702063,14382.9704106,Crenew
