house_type,insulation,schedule,Loc_code,Hydro_resource,SH_DW_code,Occ_code,Operation_SH_life,Operation_WH_life,P_annual_kWh_life,Operation_life,P_avg_peak_kW_year,Manufacture_SH,Manufacture_WH,Manufacture,Distribution_SH,Distribution_WH,Distribution,Installation_SH,Installation_WH,Installation,EOL_SH,EOL_WH,EOL,Other_SH,Other_WH,Other,EOL_S_SH,EOL_S_WH,EOL_S,Other_S_SH,Other_S_WH,Other_S,Embodied_life,Total_life,Embodied_life_R,Total_life_R
Mass,H1,Real,AK,Hlow,HPl_Rb-Ro,4,502.83535711499997,3328.6049408,65517.31740948,3831.440297915,0.4719518322857143,1007.3100865,578.1176471,1585.4277336,26.366891940000002,7.693414729,34.060306669,23.900143416000002,6.176470588,30.076614004000003,98.01552940999998,49.41176471,147.42729412,542.2941176,0,542.2941176,16.523390929,49.41176471,65.935155639,201.5438287,0,201.5438287,2339.286065993,6170.726363908,1917.043638612,5748.483936527
Mass,H1,Real,AK,Hlow,HPl_Rb-Ro,5,502.83535711499997,3925.0158348,75473.26740948,4427.851191915,0.6418724676190476,1007.3100865,578.1176471,1585.4277336,26.366891940000002,7.693414729,34.060306669,23.900143416000002,6.176470588,30.076614004000003,98.01552940999998,49.41176471,147.42729412,542.2941176,0,542.2941176,16.523390929,49.41176471,65.935155639,201.5438287,0,201.5438287,2339.286065993,6767.137257908,1917.043638612,6344.894830527
Mass,H1,Real,AK,Hlow,HYD1000-HYD1000,3,NA,NA,20175.7872124,1156.8211708,0.09170900004761905,NA,NA,4212.999545,NA,NA,123.1934515,NA,NA,83.29767914,NA,NA,881.6249198,NA,NA,1922.834118,NA,NA,773.4501046,NA,NA,1556.261912,7223.94971344,8380.770884239999,6749.20269224,7906.02386304
Mass,H1,Real,AK,Hlow,HYD1000-HYD1000,4,NA,NA,23063.42963,1279.64261995,0.08083238547619048,NA,NA,4212.999545,NA,NA,123.1934515,NA,NA,83.29767914,NA,NA,881.6249198,NA,NA,1922.834118,NA,NA,773.4501046,NA,NA,1556.261912,7223.94971344,8503.59233339,6749.20269224,8028.84531219
Mass,H1,Real,AK,Hlow,HYD1000-HYD1000,5,NA,NA,25964.034548,1448.77131331,0.12688134314285715,NA,NA,4212.999545,NA,NA,123.1934515,NA,NA,83.29767914,NA,NA,881.6249198,NA,NA,1922.834118,NA,NA,773.4501046,NA,NA,1556.261912,7223.94971344,8672.72102675,6749.20269224,8197.97400555
Mass,H1,Real,AK,Hlow,HYD200-HYD200,3,NA,NA,17558.7266027,1319.05041888,0.2491850479047619,NA,NA,3014.089556,NA,NA,115.2389485,NA,NA,123.4132941,NA,NA,441.9585882,NA,NA,2060.920235,NA,NA,291.8977299,NA,NA,1552.974204,5755.6206218,7074.671040679999,5097.6137325,6416.6641513800005
Mass,H1,Real,AK,Hlow,HYD200-HYD200,4,NA,NA,20554.1366242,1488.2258711,0.2371729839047619,NA,NA,3014.089556,NA,NA,115.2389485,NA,NA,123.4132941,NA,NA,441.9585882,NA,NA,2060.920235,NA,NA,291.8977299,NA,NA,1552.974204,5755.6206218,7243.8464929,5097.6137325,6585.8396035999995
Mass,H1,Real,AK,Hlow,HYD200-HYD200,5,NA,NA,23678.01141,1688.4575485,0.3707941342857143,NA,NA,3014.089556,NA,NA,115.2389485,NA,NA,123.4132941,NA,NA,441.9585882,NA,NA,2060.920235,NA,NA,291.8977299,NA,NA,1552.974204,5755.6206218,7444.078170299999,5097.6137325,6786.0712810000005
Mass,H1,Real,AK,Hlow,HYD500-HYD500,3,NA,NA,18117.2564714,1167.41512104,0.17338096323809524,NA,NA,3366.3177270000006,NA,NA,116.12777819999998,NA,NA,82.34313369,NA,NA,596.2158289,NA,NA,1922.834118,NA,NA,488.04101369999995,NA,NA,1556.261912,6083.83858579,7251.253706830001,5609.09156459,6776.50668563
Mass,H1,Real,AK,Hlow,HYD500-HYD500,4,NA,NA,21031.13925,1311.02336863,0.17266561266666666,NA,NA,3366.3177270000006,NA,NA,116.12777819999998,NA,NA,82.34313369,NA,NA,596.2158289,NA,NA,1922.834118,NA,NA,488.04101369999995,NA,NA,1556.261912,6083.83858579,7394.86195442,5609.09156459,6920.11493322
Mass,H1,Real,AK,Hlow,HYD500-HYD500,5,NA,NA,23963.5709,1491.48419596,0.2047977010952381,NA,NA,3366.3177270000006,NA,NA,116.12777819999998,NA,NA,82.34313369,NA,NA,596.2158289,NA,NA,1922.834118,NA,NA,488.04101369999995,NA,NA,1556.261912,6083.83858579,7575.32278175,5609.09156459,7100.57576055
