hour_of_year,Base_2024,Environmental_2025,Environmental_2030,Environmental_2035,Environmental_2040,Environmental_2045,Reference_2025,Reference_2030,Reference_2035,Reference_2040,Reference_2045
705,0,52132.77645,572069.6197,1023685.054,1712496.378,2111505.135,69423.73226,425049.9936,605320.4571,1065839.538,1322869.553
706,0,53376.34667,605021.1709,1136500.084,1883207.068,2317190.973,76970.94327,449270.9227,644384.2515,1189549.956,1462589.698
707,0,56935.54684,617165.9175,1082288.286,1827248.016,2295194.056,83697.68258,456239.1613,659846.7488,1142266.888,1394777.742
708,0,63694.94939,638604.0328,1165640.686,1910975.688,2439490.042,91848.29566,466585.0064,682181.912,1225272.793,1477906.853
709,0,65894.95125,631964.4355,1212784.529,1936888.561,2430704.304,94700.47414,465986.2091,675526.3763,1274200.808,1518998.547
710,0,63003.66827,613245.0378,1145979.089,1826559.608,2292305.648,90983.40275,451090.0788,654689.8818,1199251.259,1425509.968
711,0,58085.29354,578730.8039,1087490.464,1748234.675,2183591.149,84562.19188,430152.0622,618102.3049,1133303.37,1367639.609
712,0,60653.79933,576679.1902,1054093.891,1666236.306,2094321.891,84838.41476,420645.2671,614738.6915,1095458.688,1309271.702
713,0,49253.45655,508583.7242,920026.704,1434864.428,1826582.159,70313.55834,375575.1746,543778.004,952362.702,1137325.699
714,0,35833.26963,399797.5501,766247.1921,1200311.283,1486244.899,52983.0646,301626.1432,431297.5525,802191.6605,930204.5595
715,0,16434.31733,209700.5906,448556.7181,707372.0207,823684.1047,21240.91879,144086.9897,221488.1598,465649.4712,548533.1346
716,0,1255.931041,13454.01334,60223.21764,110591.2063,120146.4545,1021.139031,8077.478333,14015.38747,62724.95277,79129.13006
717,0,0,0,0,0,0,0,0,0,0,0
718,0,0,0,0,0,0,0,0,0,0,0
719,0,0,0,0,0,0,0,0,0,0,0
720,0,0,0,0,0,0,0,0,0,0,0
721,0,0,0,0,0,0,0,0,0,0,0
722,0,0,0,0,0,0,0,0,0,0,0
723,0,0,0,0,0,0,0,0,0,0,0
724,0,0,0,0,0,0,0,0,0,0,0
725,0,0,0,0,0,0,0,0,0,0,0
726,0,0,0,0,0,0,0,0,0,0,0
727,0,7569.913512,82672.71685,192652.9911,325539.4974,410008.5144,10084.51816,71165.18277,89089.92151,210937.0396,251041.2249
728,0,18619.8395,214394.4595,559972.843,857330.1394,1101874.306,24202.5709,173692.908,229626.181,609543.3115,686706.5641
729,0,26436.24405,329699.6805,833854.146,1274555.191,1646820.58,38849.02085,289019.3651,356363.5102,896572.9204,999977.9842
730,0,35387.9727,391275.3742,939613.8621,1403292.607,1787525.163,47912.89632,324560.0749,418727.1625,1007165.431,1125890.379
731,0,31385.9401,362862.7187,974882.9392,1484818.513,1872316.601,36790.60669,293420.7029,385870.7386,1045895.446,1215642.491
732,0,31519.27802,352443.4658,983579.9829,1493291.886,1920981.801,36364.84756,264127.8565,371612.5084,1050838.208,1216048.106
733,0,37251.45664,393182.7851,1050518.361,1614743.626,2079873.393,44687.59907,288461.3007,414966.1186,1119982.497,1298388.07
734,0,35661.5465,362152.9937,1006022.288,1598988.686,2051442.78,42405.23527,264238.8713,387069.7195,1080274.449,1261594.854
735,0,36765.49644,378816.7368,1012596.184,1481256.159,1924049.95,41829.03574,279004.2089,402756.5807,1087111.486,1220089.595
736,0,36695.7844,339882.6434,899751.7434,1370285.191,1790409.025,39343.85686,242793.6733,360031.2607,969669.7074,1113882.731
737,0,36903.77376,327319.5465,881008.347,1280298.865,1699603.723,42541.8462,217574.3322,350169.4066,951532.3138,1070277.948
738,0,22386.87783,254598.6088,693346.2905,1013719.534,1277764.294,23965.41222,162413.2486,272229.6916,754693.7674,849701.4742
739,0,9864.579706,90574.97418,370904.9862,566049.4488,737496.1398,8329.415547,53736.22581,98048.71907,404883.0099,454064.4038
740,0,517.4599339,6877.292895,55759.76148,96874.62049,127023.8268,142.2124783,3509.651388,7437.945065,59932.07467,72239.80351
741,0,0,0,0,0,0,0,0,0,0,0
742,0,0,0,0,0,0,0,0,0,0,0
743,0,0,0,0,0,0,0,0,0,0,0
744,0,0,0,0,0,0,0,0,0,0,0
745,0,0,0,0,0,0,0,0,0,0,0
746,0,0,0,0,0,0,0,0,0,0,0
747,0,0,0,0,0,0,0,0,0,0,0
748,0,0,0,0,0,0,0,0,0,0,0
749,0,0,0,0,0,0,0,0,0,0,0
750,0,0,0,0,0,0,0,0,0,0,0
751,0,2684.767388,93482.91797,221990.7956,327915.7528,437441.2904,4488.591859,51935.47152,96853.3255,242890.5817,279902.4004
752,0,17918.08671,323337.6742,825291.361,1231349.723,1614220.644,21536.4514,221503.6562,335553.0087,885211.8219,1033151.79
753,0,27721.35094,470736.3278,1214021.65,1797596.489,2450858.049,36422.21417,309315.6575,489924.7246,1290038.695,1507931.66
754,0,24278.95405,476865.88,1173053.663,1773141.514,2555037.408,34806.55275,328667.1859,502317.6913,1252468.415,1450289.143
755,0,27472.78175,468955.5664,1131028.722,1732323.001,2454617.14,34822.20204,318234.5053,494700.981,1212752.344,1376762.671
756,0,28071.41789,487498.41,1223798.157,1832408.563,2545411.456,38675.46029,340125.7774,516506.8964,1306538.78,1465984.771
757,0,64572.53629,423920.0328,1153181.359,1589978.188,2226860.162,77561.46211,310455.5767,459717.1931,1239349.124,1376813.69
758,0,68509.25802,452028.9464,1166376.913,1640594.532,2305464.807,81412.17138,328435.0622,487250.0253,1248207.419,1423007.701
759,0,61730.47122,424087.024,1000112.622,1409518.072,2005054.696,73464.12884,320516.3221,458365.4962,1073364.54,1225275.742
760,0,51562.48398,389815.117,964741.8542,1356619.581,1945948.329,58933.36433,291664.9269,418428.9077,1036408.896,1185951.023
761,0,46207.56167,364178.0209,812250.6711,1142145.776,1603107.28,49570.79036,260000.4562,383716.302,868983.5656,995132.339
762,0,33551.81016,301820.7741,663391.8341,952341.4742,1369564.487,37905.3424,214247.0113,316064.0217,714180.775,831073.7746
763,0,18652.57926,144399.6703,378834.4733,549255.9379,834322.5084,17714.81586,109937.516,153420.7454,407816.3801,478148.7736
764,0,1139.206304,8164.115907,58543.78021,79383.48375,126789.8886,1010.164897,5905.415914,8710.451602,61058.26398,69754.83824
765,0,0,0,0,0,0,0,0,0,0,0
766,0,0,0,0,0,0,0,0,0,0,0
767,0,0,0,0,0,0,0,0,0,0,0
768,0,0,0,0,0,0,0,0,0,0,0
769,0,0,0,0,0,0,0,0,0,0,0
770,0,0,0,0,0,0,0,0,0,0,0
771,0,0,0,0,0,0,0,0,0,0,0
772,0,0,0,0,0,0,0,0,0,0,0
773,0,0,0,0,0,0,0,0,0,0,0
774,0,0,0,0,0,0,0,0,0,0,0
775,0,13637.85504,127674.2358,257789.3384,387987.7721,523801.4208,15326.87879,79616.02209,130071.7904,269825.0518,318791.5232
776,0,40233.14021,393401.0779,882968.986,1310425.427,1759187.835,44788.92535,265104.9716,397179.6305,909384.7989,1071278.631
777,0,62845.29679,564551.794,1253209.019,1922533.278,2661478.732,71036.04807,380763.9517,571912.8868,1297413.559,1556596.177
778,0,58272.54692,585605.6227,1292462.111,2008180.009,2832288.318,74753.63424,406557.3228,603002.9472,1335840.52,1611348.484
779,0,54193.9041,572270.451,1318565.109,2045056.027,2856491.695,68603.14497,393001.7244,587472.0326,1367625.258,1646330.729
780,0,65407.19915,567668.7398,1430256.839,2133794.253,2923541.903,84148.11147,399563.692,586704.9203,1480678.15,1748807.769
781,0,63652.84512,533823.2669,1369840.621,2058391.809,2791077.425,73361.53768,370313.128,550109.9096,1423078.372,1675368.934
782,0,66214.17405,525600.786,1304723.674,1932072.19,2574501.674,70321.73208,349975.399,536546.3019,1352736.533,1575765.698
783,0,64359.62363,507394.1468,1272918.338,1871831.037,2470479.634,68310.73166,336933.1534,518265.952,1328023.68,1529927.504
784,0,63723.327,489730.4605,1223088.51,1778480.451,2334380.164,68900.68639,316091.5199,502156.277,1276484.394,1455048.542
785,0,51224.51089,430705.5405,1091820.475,1567831.014,2033527.633,54339.94835,271885.9989,438517.4825,1139616.139,1292245.732
786,0,32501.42839,337279.9203,893602.6065,1281400.934,1680619.516,35866.62854,212497.3748,344803.7998,937175.9016,1062546.785
787,0,16006.89114,140730.7332,573369.7021,827482.0219,1150633.258,16186.93896,91352.74357,144453.2732,598072.9528,682081.8603
788,0,752.2348084,5789.396949,80054.59211,104543.5159,144015.0853,641.1732882,3442.721729,6143.640064,83270.71671,90497.38055
789,0,0,0,0,0,0,0,0,0,0,0
790,0,0,0,0,0,0,0,0,0,0,0
791,0,0,0,0,0,0,0,0,0,0,0
792,0,0,0,0,0,0,0,0,0,0,0
793,0,0,0,0,0,0,0,0,0,0,0
794,0,0,0,0,0,0,0,0,0,0,0
795,0,0,0,0,0,0,0,0,0,0,0
796,0,0,0,0,0,0,0,0,0,0,0
797,0,0,0,0,0,0,0,0,0,0,0
798,0,0,0,0,0,0,0,0,0,0,0
799,0,20753.75061,122483.0365,248980.5867,352642.5445,472413.2535,23023.85221,76774.20496,126490.7521,268623.4259,295443.1793
800,0,55254.60026,373923.828,774303.5569,1132168.978,1465755.948,63322.78896,253638.0922,384368.3009,826185.5987,945573.2853
801,0,79848.82607,570386.6328,1168664.575,1726743.508,2258824.484,82496.56151,385174.3444,579422.7852,1235591.275,1425931.41
802,0,77462.79669,595737.8,1267490.906,1918304.716,2563865.245,82017.87631,421999.4349,616171.7284,1344819.361,1577199.925
803,0,77486.59797,537770.5886,1279098.709,1872343.805,2559088.965,81211.01147,390087.5143,560837.717,1361130.416,1545506.481
804,0,78309.07611,504084.5024,1140789.03,1695853.14,2274621.101,86992.89581,364006.1366,531814.98,1223018.531,1390751.804
805,0,74648.76256,495863.3569,1089172.252,1627797.968,2196839.59,82105.37537,354071.8951,520770.8689,1169030.068,1354367.816
806,0,74853.93615,513020.8587,1044818.6,1541078.219,2062325.42,80026.87648,364346.9486,535439.9971,1121400.898,1287129.143
807,0,73660.46425,506166.1569,1036083.243,1542545.594,2073944.735,74446.86836,340663.7462,521716.3031,1108335.783,1271645.347
808,0,70932.42298,477525.1437,1071139.386,1583082.241,2158557.775,73670.42444,310980.7784,493092.3481,1139812.152,1314254.183
809,0,67449.96582,448946.0911,940607.0276,1385361.415,1878852.707,67690.1684,296978.6016,461606.2365,1004458.973,1167230.235
810,0,57586.39784,414807.9778,764188.1536,1100203.724,1513624.507,56956.28621,279395.2835,423814.3542,806068.9382,911205.7197
811,0,26514.39192,136458.9769,330566.3926,464648.0306,673209.9569,24945.94761,71171.60711,140535.4199,356666.9136,395874.4691
812,0,1600.068171,6980.842353,44163.1608,63806.08129,104169.8508,1382.859924,4061.754858,7561.683913,47288.93532,53144.87919
813,0,0,0,0,0,0,0,0,0,0,0
814,0,0,0,0,0,0,0,0,0,0,0
815,0,0,0,0,0,0,0,0,0,0,0
816,0,0,0,0,0,0,0,0,0,0,0
817,0,0,0,0,0,0,0,0,0,0,0
818,0,0,0,0,0,0,0,0,0,0,0
819,0,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,0,0,0,0,0,0
821,0,0,0,0,0,0,0,0,0,0,0
822,0,0,0,0,0,0,0,0,0,0,0
823,0,21913.56352,109625.8312,175913.0915,263608.3339,325957.9407,22779.88984,67339.83653,115054.6706,183744.8207,217589.4832
824,0,59273.19231,322879.4026,617105.6724,882991.3946,1126894.528,64675.58822,220052.8951,332117.732,638012.4776,747107.9125
825,0,79372.77949,515577.7047,1014168.837,1493487.206,2006591.159,88023.46583,381828.7902,530129.6615,1051939.155,1223164.812
826,0,81567.66768,584936.5269,1098199.097,1702512.742,2319205.377,85703.51921,440578.152,596358.9672,1140156.026,1358725.353
827,0,80714.66314,608194.907,1225642.323,1876079.167,2553005.644,82523.9914,446479.439,617714.1077,1269615.271,1510082.498
828,0,80957.209,608354.6474,1213422.035,1821272.549,2492168.538,83790.86291,451121.6059,621135.8302,1256369.2,1487416.965
829,0,79611.45329,580185.6624,1205162.089,1800221.923,2440373.436,84259.91069,425238.874,594364.4405,1250959.366,1473281.619
830,0,78702.16375,540034.2204,1116978.12,1659262.288,2267156.21,82720.07943,398476.1066,555586.0542,1166733.487,1363125.15
831,0,74853.09075,504406.2455,1013482.7,1516308.744,2035293.462,75880.00645,376352.8239,517502.876,1052675.757,1242108.205
832,0,69883.86596,467387.5757,976036.3939,1453602.065,2009997.16,68778.56023,339870.1171,478684.7345,1007367.123,1200257.287
833,0,65904.67554,429328.8573,877721.6427,1292849.526,1775005.848,64319.50747,302739.471,438936.5469,902486.8997,1062349.674
834,0,53986.67045,333060.257,675775.9648,972189.4452,1323624.957,52295.49347,241701.1436,341393.1601,696901.1786,819395.9091
835,0,16367.41581,139091.8821,366796.4028,546733.0453,769088.3293,14531.34013,109784.8254,142715.3684,377108.6211,445294.683
836,0,772.3924309,4536.468579,51459.67848,71899.11471,111422.6802,576.966487,3592.214761,4874.479206,52429.6458,59950.88703
837,0,0,0,0,0,0,0,0,0,0,0
838,0,0,0,0,0,0,0,0,0,0,0
839,0,0,0,0,0,0,0,0,0,0,0
840,0,0,0,0,0,0,0,0,0,0,0
841,0,0,0,0,0,0,0,0,0,0,0
842,0,0,0,0,0,0,0,0,0,0,0
843,0,0,0,0,0,0,0,0,0,0,0
844,0,0,0,0,0,0,0,0,0,0,0
845,0,0,0,0,0,0,0,0,0,0,0
846,0,0,0,0,0,0,0,0,0,0,0
847,0,21453.61422,125371.0082,181883.9612,282957.7039,369592.2653,22339.50335,91523.42663,131030.7445,196286.3513,230948.8191
848,0,60120.54287,386354.2795,648817.9241,971121.4821,1339926.814,64862.83261,301544.0293,401096.5359,686363.4265,790714.4907
849,0,80842.40856,568474.4194,1134244.273,1710678.357,2343939.895,95121.59693,436477.8836,594765.3088,1199213.1,1395470.134
850,0,78845.6255,629963.5471,1272918.651,1879289.397,2566296.38,97558.61927,467186.1,658005.072,1338594.812,1562074.037
851,0,81027.0708,624212.1813,1301292.153,1952269.806,2666675.172,97615.69846,459548.8774,650011.8809,1367073.365,1604454.183
852,0,79440.02453,631015.0089,1222320.798,1832907.066,2458418.143,96822.61333,462982.5702,657498.3412,1284549.051,1504616.312
853,0,76871.68449,638004.6761,1182481.011,1781038.978,2403953.672,89465.81762,456972.2583,659416.0655,1235095.503,1451792.506
854,0,68173.79114,598754.8597,1105531.881,1692088.711,2313499.46,82505.44025,451977.6985,622190.4419,1156134.11,1372916.265
855,0,64921.11147,603639.3771,1063537.679,1630917.343,2212226.55,83224.39755,437752.6172,630592.5856,1112450.991,1318863.949
856,0,59242.44283,573455.3769,948880.5967,1445547.731,1944750.766,69563.75156,407918.41,592968.6156,1000191.494,1180447.905
857,0,56622.48127,531606.8851,884131.0945,1332954.289,1801790.529,63091.40341,377235.4564,547349.706,933623.7752,1092920.878
858,0,44095.62763,450036.9367,761889.7275,1165026.859,1555836.775,51813.21595,319603.6324,466944.3419,816675.2398,947473.6622
859,0,19179.83233,202492.6314,353928.7451,551590.6901,762750.7823,20481.85003,143025.6357,208410.0872,377052.2043,445008.9784
860,0,1000.528218,8579.271365,22010.21295,36026.44026,56595.74927,814.9459942,5951.509738,9130.368912,24391.87537,27886.65103
861,0,0,0,0,0,0,0,0,0,0,0
862,0,0,0,0,0,0,0,0,0,0,0
863,0,0,0,0,0,0,0,0,0,0,0
864,0,0,0,0,0,0,0,0,0,0,0
865,0,0,0,0,0,0,0,0,0,0,0
866,0,0,0,0,0,0,0,0,0,0,0
867,0,0,0,0,0,0,0,0,0,0,0
868,0,0,0,0,0,0,0,0,0,0,0
869,0,0,0,0,0,0,0,0,0,0,0
870,0,0,0,0,0,0,0,0,0,0,0
871,0,10599.67307,145052.7305,214625.5109,350605.2697,450310.5073,14727.01493,99358.54913,153478.8931,232301.4657,277463.1132
872,0,31869.9481,457441.4801,974695.8877,1483418.698,1982485.249,47688.82126,338496.7494,479005.8098,1021712.451,1193295.98
873,0,52771.21633,613552.5889,1455642.771,2187206.569,2953824.898,73646.24371,434962.1455,646380.681,1523826.653,1781385.531
874,0,58783.21769,632560.9326,1484238.149,2235380.96,3018742.634,81350.3732,464987.0274,669135.5981,1559659.78,1810663.185
875,0,59803.35567,616550.0692,1350600.616,2021891.254,2731263.174,83200.47168,463256.8775,653688.5533,1421489.521,1652669.459
876,0,58622.64632,616174.8728,1365259.585,2035993.231,2737655.762,82592.12171,456976.0235,653524.0886,1435758.822,1672978.202
877,0,60705.41927,607108.5522,1351829.996,2016106.531,2714606.167,85119.19435,451788.0675,646691.0635,1418832.55,1657180.783
878,0,64441.44474,608701.3272,1290419.084,1943550.318,2587786.675,89891.71571,455816.3847,648287.5831,1359051.199,1585118.461
879,0,67283.64065,604045.1571,1289994.404,1942517.795,2607891.587,92047.49516,453072.9593,642742.9242,1358356.056,1577826.111
880,0,64613.7101,575802.9347,1236902.767,1870970.068,2525658.829,84554.93645,426248.9515,609715.0128,1299504.281,1513856.654
881,0,53874.72857,490973.436,1120078.862,1718779.636,2341916.816,68629.53499,357430.4516,516492.7525,1172834.221,1378895.255
882,0,36973.00127,422220.6917,999935.2702,1543450.095,2122411.793,52768.52423,318997.0856,446542.8431,1045495.009,1226925.436
883,0,12404.62372,177128.6367,464917.2101,733731.0061,1059407.042,16813.35267,134871.4245,186350.3607,487452.1203,579766.5607
884,0,690.0662141,7103.116006,59496.63041,91873.34834,147813.977,534.0863894,4979.542395,7643.851633,61252.16813,72371.31735
885,0,0,0,0,0,0,0,0,0,0,0
886,0,0,0,0,0,0,0,0,0,0,0
887,0,0,0,0,0,0,0,0,0,0,0
888,0,0,0,0,0,0,0,0,0,0,0
889,0,0,0,0,0,0,0,0,0,0,0
890,0,0,0,0,0,0,0,0,0,0,0
891,0,0,0,0,0,0,0,0,0,0,0
892,0,0,0,0,0,0,0,0,0,0,0
893,0,0,0,0,0,0,0,0,0,0,0
894,0,0,0,0,0,0,0,0,0,0,0
895,0,9144.741792,134737.0742,194175.1378,317183.2054,413034.6437,8049.809693,94518.4073,139545.2842,210083.9102,254965.3137
896,0,33586.39863,457041.0153,858795.1387,1331325.938,1872058.269,33274.69475,320983.5364,467284.3996,903326.4622,1073937.612
897,0,53218.9285,621936.8927,1273832.629,1985032.054,2815244.074,58117.53669,428088.7187,641618.1261,1341686.909,1591572.983
898,0,54653.72277,643300.461,1333423.056,2073260.932,2892458.646,60010.07352,444322.5054,662478.4354,1403041.105,1656647.909
899,0,52659.74966,622993.969,1328821.152,2071757.678,2867411.444,57020.88585,436934.7852,640101.2907,1398055.988,1656571.511
900,0,58566.24637,631290.634,1325858.173,2056532.74,2857441.82,68916.13557,453967.0035,655159.2532,1395881.849,1653328.067
901,0,51312.05622,598746.154,1295059.38,2008665.523,2798046.462,61073.23262,440705.6336,620266.2114,1365371.068,1627606.532
902,0,46462.5695,569061.7268,1214140.47,1888799.355,2592190.577,60754.94102,425946.3186,595637.7853,1285814.913,1527147.287
903,0,39168.47267,534172.0386,1112708.007,1747735.728,2405798.277,48166.09328,406811.6779,556222.7875,1183441.331,1408827.381
904,0,35600.67458,488522.0097,1048262.549,1668298.247,2308616.925,40590.81911,383476.4455,506289.9624,1115591.765,1333066.802
905,0,30387.19763,414775.6139,938877.9068,1501071.31,2091722.895,32347.47196,326637.3038,426512.8532,1000100.375,1204394.747
906,0,26676.6471,342067.3975,768426.9231,1213428.776,1705185.341,27485.15957,275616.7748,350578.0775,819697.9566,977528.9338
907,0,11827.96617,135488.1368,353600.3368,550292.2275,769896.7635,12217.88092,109965.3568,138678.4391,376364.1772,450918.9247
908,0,441.3619545,3775.93042,42657.94233,56997.70515,76087.20182,360.6826362,3354.795558,4086.537078,44616.55753,48871.01925
909,0,0,0,0,0,0,0,0,0,0,0
910,0,0,0,0,0,0,0,0,0,0,0
911,0,0,0,0,0,0,0,0,0,0,0
912,0,0,0,0,0,0,0,0,0,0,0
913,0,0,0,0,0,0,0,0,0,0,0
914,0,0,0,0,0,0,0,0,0,0,0
915,0,0,0,0,0,0,0,0,0,0,0
916,0,0,0,0,0,0,0,0,0,0,0
917,0,0,0,0,0,0,0,0,0,0,0
918,0,0,0,0,0,0,0,0,0,0,0
919,0,7321.490839,122213.017,177440.6191,297886.4927,366848.2127,7472.715832,86804.16942,126446.7089,189954.3345,230700.7876
920,0,24792.1927,399619.7153,739216.3254,1102514.845,1381392.647,27565.20108,295018.5126,406895.1956,777098.5557,906452.3232
921,0,31170.81445,527711.4794,1049246.396,1564187.855,1977389.617,39285.72972,371562.6115,537288.7455,1111537.739,1309716.108
922,0,26251.71974,523170.6855,1107132.287,1640088.261,2113066.124,43418.68165,364169.8535,538412.9705,1170031.92,1375918.789
923,0,27312.81549,531435.5083,1105029.058,1626741.198,2141783.234,53074.63473,373225.2846,554881.5722,1170503.222,1387083.493
924,0,32698.52068,540545.4024,1127291.278,1656083.402,2250463.862,56857.19596,373878.8907,563806.2242,1195055.377,1419126.95
925,0,33104.61355,511849.9093,1062937.33,1532712.628,2101569.887,54071.04446,355837.846,534651.3991,1130175.111,1315464.38
926,0,23215.61877,477295.244,992128.7768,1441825.85,1983679.057,39538.52644,342414.9246,498009.8344,1060890.884,1253268.054
927,0,23824.50167,463053.2963,1010200.071,1466524.991,2017458.231,37112.77111,337588.016,486146.6796,1081144.275,1267853.36
928,0,28262.46009,463872.7821,1080276.953,1573233.677,2188199.447,42120.48519,352870.5245,494926.0262,1154729.907,1347826.923
929,0,21440.7781,444150.4196,981787.3079,1454968.666,2040328.098,26311.77627,331912.7219,464626.3915,1047800.475,1241407.795
930,0,18453.71902,390349.9059,787427.6105,1152905.911,1587901.852,27384.26333,285656.6126,410796.0081,843552.9666,991685.5055
931,0,5982.995035,166417.0346,412438.8744,612940.3561,849925.1696,7428.808687,114908.5907,172793.6878,434910.0942,514728.7475
932,0,255.3068037,4887.256034,49422.08474,70619.53493,105919.7981,55.35787915,3054.217785,5215.590171,51147.76919,58838.83329
933,0,0,0,0,0,0,0,0,0,0,0
934,0,0,0,0,0,0,0,0,0,0,0
935,0,0,0,0,0,0,0,0,0,0,0
936,0,0,0,0,0,0,0,0,0,0,0
937,0,0,0,0,0,0,0,0,0,0,0
938,0,0,0,0,0,0,0,0,0,0,0
939,0,0,0,0,0,0,0,0,0,0,0
940,0,0,0,0,0,0,0,0,0,0,0
941,0,0,0,0,0,0,0,0,0,0,0
942,0,0,0,0,0,0,0,0,0,0,0
943,0,2399.333743,91112.90912,140271.1887,213260.6779,283377.8837,5299.697135,69369.04414,95951.89761,152799.4709,172137.2974
944,0,15736.90483,346448.1372,687995.258,963889.4189,1272556.098,26026.78099,263795.6409,362787.1704,734602.0326,833432.8386
945,0,27602.17407,549774.1318,1091789.32,1547278.413,2007837.221,47722.21241,408584.1872,581246.0916,1164411.409,1333957.862
946,0,24242.80531,534557.6742,1166606.662,1678222.688,2225209.274,46373.52796,393090.198,569268.9271,1240838.83,1414922.692
947,0,23045.12644,526518.6884,1207812.644,1760404.423,2359206.707,41627.67665,377988.0742,559835.5029,1282633.49,1494337.068
948,0,29090.86369,512006.879,1132283.092,1656954.179,2202124.948,47879.59323,368578.4005,545414.4923,1203111.508,1400002.18
949,0,35667.38414,515785.7685,1065543.288,1521316.253,1919985.475,51126.83378,368167.2033,547118.1103,1132372.663,1320184.265
950,0,28099.29315,484437.2018,983775.6998,1394603.078,1797752.085,43719.32654,339673.4497,510026.679,1049402.199,1220340.757
951,0,27100.28405,473401.4073,998668.1898,1407580.097,1853369.932,40572.5351,339740.5035,501696.0817,1067407.434,1216659.775
952,0,29506.96912,397935.3093,834633.184,1171895.65,1558288.362,44183.55076,286389.1977,426202.62,898512.4096,1002001.293
953,0,36472.32534,342451.1347,727299.7742,988777.3997,1284034.102,50088.24022,237977.6781,366793.1762,781354.6268,859357.8923
954,0,35372.06969,234716.5095,525802.0017,707562.933,925320.8565,48294.92906,143515.8355,255533.2307,553929.7732,615082.8792
955,0,12539.78177,96232.31466,297426.7717,392122.876,518187.9904,16986.95454,56859.30821,104076.2363,308489.3206,339122.1717
956,0,161.8762284,1798.234801,38587.43756,49562.5252,69360.89912,94.03135987,621.3957562,1958.086541,39087.89367,42099.63368
957,0,0,0,0,0,0,0,0,0,0,0
958,0,0,0,0,0,0,0,0,0,0,0
959,0,0,0,0,0,0,0,0,0,0,0
960,0,0,0,0,0,0,0,0,0,0,0
961,0,0,0,0,0,0,0,0,0,0,0
962,0,0,0,0,0,0,0,0,0,0,0
963,0,0,0,0,0,0,0,0,0,0,0
964,0,0,0,0,0,0,0,0,0,0,0
965,0,0,0,0,0,0,0,0,0,0,0
966,0,0,0,0,0,0,0,0,0,0,0
967,0,5456.617196,86005.1748,125574.8633,172913.6537,222185.3314,8877.864468,54747.27457,91110.95656,132025.6085,148888.7621
968,0,10923.91793,302547.8758,712124.1501,970649.4478,1233349.732,20383.54526,200542.855,317451.0854,736202.1856,823518.436
969,0,17772.7046,424265.0222,1117112.659,1528260.881,1936019.082,31515.76671,264907.7961,449455.2637,1160616.664,1290187.325
970,0,23686.21589,444429.8668,1241445.474,1732028.632,2240656.048,42197.64333,285010.8562,474606.6086,1284959.204,1465852.481
971,0,28399.01765,416294.3175,1221806.362,1715893.012,2303500.545,48776.17627,255405.1711,446697.657,1263031.311,1438807.605
972,0,29774.3724,345938.7578,1073289.52,1549664.772,2125925.716,53463.83778,209913.9916,380777.5332,1112962.865,1288462.628
973,0,30917.33867,334214.302,1031375.65,1536044.388,2096768.028,54167.1388,190577.308,365011.1336,1078607.289,1250508.018
974,0,32332.18235,312188.0875,976819.7116,1435720.403,1951187.371,50108.2502,186404.6704,340122.6028,1022830.93,1184016.415
975,0,32118.32951,268823.9804,833530.3604,1245741.309,1710708.447,53508.22232,160592.4823,298935.6088,878680.2104,1041819.68
976,0,26891.30992,225604.2038,770092.2201,1118694.606,1545095.768,45390.88598,138782.3844,250578.8824,813217.6325,938752.7161
977,0,20463.40011,164140.0555,623180.7074,899550.913,1264577.251,38506.75377,85230.32411,183980.2789,658192.3996,770850.0363
978,0,11192.4714,118599.7138,528190.765,775072.0423,1102943.082,16492.18959,48545.95747,125362.7466,557489.5445,657360.917
979,0,4475.81682,51620.01856,190932.8815,274073.0681,353054.0819,7552.951997,26222.24327,56577.64828,203025.3295,242770.3019
980,0,96.75043647,878.827106,22924.63928,32662.79513,47177.20918,74.17420566,379.8529478,1000.181667,23933.39734,26794.22819
981,0,0,0,0,0,0,0,0,0,0,0
982,0,0,0,0,0,0,0,0,0,0,0
983,0,0,0,0,0,0,0,0,0,0,0
984,0,0,0,0,0,0,0,0,0,0,0
985,0,0,0,0,0,0,0,0,0,0,0
986,0,0,0,0,0,0,0,0,0,0,0
987,0,0,0,0,0,0,0,0,0,0,0
988,0,0,0,0,0,0,0,0,0,0,0
989,0,0,0,0,0,0,0,0,0,0,0
990,0,0,0,0,0,0,0,0,0,0,0
991,0,4784.213003,55396.47606,87818.77754,120677.9803,153584.3729,7980.417398,38123.36756,59446.22517,94096.22494,104361.0961
992,0,26894.30376,279520.7796,572667.9992,781546.705,1104886.619,37134.65601,205905.8799,297071.6656,592706.9741,658524.0166
993,0,47612.26757,444923.6827,1049480.268,1558126.831,2167520.28,75005.51578,344178.8089,483591.2075,1092155.481,1277353.125
994,0,49986.319,513348.6355,1191213.602,1819230.941,2471368.507,78014.90919,383194.9568,552590.4778,1245471.721,1496714.201
995,0,61115.39485,558869.6281,1265208.624,1932090.162,2625320.171,89947.66994,411778.3551,598545.1353,1327653.712,1586610.986
996,0,60682.03437,515115.2415,1172289.256,1783548.037,2438916.438,83215.26639,358846.0277,547026.9843,1227077.555,1455464.994
997,0,59823.27818,497953.2821,1142168.161,1693149.858,2350661.154,84142.44674,345288.7759,533777.7951,1196813.611,1405670.84
