hour_of_year,Base_2024,Environmental_2025,Environmental_2030,Environmental_2035,Environmental_2040,Environmental_2045,Reference_2025,Reference_2030,Reference_2035,Reference_2040,Reference_2045
283,0,31993.30166,195258.3037,545550.109,766540.2696,1094450.707,34301.50956,133394.1899,205064.7184,583406.0713,655899.6758
284,0,4045.751482,22889.18551,115484.9333,153759.276,224022.9521,3948.830138,14943.56198,24238.52484,122928.979,134913.4402
285,0,0,0,659.7070261,659.7070261,659.7070261,0,0,0,659.7070261,659.7070261
286,0,0,0,0,0,0,0,0,0,0,0
287,0,0,0,0,0,0,0,0,0,0,0
288,0,0,0,0,0,0,0,0,0,0,0
289,0,0,0,0,0,0,0,0,0,0,0
290,0,0,0,0,0,0,0,0,0,0,0
291,0,0,0,0,0,0,0,0,0,0,0
292,0,0,0,0,0,0,0,0,0,0,0
293,0,0,0,0,0,0,0,0,0,0,0
294,0,0,0,0,0,0,0,0,0,0,0
295,0,38588.50402,216063.7816,464257.4184,659009.7927,891386.1546,45760.38422,146561.5213,225473.2095,494789.8825,577688.0957
296,0,75146.90759,479931.9569,950162.1435,1400859.968,1917937.841,91515.06471,325364.9944,503946.7182,1007726.8,1207431.07
297,0,81700.66371,613020.4623,1183399.315,1837092.688,2487134.036,111510.5679,439100.4891,652243.866,1250686.574,1523108.514
298,0,83106.28404,656243.5741,1263923.54,2011451.371,2757186.641,112143.1245,480010.3517,698657.5575,1334681.579,1620438.386
299,0,82340.8562,669571.2744,1282996.83,2052428.334,2815487.354,111622.5404,487570.0707,710607.7134,1352511.448,1640463.238
300,0,82334.74742,687629.7899,1292539.184,2039374.426,2761693.023,112143.1245,482195.5026,727887.942,1352868.013,1632470.339
301,0,82961.69728,634682.4235,1266304.901,1993280.712,2742660.367,108709.9234,439064.5147,672763.2456,1319686.41,1598121.77
302,0,82947.38943,602162.4999,1257607.32,1927141.233,2625659.67,103171.7297,412066.8187,636314.7459,1315197.82,1565311.24
303,0,81577.81307,632697.055,1336681.873,1933413.109,2666274.102,110072.8083,448876.245,674052.4802,1397747.42,1616154.674
304,0,78103.68905,620938.1463,1277441.449,1771479.116,2465199.233,105181.0846,430230.8149,660058.3394,1329190.085,1504860.446
305,0,71585.47159,549912.6295,1064762.418,1484289.28,2018844.239,96082.24587,371284.0631,584891.6231,1095199.106,1261890.338
306,0,62926.19391,478329.7186,844213.0327,1180796.846,1585855.251,83394.88227,326782.6913,507999.6476,866944.303,1001104.838
307,0,35034.98334,268275.2983,419384.6331,604188.8146,777301.2896,45376.47156,169359.1584,283902.7959,430223.0911,507189.7695
308,0,4697.18871,35506.29132,65204.23435,92406.69783,130070.5744,5238.785385,20767.53649,37315.83709,66779.25631,77434.87943
309,0,0,0,0,0,0,0,0,0,0,0
310,0,0,0,0,0,0,0,0,0,0,0
311,0,0,0,0,0,0,0,0,0,0,0
312,0,0,0,0,0,0,0,0,0,0,0
313,0,0,0,0,0,0,0,0,0,0,0
314,0,0,0,0,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0,0,0,0
316,0,0,0,0,0,0,0,0,0,0,0
317,0,0,0,0,0,0,0,0,0,0,0
318,0,0,0,0,0,0,0,0,0,0,0
319,0,34521.02535,312304.0358,527401.7743,777295.1057,921155.3041,47650.87723,210652.5709,331381.4147,560413.7688,641576.1569
320,0,69298.527,626903.8986,1159424.57,1748291.89,2081284.661,97236.33992,440072.8449,668758.4568,1233423.245,1427687.694
321,0,81032.26235,709966.9679,1383194.676,2068682.562,2465940.029,109975.3833,493426.8745,752687.369,1466992.915,1683311.475
322,0,80477.34059,704094.1801,1416887.598,2121982.828,2576146.751,109420.4615,494471.3294,747936.5238,1502114.379,1726665.778
323,0,80454.54894,694167.4639,1409823.491,2090761.663,2564663.071,109397.6699,494448.5378,736515.2172,1493890.055,1717130.183
324,0,80306.18264,698969.0714,1474261.95,2167549.485,2721944.039,109249.3036,485926.4941,741316.8247,1558241.139,1791925.14
325,0,79438.88815,676242.8483,1430913.478,2112909.73,2666989.174,108382.0091,468718.1448,718753.6,1506555.468,1748426.494
326,0,76117.5983,665604.3505,1387176.145,2049610.482,2561757.477,104614.9165,460621.4472,708020.9808,1461098.641,1696053.138
327,0,75584.31738,652431.6324,1339893.665,1979416.743,2483257.825,103005.3301,457232.1016,692186.6322,1411732.208,1630478.289
328,0,73838.67235,609814.2747,1272667.862,1861175.021,2367531.903,98329.69195,413747.1191,646449.4242,1345724.904,1544702.372
329,0,68988.21954,567641.1309,1180972.304,1756935.98,2182551.145,91201.46874,379919.75,602062.1942,1252444.824,1444771.333
330,0,55239.50148,491086.9017,1039408.278,1515780.113,1922568.684,74351.12036,334466.527,520194.1341,1100731.457,1262729.896
331,0,31552.64833,275946.4529,575362.3932,861776.8686,1071403.468,40484.76496,181947.6539,291996.7683,612283.8964,698941.6117
332,0,4290.438185,34199.98086,104558.0598,149782.4687,189532.2462,4552.151044,20257.92023,35984.53465,110522.8932,122842.6411
333,0,0,0,406.171795,406.171795,406.171795,0,0,0,406.171795,406.171795
334,0,0,0,0,0,0,0,0,0,0,0
335,0,0,0,0,0,0,0,0,0,0,0
336,0,0,0,0,0,0,0,0,0,0,0
337,0,0,0,0,0,0,0,0,0,0,0
338,0,0,0,0,0,0,0,0,0,0,0
339,0,0,0,0,0,0,0,0,0,0,0
340,0,0,0,0,0,0,0,0,0,0,0
341,0,0,0,0,0,0,0,0,0,0,0
342,0,0,0,0,0,0,0,0,0,0,0
343,0,34287.61559,256554.3357,485075.2957,733654.345,896998.1858,46129.55202,159189.3688,274310.8825,521578.6891,608468.8899
344,0,70537.40726,573999.6087,1075038.188,1761765.688,2156913.133,95725.36785,386908.5901,613234.0713,1147634.784,1391926.114
345,0,83200.00352,679716.0993,1379728.952,2201833.929,2784469.801,112143.1245,477539.3359,726738.265,1466000.737,1755361.767
346,0,83200.00352,690761.6559,1423864.757,2244541.965,2892920.458,112143.1245,478497.904,735298.6215,1502832.845,1795097.608
347,0,83200.00352,691123.3359,1469498.169,2256405.322,3003028.153,112143.1245,471004.6463,733725.027,1541975.169,1812767.973
348,0,83132.76759,686095.078,1527552.345,2328549.116,3088584.952,112075.8885,465739.1014,728614.6422,1601563.389,1878314.152
349,0,83200.00352,656959.6178,1542333.788,2339556.696,3146889.813,112143.1245,436963.029,699186.0248,1616258.56,1883337.085
350,0,82555.77106,673531.0039,1502130.388,2290507.443,3042900.364,110793.3633,455399.6847,714959.6941,1573753.666,1842843.233
351,0,80760.46312,642510.726,1433883.402,2216659.177,2943739.816,107636.1343,431314.9943,682573.7953,1506407.886,1776236.991
352,0,77370.05326,630352.6072,1411062.139,2168612.578,2881458.087,103900.4916,427771.8738,669517.8898,1482250.316,1746684.266
353,0,72155.3734,590302.8199,1354622.359,2052675.811,2737232.86,96319.3342,400567.4084,626846.6846,1418046.519,1652289.421
354,0,62921.89656,489821.7067,971676.1806,1593163.46,2006366.326,83309.61222,324611.1293,521042.5782,1023042.109,1235615.006
355,0,35993.11818,279270.1675,586974.3976,974751.0696,1166429.689,45603.3778,182807.0561,296352.4131,616927.1171,740922.9802
356,0,4695.999142,34608.54171,115149.0221,194906.1699,228655.2389,5124.915697,20692.59472,36457.95755,120160.4725,145554.5774
357,0,0,0,710.8955706,1115.748538,1115.748538,0,0,0,710.8955706,870.090165
358,0,0,0,0,0,0,0,0,0,0,0
359,0,0,0,0,0,0,0,0,0,0,0
360,0,0,0,0,0,0,0,0,0,0,0
361,0,0,0,0,0,0,0,0,0,0,0
362,0,0,0,0,0,0,0,0,0,0,0
363,0,0,0,0,0,0,0,0,0,0,0
364,0,0,0,0,0,0,0,0,0,0,0
365,0,0,0,0,0,0,0,0,0,0,0
366,0,0,0,0,0,0,0,0,0,0,0
367,0,34946.92489,289605.7523,534604.7914,772854.0253,1010966.51,47623.382,211872.8862,309143.2323,554802.6058,626882.3781
368,0,71746.86284,603655.8106,1153821.825,1770576.635,2309398.186,99855.1395,435194.6558,645628.1973,1194642.647,1410338.529
369,0,82583.67809,684969.2265,1412997.735,2210316.996,2908713.779,112143.1245,491505.8289,727896.7889,1455836.666,1746087.592
370,0,83200.00352,701833.7841,1452851.932,2243396.581,2997407.867,112143.1245,497193.9924,744667.0031,1497587.51,1776015.74
371,0,82900.87429,704272.0178,1482988.789,2268699.266,3034922.925,112143.1245,494868.8334,747202.4492,1531061.3,1803284.646
372,0,82903.64707,703053.5215,1491395.321,2274215.928,3054318.867,112143.1245,494890.3864,745537.356,1542486.574,1809543.338
373,0,82008.56131,699365.4108,1517235.566,2278253.473,3083502.533,112115.4432,488006.1345,740427.8786,1569896.116,1820236.131
374,0,80705.90719,689318.1884,1479013.507,2217828.359,2970800.498,109360.3474,481168.9078,730023.3765,1529191.667,1775729.344
375,0,79278.43365,672909.078,1448973.92,2151695.576,2901070.221,105651.1842,467398.1513,712165.3145,1491924.965,1733803.99
376,0,75965.3172,644899.8016,1392962.107,2079140.656,2782053.976,101223.6527,446859.3001,683289.3977,1436263.492,1677047.867
377,0,70581.15906,600830.2607,1309907.508,1919222.171,2586210.946,94158.87813,418781.6602,636864.9055,1346447.238,1560409.782
378,0,60513.29937,508024.0754,1119672.759,1602923.753,2177460.099,79257.26863,353569.4371,538134.8962,1156616.194,1317829.67
379,0,34509.56105,285949.2333,662218.7604,953616.4895,1330594.579,43492.09013,192361.8071,301331.7283,684765.2324,771730.6669
380,0,4174.042301,33097.80347,143147.8184,194717.418,297837.3055,4581.902271,20091.07181,34718.93925,146491.2814,161142.0728
381,0,0,0,215.6854399,215.6854399,215.6854399,0,0,0,215.6854399,215.6854399
382,0,0,0,0,0,0,0,0,0,0,0
383,0,0,0,0,0,0,0,0,0,0,0
384,0,0,0,0,0,0,0,0,0,0,0
385,0,0,0,0,0,0,0,0,0,0,0
386,0,0,0,0,0,0,0,0,0,0,0
387,0,0,0,0,0,0,0,0,0,0,0
388,0,0,0,0,0,0,0,0,0,0,0
389,0,0,0,0,0,0,0,0,0,0,0
390,0,0,0,0,0,0,0,0,0,0,0
391,0,34242.67965,194004.2407,378225.6582,563331.373,761127.1637,38127.91573,130454.6205,199750.52,396168.7426,468502.5434
392,0,69774.05336,420307.7053,918509.1935,1348327.683,1898549.334,81878.43766,304775.2549,437575.8011,963070.7099,1120814.536
393,0,78392.24523,549367.5976,1336650.512,1890363.592,2674599.333,94553.71384,382480.9167,573447.335,1396041.231,1596231.166
394,0,79259.42904,612292.2385,1447898.569,2020708.407,2842898.683,105307.2975,413182.0715,643591.5015,1513355.665,1707901.602
395,0,81309.58711,653167.7302,1472022.892,2110219.287,2918695.578,109211.0959,449052.9095,689627.7681,1539521.792,1759976.942
396,0,81021.90315,650165.871,1434749.341,2036915.825,2838202.757,107972.5422,443374.9274,685935.3156,1500012.043,1687241.939
397,0,81470.40778,679213.5049,1430147.696,2028540.853,2875187.639,111003.2305,472073.5143,718117.2016,1493900.407,1671567.009
398,0,80831.89139,671562.009,1415837.468,1989697.25,2772344.484,110175.4765,454052.2593,710499.2623,1479139.233,1658252.508
399,0,79151.73513,659915.1028,1397035.875,1992540.76,2769456.52,107507.7537,446367.3395,698158.0098,1457100.826,1641254.32
400,0,72879.23607,607633.0847,1321559.615,1881188.395,2659060.292,100976.293,408118.2283,643888.2102,1380060.75,1558698.365
401,0,62694.10646,536086.7863,1152386.087,1645632.389,2359518.362,87267.23582,352528.7669,566476.8299,1192887.278,1333039.627
402,0,43985.5091,392915.5755,960080.3007,1371266.386,1983281.082,63828.05254,248774.2855,418078.0527,1002733.071,1102694.228
403,0,24250.6161,205722.4361,583199.472,832933.8893,1235704.659,29762.08606,123688.294,217989.5636,606732.9944,667458.2619
404,0,2731.660191,23170.22796,109453.6661,164034.7675,264952.6404,2968.813357,11281.19506,24299.29293,112641.6566,129832.9509
405,0,0,0,0,0,0,0,0,0,0,0
406,0,0,0,0,0,0,0,0,0,0,0
407,0,0,0,0,0,0,0,0,0,0,0
408,0,0,0,0,0,0,0,0,0,0,0
409,0,0,0,0,0,0,0,0,0,0,0
410,0,0,0,0,0,0,0,0,0,0,0
411,0,0,0,0,0,0,0,0,0,0,0
412,0,0,0,0,0,0,0,0,0,0,0
413,0,0,0,0,0,0,0,0,0,0,0
414,0,0,0,0,0,0,0,0,0,0,0
415,0,22165.10725,105251.661,274530.3125,394497.6232,646563.4241,25452.95078,53067.99075,105814.382,278538.9662,332470.728
416,0,55949.41295,228272.8115,677172.566,1094186.507,1610247.915,64252.98674,127349.4409,235649.2439,688814.4242,881873.1005
417,0,74240.12205,356719.1768,900194.8859,1508204.337,2189334.538,81726.35071,236871.6383,375652.0157,924124.7635,1194930.26
418,0,78334.64399,454698.4058,1059970.342,1767571.511,2524720.338,99645.11628,345085.4584,488974.8228,1108676.304,1385135.093
419,0,73757.35341,495163.6046,1100830.945,1836768.02,2614680.423,99946.36807,402432.9179,538687.4167,1159606.72,1430490.328
420,0,72287.34095,469766.9437,1104095.93,1833849.186,2603611.648,99518.98773,396008.9975,511627.6787,1162425.232,1414624.816
421,0,73777.6552,463865.6911,1164042.272,1893373.617,2655000.471,102394.5248,370291.7593,507494.7248,1232929.582,1482429.827
422,0,70278.32423,454850.2846,1121290.519,1856306.931,2586333.147,96292.86949,372468.783,499210.6492,1190921.172,1441011.564
423,0,65208.2352,474174.8267,1145049.474,1852348.094,2553439.516,90577.71821,359580.1699,518862.3907,1212018.223,1459856.879
424,0,64367.48729,471975.7345,1093806.241,1750324.536,2435630.714,89277.38608,351149.0236,511261.2689,1149958.16,1382846.066
425,0,57145.48367,422657.0139,975992.9483,1544864.804,2196730.733,79418.6266,323720.741,456877.1353,1008633.866,1216233.275
426,0,47878.82731,364039.237,802553.834,1277308.104,1807239.253,68192.84007,261422.9537,389177.408,830059.1511,1000683.814
427,0,30387.63131,202899.1867,529171.5866,795382.0697,1147391.993,40995.2492,140739.4826,217513.5168,544894.1614,639866.9076
428,0,3903.803975,23488.24909,96019.05461,155448.5472,237199.5372,4621.725965,13787.20993,24890.25776,98167.0141,118346.2279
429,0,0,0,0,0,0,0,0,0,0,0
430,0,0,0,0,0,0,0,0,0,0,0
431,0,0,0,0,0,0,0,0,0,0,0
432,0,0,0,0,0,0,0,0,0,0,0
433,0,0,0,0,0,0,0,0,0,0,0
434,0,0,0,0,0,0,0,0,0,0,0
435,0,0,0,0,0,0,0,0,0,0,0
436,0,0,0,0,0,0,0,0,0,0,0
437,0,0,0,0,0,0,0,0,0,0,0
438,0,0,0,0,0,0,0,0,0,0,0
439,0,11445.23892,200730.6939,451417.5713,655502.8478,965754.0374,24523.87993,149658.3961,219768.3846,463192.4702,536246.1165
440,0,30367.99003,441447.0261,998944.689,1563706.049,2205277.56,54572.00385,312248.5568,476843.1842,1036593.345,1257408.362
441,0,36922.17908,549359.3904,1311891.538,2061707.58,2889520.187,63624.3284,395336.5614,591649.2266,1375707.455,1659968.613
442,0,46084.56087,594863.5582,1241390.41,2029311.825,2777369.21,68112.20584,434452.3578,635997.343,1315792.963,1601560.277
443,0,51105.32596,615255.6155,1278083.38,2041804.465,2813030.576,74547.72184,444044.4679,655234.5606,1348112.295,1626716.2
444,0,51063.00561,616276.1605,1284551.884,2054639.98,2815861.385,72656.30969,443563.1398,654036.6359,1348578.887,1638245.331
445,0,51443.02787,590255.056,1347072.403,2096405.512,2848258.047,67897.99681,409142.8174,621779.4308,1407132.585,1684042.899
446,0,51542.97782,572770.0634,1353485.469,2038110.35,2752254.151,64467.52854,389095.6459,601008.7661,1412289.488,1667061.209
447,0,43205.42209,568229.6314,1299156.135,2013527.467,2718204.235,63141.08803,404500.8341,602667.8903,1360382.35,1619836.327
448,0,48743.16995,520201.1324,1168780.253,1822655.427,2442048.803,59682.25245,353252.7071,546705.901,1221675.241,1468940.832
449,0,41590.03538,464868.6194,1086389.677,1682087.233,2295293.519,45304.81972,295007.8427,481306.4844,1134205.834,1361117.783
450,0,27148.23628,372138.9164,864311.7805,1379974.598,1861710.255,29234.69996,238298.3074,386111.773,904151.7276,1102912.376
451,0,14646.50712,195942.6722,535215.5313,797244.4851,1141523.528,14770.34331,121721.7832,203967.3361,557387.2004,656090.0111
452,0,2251.824219,24428.24564,158183.8165,200075.8326,307336.7736,2162.806245,12976.84309,25322.23652,162032.0907,176949.7519
453,0,0,0,916.3794321,916.3794321,916.3794321,0,0,0,916.3794321,916.3794321
454,0,0,0,0,0,0,0,0,0,0,0
455,0,0,0,0,0,0,0,0,0,0,0
456,0,0,0,0,0,0,0,0,0,0,0
457,0,0,0,0,0,0,0,0,0,0,0
458,0,0,0,0,0,0,0,0,0,0,0
459,0,0,0,0,0,0,0,0,0,0,0
460,0,0,0,0,0,0,0,0,0,0,0
461,0,0,0,0,0,0,0,0,0,0,0
462,0,0,0,0,0,0,0,0,0,0,0
463,0,33847.44552,179576.9696,486838.4258,656590.8312,934738.2714,42139.22913,120961.8064,190266.3097,516729.6278,565531.6047
464,0,70471.82951,472123.3785,1204994.365,1599191.017,2217507.648,88893.73013,349607.8821,496577.0327,1268139.321,1388642.284
465,0,81952.44351,537376.8848,1458596.166,1945351.216,2712181.837,101855.1676,393831.3412,564614.3407,1533284.363,1684213.294
466,0,82821.51302,617508.1702,1503387.689,2021868.918,2760101.75,109354.3322,457410.3139,654480.5037,1583110.826,1733077.027
467,0,82729.86383,578521.5985,1441269.797,1994046.67,2707009.048,102364.8133,422578.2041,611871.1554,1517175.556,1693607.773
468,0,76636.10917,563381.147,1364328.528,1929364.359,2590021.27,91882.67491,395023.6905,592199.2145,1443250.228,1646650.64
469,0,74582.48405,572345.9817,1387877.027,1940533.872,2647603.887,85264.43015,387179.039,596196.0836,1463426.287,1657157.695
470,0,68794.54487,524084.8791,1242065.691,1831508.321,2445740.22,82174.47294,375454.6651,549861.8191,1317592.131,1523087.252
471,0,69772.18076,529205.5652,1262820.84,1828171.039,2489241.085,84497.06002,376332.8404,557173.7258,1338249.142,1521593.588
472,0,64144.24417,486485.8394,1174693.07,1706245.603,2345370.65,84343.42108,376369.1241,515893.0066,1244877.131,1409888.007
473,0,63419.85308,429774.5584,1116510.252,1561338.556,2150969.902,75538.2181,313684.9695,455992.9181,1187036.555,1311458.58
474,0,52730.99563,384496.6457,949986.3403,1365318.912,1853274.041,67394.36928,293536.4795,408419.0805,1009680.753,1147624.44
475,0,30964.6051,209566.7223,536581.0111,861367.2228,1171053.697,36944.10019,154584.2285,222151.3635,570817.2582,682568.7527
476,0,3620.430662,22318.28034,136166.042,192645.5944,267243.6792,3557.674392,16176.02929,23458.28635,142431.537,160101.6598
477,0,0,0,426.2006315,426.2006315,426.2006315,0,0,0,426.2006315,426.2006315
478,0,0,0,0,0,0,0,0,0,0,0
479,0,0,0,0,0,0,0,0,0,0,0
480,0,0,0,0,0,0,0,0,0,0,0
481,0,0,0,0,0,0,0,0,0,0,0
482,0,0,0,0,0,0,0,0,0,0,0
483,0,0,0,0,0,0,0,0,0,0,0
484,0,0,0,0,0,0,0,0,0,0,0
485,0,0,0,0,0,0,0,0,0,0,0
486,0,0,0,0,0,0,0,0,0,0,0
487,0,31890.26059,176684.0031,360561.7578,545045.8031,692708.25,37238.58559,110563.6781,185039.0008,388675.6535,450259.5758
488,0,66783.49797,443268.8183,923929.3626,1354243.39,1718887.892,78170.89531,317098.1289,460230.2911,981002.0342,1129745.07
489,0,79022.80224,568580.6252,1244889.71,1862780.354,2372503.894,97613.66179,401670.5938,593574.8296,1316752.034,1543915.84
490,0,81811.44932,602423.9231,1340463.674,2017883.551,2584139.668,104908.4587,444527.1278,637013.486,1418962.882,1662841.994
491,0,83190.35238,589784.8005,1348035.823,2009645.923,2636029.564,105420.0885,447584.9584,622162.1589,1425601.055,1662819.931
492,0,83186.5028,596310.504,1286507.276,1924526.73,2494926.733,108101.5388,460609.8429,631239.6412,1361086.125,1584445.962
493,0,82668.21889,553117.6737,1232507.141,1886804.171,2492378.213,105129.6111,425298.6635,584916.9684,1300711.619,1534458.22
494,0,80412.49145,538155.1271,1175523.069,1848448.25,2411066.597,103311.2543,411383.8846,569784.1153,1242506.626,1487552.431
495,0,77826.96324,523430.0135,1185954.312,1822783.771,2396525.542,97746.47542,381238.415,553246.8067,1250566.828,1483108.343
496,0,73344.56141,501704.5051,1087420.463,1676619.719,2225595.839,96974.48194,386338.3221,534070.5298,1145902.708,1356720.8
497,0,67226.74449,445484.2381,944767.0611,1483277.983,2007792.051,89650.01879,348023.1595,475674.2047,993297.9835,1182107.942
498,0,54800.40412,335582.8624,763069.5534,1172984.517,1602254.168,69996.49441,249826.7557,357565.838,802016.591,935950.9028
499,0,32423.81367,175256.9593,491439.5305,691188.446,942224.9304,38985.792,129661.96,185974.1122,518164.9147,569514.6365
500,0,3771.463011,18412.58974,109438.3804,139046.4629,197673.7401,4064.724037,13346.48224,19545.1134,113863.8033,120567.3283
501,0,0,0,0,0,0,0,0,0,0,0
502,0,0,0,0,0,0,0,0,0,0,0
503,0,0,0,0,0,0,0,0,0,0,0
504,0,0,0,0,0,0,0,0,0,0,0
505,0,0,0,0,0,0,0,0,0,0,0
506,0,0,0,0,0,0,0,0,0,0,0
507,0,0,0,0,0,0,0,0,0,0,0
508,0,0,0,0,0,0,0,0,0,0,0
509,0,0,0,0,0,0,0,0,0,0,0
510,0,0,0,0,0,0,0,0,0,0,0
511,0,32709.32562,160281.1565,369895.2067,564370.1982,822028.4881,43102.36882,118953.127,173905.5825,395187.4215,463183.0346
512,0,67085.19333,355351.2006,980264.8586,1561550.761,2183709.949,89227.22108,273175.8105,383514.336,1038215.338,1249054.519
513,0,81785.68969,490071.4354,1369657.348,2155875.136,3009000.889,111505.4426,382194.5863,528790.4149,1444979.676,1717463.989
514,0,81088.67581,544487.6823,1481699.44,2289650.925,3158399.618,110100.3894,413579.4709,585097.5322,1559307.993,1839714.215
515,0,82214.25557,555052.0176,1474404.688,2290260.52,3151698.082,110343.2465,422103.3357,595572.59,1556539.534,1841257.434
516,0,82198.34856,579461.093,1481119.656,2278445.04,3143037.746,110845.8088,424868.7459,621351.6562,1558383.872,1840757.15
517,0,81817.80204,575950.5126,1494708.203,2232530.148,3091061.503,110932.663,425364.8043,615216.9389,1570764.283,1821712.759
518,0,80178.20164,567934.8822,1461810.263,2113120.345,2966317.178,109103.7891,421297.0223,606069.2554,1533276.505,1747463.082
