hour_of_day,day_of_week,month,kWh
12,0,4,5148000
13,0,4,5098000
14,0,4,5025000
15,0,4,4994000
16,0,4,4981000
17,0,4,5086000
18,0,4,5355000
19,0,4,5606000
20,0,4,5349000
21,0,4,5029000
22,0,4,4777000
23,0,4,4372000
0,0,4,4064000
1,1,4,3758000
2,1,4,3606000
3,1,4,3509000.0000000005
4,1,4,3481000
5,1,4,3562000
6,1,4,3936000
7,1,4,4670000
8,1,4,5277000
9,1,4,5423000
10,1,4,5381000
11,1,4,5232000
12,1,4,5183000
13,1,4,5136000
14,1,4,5067000
15,1,4,5035000
16,1,4,5028000
17,1,4,5106999.999999999
18,1,4,5365000
19,1,4,5611000
20,1,4,5369000
21,1,4,5058000
22,1,4,4798000
23,1,4,4390000.000000001
0,1,4,4089000.0000000005
1,2,4,3800000
2,2,4,3654000
3,2,4,3528000
4,2,4,3499000
5,2,4,3578000
6,2,4,3931999.9999999995
7,2,4,4644000
8,2,4,5226000
9,2,4,5353000
10,2,4,5308000
11,2,4,5189999.999999999
12,2,4,5122999.999999999
13,2,4,5068000
14,2,4,4987000
15,2,4,4967000.000000001
16,2,4,4949000
17,2,4,5006000
18,2,4,5263000
19,2,4,5528000
20,2,4,5330000
21,2,4,5035000
22,2,4,4807000
23,2,4,4420000
0,2,4,4119000
1,3,4,3818000
2,3,4,3662000
3,3,4,3561000
4,3,4,3511000
5,3,4,3598000
6,3,4,3969000.0000000005
7,3,4,4661000
8,3,4,5292999.999999999
9,3,4,5429000
10,3,4,5318000
11,3,4,5131000
12,3,4,5071000
13,3,4,4999000.000000001
14,3,4,4952000
15,3,4,4879000
16,3,4,4915000
17,3,4,5010999.999999999
18,3,4,5255000
19,3,4,5540000
20,3,4,5354000
21,3,4,5070000
22,3,4,4855000
23,3,4,4446000
0,3,4,4150000.0000000005
1,4,4,3867000
2,4,4,3685000
3,4,4,3570999.9999999995
4,4,4,3542000
5,4,4,3623000
6,4,4,3980000.0000000005
7,4,4,4681000
8,4,4,5268000.000000001
9,4,4,5483000.000000001
10,4,4,5468000
11,4,4,5359000
12,4,4,5268000
13,4,4,5197000
14,4,4,5138999.999999999
15,4,4,5095000
16,4,4,5064000
17,4,4,5100000
18,4,4,5305000
19,4,4,5483000
20,4,4,5252000.000000001
21,4,4,4957000
22,4,4,4737000
23,4,4,4395000
0,4,4,4135000
1,5,4,3832000
2,5,4,3644000
3,5,4,3512000
4,5,4,3460000
5,5,4,3493000
6,5,4,3676000
7,5,4,4017000.0000000005
8,5,4,4401000
9,5,4,4806000
10,5,4,5068000
11,5,4,5053000
12,5,4,4999000.000000001
13,5,4,4896000
14,5,4,4763999.999999999
15,5,4,4702000
16,5,4,4666000
17,5,4,4800000.000000001
18,5,4,5074000
19,5,4,5223000
20,5,4,4975000
21,5,4,4718999.999999999
22,5,4,4542000
23,5,4,4247999.999999999
0,5,4,4019000
1,6,4,3711000.0000000005
2,6,4,3529000
3,6,4,3408000
4,6,4,3341999.9999999995
5,6,4,3344000.0000000005
6,6,4,3499000
7,6,4,3788000.0000000005
8,6,4,4137000.0000000005
9,6,4,4510000
10,6,4,4795999.999999999
11,6,4,4800000
12,6,4,4703000
13,6,4,4632000
14,6,4,4490000
15,6,4,4498000
16,6,4,4510000
17,6,4,4695000
18,6,4,5060000.000000001
19,6,4,5272000
20,6,4,5028000.000000001
21,6,4,4772000
22,6,4,4549000
23,6,4,4171999.9999999995
0,6,4,3913000.0000000005
1,0,4,3639999.9999999995
2,0,4,3505000
3,0,4,3424000
4,0,4,3394000
5,0,4,3489000
6,0,4,3881000
7,0,4,4614000
8,0,4,5265000.000000001
9,0,4,5446000
10,0,4,5395000
11,0,4,5241000
12,0,4,5230000
13,0,4,5162000.000000001
14,0,4,5048999.999999999
15,0,4,5074999.999999999
16,0,4,5096000
17,0,4,5217000
18,0,4,5553000
19,0,4,5784000.000000001
20,0,4,5559000
21,0,4,5242000
22,0,4,4961000
23,0,4,4509000
0,0,4,4192000
1,1,4,3892000.0000000005
2,1,4,3719000.0000000005
3,1,4,3615000
4,1,4,3585000
5,1,4,3686000
6,1,4,4102000.0000000005
7,1,4,4838000
8,1,4,5540000
9,1,4,5661000
10,1,4,5502000
11,1,4,5234000
12,1,4,5181000
13,1,4,5111000.000000001
14,1,4,5042000
15,1,4,4935000.000000001
16,1,4,4981000
17,1,4,5085000
18,1,4,5391999.999999999
19,1,4,5684000
20,1,4,5492000
21,1,4,5244000
22,1,4,5016000
23,1,4,4580999.999999999
0,1,4,4242000
1,2,4,3915000
2,2,4,3740999.9999999995
3,2,4,3631999.9999999995
4,2,4,3596000
5,2,4,3688000
6,2,4,4086999.9999999995
7,2,4,4834000
8,2,4,5494000
9,2,4,5657999.999999999
10,2,4,5526999.999999999
11,2,4,5330999.999999999
12,2,4,5204000.000000001
13,2,4,5122999.999999999
14,2,4,5051000
15,2,4,4996000
16,2,4,4987000
17,2,4,5072000
18,2,4,5339000
19,2,4,5595000
20,2,4,5416000
21,2,4,5150000
22,2,4,4927000
23,2,4,4549000
0,2,4,4237000
1,3,4,3896000
2,3,4,3710000
3,3,4,3578000.0000000005
4,3,4,3525000
5,3,4,3548000
6,3,4,3731000
7,3,4,4038000.0000000005
8,3,4,4380000
9,3,4,4685000.000000001
10,3,4,4891000
11,3,4,4899000
12,3,4,4840000
13,3,4,4768000
14,3,4,4661000
15,3,4,4590999.999999999
16,3,4,4619000
17,3,4,4775000
18,3,4,5088000
19,3,4,5321000
20,3,4,5102000
21,3,4,4848000
22,3,4,4636000
23,3,4,4271000
0,3,4,3993000
1,4,4,3703999.9999999995
2,4,4,3559999.9999999995
3,4,4,3464000.0000000005
4,4,4,3442000
5,4,4,3505000
6,4,4,3790000
7,4,4,4377000
8,4,4,4960000
9,4,4,5282000
10,4,4,5330999.999999999
11,4,4,5262000
12,4,4,5196000
13,4,4,5122000
14,4,4,5002000
15,4,4,4929000
16,4,4,4912000
17,4,4,5016000
18,4,4,5336000
19,4,4,5534000
20,4,4,5324000
21,4,4,5058000
22,4,4,4877000.000000001
23,4,4,4544000.000000001
0,4,4,4281000.000000001
1,5,4,3971000
2,5,4,3785000
3,5,4,3662000
4,5,4,3604000
5,5,4,3645000
6,5,4,3840000
7,5,4,4234000
8,5,4,4693000
9,5,4,5014000
10,5,4,5151000
11,5,4,4991000
12,5,4,4814000
13,5,4,4651000
14,5,4,4461000
15,5,4,4478000
16,5,4,4486000
17,5,4,4684000
18,5,4,5121000
19,5,4,5378000
20,5,4,5189999.999999999
21,5,4,4971000
22,5,4,4801000
23,5,4,4480000
0,5,4,4221999.999999999
1,6,4,3910000
2,6,4,3725000
3,6,4,3612000
4,6,4,3545000
5,6,4,3551999.9999999995
6,6,4,3711999.9999999995
7,6,4,4030000.0000000005
8,6,4,4439000
9,6,4,4769000
10,6,4,4902000
11,6,4,4753000
12,6,4,4596999.999999999
13,6,4,4496000
14,6,4,4404000
15,6,4,4359000
16,6,4,4387000
17,6,4,4625000
18,6,4,5137000
19,6,4,5463000
20,6,4,5273000
21,6,4,5011000
22,6,4,4777000
23,6,4,4340000
0,6,4,4043999.9999999995
1,0,4,3773000
2,0,4,3615000
3,0,4,3533000
4,0,4,3466000
5,0,4,3610999.9999999995
6,0,4,4042000
7,0,4,4941000
8,0,4,5790000
9,0,4,5812000
10,0,4,5617000
11,0,4,5370000
12,0,4,5220000.000000001
13,0,4,5127000.000000001
14,0,4,5053000
15,0,4,4993000
16,0,4,5015000.000000001
17,0,4,5217000.000000001
18,0,4,5673999.999999999
19,0,4,5920000
20,0,4,5672000.000000001
21,0,4,5373000
22,0,4,5089000
23,0,4,4627000
0,0,4,4278000.000000001
1,1,4,3968000
2,1,4,3788000.0000000005
3,1,4,3687000.0000000005
4,1,4,3654000
5,1,4,3730000
6,1,4,4143000
7,1,4,5000999.999999999
8,1,4,5782000
9,1,4,5782000
10,1,4,5529000
11,1,4,5320000
12,1,4,5195000
13,1,4,5101000
14,1,4,5042000
15,1,4,5009000
16,1,4,4965999.999999999
17,1,4,5193000
18,1,4,5574000
19,1,4,5852000
20,1,4,5636000
21,1,4,5346999.999999999
22,1,4,5058000
23,1,4,4598000
0,1,4,4240000
1,2,5,3933000
2,2,5,3759000.0000000005
3,2,5,3635000
4,2,5,3602000.0000000005
5,2,5,3687000.0000000005
6,2,5,4077000
7,2,5,4935000.000000001
8,2,5,5720000.000000001
9,2,5,5738000
10,2,5,5547000.000000001
11,2,5,5416000
12,2,5,5332000
13,2,5,5277000
14,2,5,5220000.000000001
15,2,5,5190000
16,2,5,5247000
17,2,5,5461000
18,2,5,5834000
19,2,5,5997999.999999999
20,2,5,5759000
21,2,5,5435000
22,2,5,5148000
23,2,5,4664999.999999999
0,2,5,4294000.000000001
1,3,5,3965000
2,3,5,3790000
3,3,5,3682000
4,3,5,3660000
5,3,5,3747000
6,3,5,4125000
7,3,5,4968999.999999999
8,3,5,5777000
9,3,5,5855000
10,3,5,5558000
11,3,5,5359000
12,3,5,5295999.999999999
13,3,5,5214000
14,3,5,5129000
15,3,5,5072000
16,3,5,5080999.999999999
17,3,5,5259000
18,3,5,5727000
19,3,5,6057000
20,3,5,5868000
21,3,5,5590999.999999999
22,3,5,5306000
23,3,5,4791000
0,3,5,4414000
1,4,5,4079000.0000000005
2,4,5,3893000
3,4,5,3779000
4,4,5,3754000
5,4,5,3849000
6,4,5,4282000
7,4,5,5156000.000000001
8,4,5,6008000
9,4,5,6047000.000000001
10,4,5,5747999.999999999
11,4,5,5479000
12,4,5,5313000
13,4,5,5157999.999999999
14,4,5,5075000
15,4,5,5018000
16,4,5,4974000
17,4,5,5170000
18,4,5,5593999.999999999
19,4,5,5830999.999999999
20,4,5,5631000
21,4,5,5355000
22,4,5,5128000
23,4,5,4729000
0,4,5,4394000
1,5,5,4043000
2,5,5,3835000
3,5,5,3710000
4,5,5,3661000
5,5,5,3691000
6,5,5,3911000
7,5,5,4333000
8,5,5,4855000
9,5,5,5185000.000000001
10,5,5,5205000
11,5,5,5042000
12,5,5,4861000.000000001
13,5,5,4711000
14,5,5,4603000
15,5,5,4551000
16,5,5,4568000
17,5,5,4806000
18,5,5,5271000
19,5,5,5493000
20,5,5,5286000
21,5,5,5053000.000000001
22,5,5,4880000
23,5,5,4549000
0,5,5,4284000.000000001
1,6,5,3963999.9999999995
2,6,5,3758000
3,6,5,3631000
4,6,5,3570999.9999999995
5,6,5,3573000
6,6,5,3751000.0000000005
7,6,5,4090000
8,6,5,4526999.999999999
9,6,5,4931000
10,6,5,5070000
11,6,5,4923000
12,6,5,4732000
13,6,5,4593999.999999999
14,6,5,4484999.999999999
15,6,5,4431000
16,6,5,4487000
17,6,5,4756000
18,6,5,5323000
19,6,5,5573000
20,6,5,5336000
21,6,5,5068000
22,6,5,4803000.000000001
23,6,5,4369000
0,6,5,4068000.0000000005
1,0,5,3773000
2,0,5,3613000
3,0,5,3516000
4,0,5,3503000
5,0,5,3614000
6,0,5,4043000
7,0,5,4935000.000000001
8,0,5,5778000.000000001
9,0,5,5850000
10,0,5,5659000.000000001
11,0,5,5490000
12,0,5,5366000
13,0,5,5279000
14,0,5,5221999.999999999
15,0,5,5186000
16,0,5,5221000
17,0,5,5487000
18,0,5,6005000
19,0,5,6191000
20,0,5,5927000
21,0,5,5588000
22,0,5,5270000
23,0,5,4740000
0,0,5,4357000
1,1,5,4030999.9999999995
2,1,5,3852999.9999999995
3,1,5,3756000
4,1,5,3734000
5,1,5,3840000
6,1,5,4273000
7,1,5,5186000
8,1,5,6022000
9,1,5,6067000
10,1,5,5904000
11,1,5,5634000
12,1,5,5444000
13,1,5,5324000
14,1,5,5240000
15,1,5,5180000
16,1,5,5176000
17,1,5,5426000
18,1,5,6010000
19,1,5,6345000
20,1,5,6155000
21,1,5,5869000
22,1,5,5573000
23,1,5,5028000.000000001
0,1,5,4618000
1,2,5,4258000
2,2,5,4075999.9999999995
3,2,5,3967000
4,2,5,3947000
5,2,5,4067000
6,2,5,4548999.999999999
7,2,5,5542999.999999999
8,2,5,6400000
9,2,5,6397000
10,2,5,6150000
11,2,5,5818000
12,2,5,5545000
13,2,5,5370000
14,2,5,5232000
15,2,5,5131000
16,2,5,5157000
17,2,5,5499000
18,2,5,6080999.999999999
19,2,5,6407000
20,2,5,6276000
21,2,5,6061999.999999999
22,2,5,5753000
23,2,5,5167000
0,2,5,4718000
1,3,5,4349000
2,3,5,4155000.0000000005
3,3,5,4038999.9999999995
4,3,5,3998000
5,3,5,4123000
6,3,5,4579000.000000001
7,3,5,5560000.000000001
8,3,5,6459000
9,3,5,6474000
10,3,5,6240000
11,3,5,5980000
12,3,5,5721999.999999999
13,3,5,5553000
14,3,5,5452000
15,3,5,5348000
16,3,5,5359000
17,3,5,5648000
18,3,5,6279999.999999999
19,3,5,6596000
20,3,5,6480000
21,3,5,6291000
22,3,5,6023000
23,3,5,5436999.999999999
0,3,5,4966000
1,4,5,4557000
2,4,5,4292000
3,4,5,4226000
4,4,5,4202000
5,4,5,4327000
6,4,5,4804000
7,4,5,5765000
8,4,5,6460000
9,4,5,6516999.999999999
10,4,5,6346999.999999999
11,4,5,6150000
12,4,5,5923999.999999999
13,4,5,5645000
14,4,5,5462000
15,4,5,5362000
16,4,5,5394000
17,4,5,5661000
18,4,5,6202999.999999999
19,4,5,6447000
20,4,5,6247999.999999999
21,4,5,5955999.999999999
22,4,5,5688000
23,4,5,5195000
0,4,5,4805000
1,5,5,4388999.999999999
2,5,5,4165000
3,5,5,3990000
4,5,5,3947000
5,5,5,3984000
6,5,5,4192000
7,5,5,4631000
8,5,5,5199000
9,5,5,5580000
10,5,5,5618000
11,5,5,5411000
12,5,5,5196999.999999999
13,5,5,5005000.000000001
14,5,5,4856000
15,5,5,4766000
16,5,5,4761000
17,5,5,5086000
18,5,5,5730000
19,5,5,5984000
20,5,5,5805999.999999999
21,5,5,5612000
22,5,5,5455999.999999999
23,5,5,5085000
0,5,5,4749000
1,6,5,4369000
2,6,5,4144000
3,6,5,4014000.0000000005
4,6,5,3948000.0000000005
5,6,5,3981000
6,6,5,4173999.9999999995
7,6,5,4563000
8,6,5,5086000
9,6,5,5564999.999999999
10,6,5,5681000
11,6,5,5410000
12,6,5,5102000
13,6,5,4871000
14,6,5,4720000.000000001
15,6,5,4663000
16,6,5,4732000
17,6,5,5088000
18,6,5,5715000
19,6,5,5918000
20,6,5,5710000
21,6,5,5471999.999999999
22,6,5,5224000
23,6,5,4703000
0,6,5,4335000
1,0,5,3992000
2,0,5,3803000
3,0,5,3709000
4,0,5,3730000
5,0,5,3828000
6,0,5,4258000
7,0,5,5165000
8,0,5,6062000
9,0,5,6199000
10,0,5,6050000.000000001
11,0,5,5901000
12,0,5,5692000
13,0,5,5544000.000000001
14,0,5,5409000
15,0,5,5282000
16,0,5,5359000
17,0,5,5598000
18,0,5,6202999.999999999
19,0,5,6430000
20,0,5,6211000
21,0,5,5925000
22,0,5,5629000
23,0,5,5035000
0,0,5,4610000
1,1,5,4253000
2,1,5,4072000
3,1,5,3974000
4,1,5,3933000
5,1,5,4063000.0000000005
6,1,5,4536000
7,1,5,5542000
8,1,5,6423999.999999999
9,1,5,6500999.999999999
10,1,5,6336000
11,1,5,6057000
12,1,5,5751000
13,1,5,5538000
14,1,5,5400000
15,1,5,5337000
16,1,5,5369999.999999999
17,1,5,5709000
18,1,5,6310000.000000001
19,1,5,6446000
20,1,5,6212999.999999999
21,1,5,5894000
22,1,5,5553000.000000001
23,1,5,4946000
0,1,5,4516000
1,2,5,4157999.9999999995
2,2,5,3959000
3,2,5,3825999.9999999995
4,2,5,3793000
5,2,5,3879000
6,2,5,4269000
7,2,5,5109000
8,2,5,5899000
9,2,5,6004000
10,2,5,5910000
11,2,5,5724000
12,2,5,5532000
13,2,5,5423000
14,2,5,5268000
15,2,5,5229000
16,2,5,5215000
17,2,5,5443000
18,2,5,5942000
19,2,5,6107000
20,2,5,5880000.000000001
21,2,5,5580000
22,2,5,5318000
23,2,5,4796000
0,2,5,4414000
1,3,5,4067999.9999999995
2,3,5,3863000
3,3,5,3756000
4,3,5,3731000
5,3,5,3844999.9999999995
6,3,5,4238000
7,3,5,5087000
8,3,5,5903000.000000001
9,3,5,6023000
10,3,5,5907999.999999999
11,3,5,5666000
12,3,5,5496000
13,3,5,5324000
14,3,5,5219000
15,3,5,5166000
16,3,5,5205000
17,3,5,5461000
18,3,5,5981000
19,3,5,6187000
20,3,5,5986000
21,3,5,5681000
22,3,5,5430000
23,3,5,4904000
0,3,5,4522000
1,4,5,4151000
2,4,5,3946000
3,4,5,3830000
4,4,5,3796999.9999999995
5,4,5,3887000
6,4,5,4294000.000000001
7,4,5,5179000
8,4,5,5997999.999999999
9,4,5,6109000
10,4,5,5964000
11,4,5,5661000
12,4,5,5420999.999999999
13,4,5,5282999.999999999
14,4,5,5160000
15,4,5,5076000.000000001
16,4,5,5077000
17,4,5,5324000
18,4,5,5818000
19,4,5,5967000.000000001
20,4,5,5755000
21,4,5,5499000.000000001
22,4,5,5311000
23,4,5,4872000
0,4,5,4536000
1,5,5,4169000.0000000005
2,5,5,3952000
3,5,5,3824000
4,5,5,3766000
5,5,5,3788999.9999999995
6,5,5,3973999.9999999995
7,5,5,4394000
8,5,5,4920000
9,5,5,5343000
10,5,5,5422000.000000001
11,5,5,5231000
12,5,5,5048000
13,5,5,4898000
14,5,5,4813000
15,5,5,4794000
16,5,5,4866000
17,5,5,5166000
18,5,5,5704000.000000001
19,5,5,5773000
20,5,5,5516999.999999999
21,5,5,5270000
22,5,5,5137000
23,5,5,4770000
0,5,5,4471000
1,6,5,4105000.0000000005
2,6,5,3870000
3,6,5,3732999.9999999995
4,6,5,3675000
5,6,5,3682000
6,6,5,3852999.9999999995
7,6,5,4194000
8,6,5,4610000
9,6,5,5072000
10,6,5,5292000
11,6,5,5225000
12,6,5,5073000
13,6,5,4966000
14,6,5,4864000
15,6,5,4809000
16,6,5,4846999.999999999
17,6,5,5140000.000000001
18,6,5,5763000
19,6,5,5938000.000000001
20,6,5,5723000
21,6,5,5459000
22,6,5,5210000
23,6,5,4698000
0,6,5,4342000.000000001
1,0,5,3995000
2,0,5,3834000
3,0,5,3741000
4,0,5,3728000
5,0,5,3847000
6,0,5,4311000
7,0,5,5271000
8,0,5,6176000
9,0,5,6374000.000000001
10,0,5,6249000
11,0,5,6032999.999999999
12,0,5,5898000
13,0,5,5807000
14,0,5,5691000
15,0,5,5686000
16,0,5,5746000
17,0,5,6090000
18,0,5,6578000
19,0,5,6571000
20,0,5,6261000
21,0,5,5910000
22,0,5,5543000
23,0,5,4946000
0,0,5,4516999.999999999
1,1,5,4135000
2,1,5,3915000
3,1,5,3770000
4,1,5,3719000.0000000005
5,1,5,3790000
6,1,5,4162000
7,1,5,4970000.000000001
8,1,5,5778000.000000001
9,1,5,5928000
10,1,5,5875000
11,1,5,5781000
12,1,5,5714000
13,1,5,5640000
14,1,5,5530000
15,1,5,5475000
16,1,5,5496000
17,1,5,5765000
18,1,5,6209000
19,1,5,6301000
20,1,5,6075000
21,1,5,5738000
22,1,5,5402000
23,1,5,4839000
0,1,5,4431000
1,2,5,4058000
2,2,5,3858000
3,2,5,3752000
4,2,5,3708000
5,2,5,3791000
6,2,5,4183000
7,2,5,5037000
8,2,5,5875999.999999999
9,2,5,6007000
10,2,5,5835000
11,2,5,5645000
12,2,5,5505000
13,2,5,5407000
14,2,5,5323000
15,2,5,5247000
16,2,5,5141000
17,2,5,5505000
18,2,5,6061000
19,2,5,6179000
20,2,5,5984000
21,2,5,5710000
22,2,5,5452000
23,2,5,4907999.999999999
0,2,5,4494999.999999999
1,3,5,4125999.9999999995
2,3,5,3934000
3,3,5,3806000
4,3,5,3783000
5,3,5,3879000
6,3,5,4250000
7,3,5,5107000
8,3,5,5967000
9,3,5,6101000
10,3,5,5955000
11,3,5,5781000.000000001
12,3,5,5596000
13,3,5,5486000
14,3,5,5381000
15,3,5,5300000
16,3,5,5304000
17,3,5,5566000.000000001
18,3,5,6132000
19,3,5,6345000.000000001
20,3,5,6192000
21,3,5,5907000
22,3,5,5656000.000000001
23,3,5,5090000
0,3,5,4663000
1,4,5,4269000
2,4,5,4002000
3,4,5,3901000
4,4,5,3844000
5,4,5,3924000.0000000005
6,4,5,4327000
7,4,5,5220000.000000001
8,4,5,6055000
9,4,5,6194000.000000001
10,4,5,6045000
11,4,5,5884000
12,4,5,5742000
13,4,5,5617000
14,4,5,5495000
15,4,5,5452999.999999999
16,4,5,5491000
17,4,5,5741000
18,4,5,6218999.999999999
19,4,5,6278000.000000001
20,4,5,6066000
21,4,5,5773000
22,4,5,5521000
23,4,5,5057000
0,4,5,4683000
1,5,5,4276000
2,5,5,4032000
3,5,5,3891000
4,5,5,3824000
5,5,5,3859000
6,5,5,4047000.0000000005
7,5,5,4417000
8,5,5,4907000
9,5,5,5394000
10,5,5,5538000
11,5,5,5355000
12,5,5,5183000
13,5,5,5048999.999999999
14,5,5,4893000
15,5,5,4853999.999999999
16,5,5,4912000
17,5,5,5250000
18,5,5,5837000
19,5,5,5897000
20,5,5,5625000
21,5,5,5352000
22,5,5,5170999.999999999
23,5,5,4795000
0,5,5,4481999.999999999
1,6,5,4109999.9999999995
2,6,5,3866000
3,6,5,3747000
4,6,5,3678000
5,6,5,3682000.0000000005
6,6,5,3820000
7,6,5,4101000
8,6,5,4488000
9,6,5,4973000
10,6,5,5270000
11,6,5,5178000
12,6,5,5028000.000000001
13,6,5,4934000
14,6,5,4819000
15,6,5,4604000
16,6,5,4775000
17,6,5,5236000
18,6,5,5936000
19,6,5,6045999.999999999
20,6,5,5782999.999999999
21,6,5,5526000
22,6,5,5252000.000000001
23,6,5,4725000
0,6,5,4317000
1,0,5,3971000
2,0,5,3831000
3,0,5,3747000
4,0,5,3719000.0000000005
5,0,5,3827000
6,0,5,4261000
7,0,5,5186000
8,0,5,6020000
9,0,5,6181000
10,0,5,6045000
11,0,5,5869000
12,0,5,5702999.999999999
13,0,5,5537000
14,0,5,5422000.000000001
15,0,5,5359000
16,0,5,5376000
17,0,5,5742000
18,0,5,6434000
19,0,5,6585000
20,0,5,6349000
21,0,5,6048999.999999999
22,0,5,5740000
23,0,5,5128000
0,0,5,4673999.999999999
1,1,5,4295000
2,1,5,4096999.9999999995
3,1,5,3970000
4,1,5,3946000
5,1,5,4050000
6,1,5,4473000
7,1,5,5434000
8,1,5,6258000
9,1,5,6335000
10,1,5,6157999.999999999
11,1,5,5939999.999999999
12,1,5,5811000
13,1,5,5617000
14,1,5,5465999.999999999
15,1,5,5391000
16,1,5,5430000
17,1,5,5755000
18,1,5,6418000
19,1,5,6605000
20,1,5,6413000
21,1,5,6143000
22,1,5,5824999.999999999
23,1,5,5184000
0,1,5,4712999.999999999
1,2,5,4315000
2,2,5,4108000.0000000005
3,2,5,3973000
4,2,5,3935000
5,2,5,4017000.0000000005
6,2,5,4445000
7,2,5,5375000
8,2,5,6214000
9,2,5,6321000
10,2,5,6227000
11,2,5,6187000
12,2,5,5978999.999999999
13,2,5,5911000
14,2,5,5931000
15,2,5,5915000
16,2,5,5981000
17,2,5,6409000
18,2,5,6891000
19,2,5,6920999.999999999
20,2,5,6670999.999999999
21,2,5,6356999.999999999
22,2,5,6036000
23,2,5,5337000
0,2,5,4849000
1,3,5,4407999.999999999
2,3,5,4169000.0000000005
3,3,5,4037000
4,3,5,3997000
5,3,5,4096000
6,3,5,4534000.000000001
7,3,5,5456000
8,3,5,6296000
9,3,5,6399000
10,3,5,6168000
11,3,5,5944000
12,3,5,5755000
13,3,5,5548000
14,3,5,5423000
15,3,5,5304000
16,3,5,5288000
17,3,5,5530000
18,3,5,6215000
19,3,5,6390000
20,3,5,6224000
21,3,5,5991000
22,3,5,5698000
23,3,5,5116000
0,3,5,4650000
1,4,5,4225000
2,4,5,3992000
3,4,5,3857000
4,4,5,3812999.9999999995
5,4,5,3888000
6,4,5,4231999.999999999
7,4,5,5000000
8,4,5,5770000
9,4,5,5966000
10,4,5,5893000.000000001
11,4,5,5656000.000000001
12,4,5,5465999.999999999
13,4,5,5281000
14,4,5,5135000
15,4,5,5061999.999999999
16,4,5,5035000
17,4,5,5257000
18,4,5,5750000
19,4,5,5846000
20,4,5,5627000
21,4,5,5353000
22,4,5,5122000
23,4,5,4717000
0,4,5,4370000
1,5,6,4003000
2,5,6,3771000
3,5,6,3625000
4,5,6,3549000
5,5,6,3549000
6,5,6,3677000
7,5,6,3980000
8,5,6,4369000
9,5,6,4727000
10,5,6,5016999.999999999
11,5,6,4968000
12,5,6,4824999.999999999
13,5,6,4709000
14,5,6,4624000
15,5,6,4551000
16,5,6,4539000
17,5,6,4832000.000000001
18,5,6,5379000
19,5,6,5403000.000000001
20,5,6,5160000
21,5,6,4938000.000000001
22,5,6,4798000
23,5,6,4473000
0,5,6,4197000
1,6,6,3857000
2,6,6,3659000
3,6,6,3542000
4,6,6,3477000.0000000005
5,6,6,3460000
6,6,6,3553000
7,6,6,3796999.9999999995
8,6,6,4128999.9999999995
9,6,6,4576000.000000001
10,6,6,4882000
11,6,6,4862000
12,6,6,4767000
13,6,6,4638000
14,6,6,4500000
15,6,6,4430000
16,6,6,4455000
17,6,6,4779000
18,6,6,5386000
19,6,6,5403000.000000001
20,6,6,5224000
21,6,6,5003000
22,6,6,4822000
23,6,6,4445000
0,6,6,4158000.0000000005
1,0,6,3859000
2,0,6,3694000
3,0,6,3573000
4,0,6,3521000
5,0,6,3535000
6,0,6,3671000.0000000005
7,0,6,3980000.0000000005
8,0,6,4330999.999999999
9,0,6,4777000
10,0,6,5068000
11,0,6,5061000
12,0,6,4950000
13,0,6,4839000
14,0,6,4686000
15,0,6,4558000
16,0,6,4649000
17,0,6,5061000
18,0,6,5798999.999999999
19,0,6,5865000
20,0,6,5617000
21,0,6,5343000
22,0,6,5095000.000000001
23,0,6,4589000
0,0,6,4237000
1,1,6,3902000
2,1,6,3744000
3,1,6,3638000
4,1,6,3622000
5,1,6,3738000
6,1,6,4166000.0000000005
7,1,6,5109000
8,1,6,6058000
9,1,6,6258000
10,1,6,6060000.000000001
11,1,6,5758000
12,1,6,5494000
13,1,6,5314000
14,1,6,5191000.000000001
15,1,6,5119999.999999999
16,1,6,5180000
17,1,6,5545000
18,1,6,6285000
19,1,6,6460000
20,1,6,6258000
21,1,6,5993000
22,1,6,5704000.000000001
23,1,6,5100000
0,1,6,4645000
1,2,6,4250000
2,2,6,4054000.0000000005
3,2,6,3943000
4,2,6,3908000
5,2,6,4022000.0000000005
6,2,6,4432000
7,2,6,5379000
8,2,6,6270000
9,2,6,6388999.999999999
10,2,6,6218999.999999999
11,2,6,5950000
12,2,6,5635000
13,2,6,5436000
14,2,6,5290000
15,2,6,5225000
16,2,6,5281000.000000001
17,2,6,5647000
18,2,6,6326000.000000001
19,2,6,6554000
20,2,6,6366000
21,2,6,6066000.000000001
22,2,6,5778000.000000001
23,2,6,5186000
0,2,6,4710000
1,3,6,4273000
2,3,6,4038999.9999999995
3,3,6,3907000
4,3,6,3865000
5,3,6,3950000
6,3,6,4340000
7,3,6,5223000.000000001
8,3,6,6098000
9,3,6,6227000
10,3,6,6004000
11,3,6,5730000
12,3,6,5529999.999999999
13,3,6,5400000
14,3,6,5314000
15,3,6,5265000
16,3,6,5292000
17,3,6,5638999.999999999
18,3,6,6214000
19,3,6,6348000
20,3,6,6141999.999999999
21,3,6,5835000
22,3,6,5548000
23,3,6,4965999.999999999
0,3,6,4510999.999999999
1,4,6,4105000.0000000005
2,4,6,3908000.0000000005
3,4,6,3793999.9999999995
4,4,6,3768000
5,4,6,3850000
6,4,6,4226000
7,4,6,5067000
8,4,6,5891999.999999999
9,4,6,6031000.000000001
10,4,6,5949000
11,4,6,5742000
