hour_of_day,day_of_week,month,kWh
19,4,9,5737000
20,4,9,5716000
21,4,9,5446000
22,4,9,5231000
23,4,9,4762000
0,4,9,4388000
1,5,9,3977999.9999999995
2,5,9,3735000
3,5,9,3609000
4,5,9,3556000
5,5,9,3604000
6,5,9,3864000
7,5,9,4278000.000000001
8,5,9,4661000
9,5,9,4872999.999999999
10,5,9,4947000
11,5,9,4785000
12,5,9,4618000
13,5,9,4465000
14,5,9,4336000
15,5,9,4282999.999999999
16,5,9,4292000
17,5,9,4441000.000000001
18,5,9,4701000
19,5,9,4979000
20,5,9,4971000
21,5,9,4843000
22,5,9,4718000
23,5,9,4345000.000000001
0,5,9,4075000
1,6,9,3740000
2,6,9,3534000
3,6,9,3400000
4,6,9,3325000
5,6,9,3341999.9999999995
6,6,9,3559000
7,6,9,3894000
8,6,9,4272000
9,6,9,4587000
10,6,9,4766000
11,6,9,4667000
12,6,9,4509000
13,6,9,4393000.000000001
14,6,9,4311000
15,6,9,4302000
16,6,9,4304000
17,6,9,4465000
18,6,9,4753000
19,6,9,5085000
20,6,9,5074000
21,6,9,4829000.000000001
22,6,9,4603999.999999999
23,6,9,4147000.0000000005
0,6,9,3828000.0000000005
1,0,9,3528000
2,0,9,3379000
3,0,9,3301000
4,0,9,3271000
5,0,9,3378000
6,0,9,3841000
7,0,9,4688000.000000001
8,0,9,5381000
9,0,9,5411000
10,0,9,5272000
11,0,9,5105000
12,0,9,4967000.000000001
13,0,9,4843999.999999999
14,0,9,4708000
15,0,9,4618000
16,0,9,4787000
17,0,9,4962999.999999999
18,0,9,5218000
19,0,9,5513999.999999999
20,0,9,5471000
21,0,9,5165000
22,0,9,4906000
23,0,9,4422000.000000001
0,0,9,4069000
1,1,9,3722000
2,1,9,3526000
3,1,9,3418000
4,1,9,3375000
5,1,9,3472000
6,1,9,3931000
7,1,9,4782999.999999999
8,1,9,5451000.000000001
9,1,9,5430000
10,1,9,5239000
11,1,9,5060000.000000001
12,1,9,5002000.000000001
13,1,9,4889000
14,1,9,4822000
15,1,9,4820000
16,1,9,4859000
17,1,9,5019000
18,1,9,5294000.000000001
19,1,9,5615000
20,1,9,5571000
21,1,9,5307000
22,1,9,5066000.000000001
23,1,9,4547000.000000001
0,1,9,4173999.9999999995
1,2,9,3809000
2,2,9,3626000.0000000005
3,2,9,3530000.0000000005
4,2,9,3505000
5,2,9,3619000
6,2,9,4133000
7,2,9,5048999.999999999
8,2,9,5707000.000000001
9,2,9,5603000
10,2,9,5313000.000000001
11,2,9,5039000
12,2,9,4883000
13,2,9,4796000
14,2,9,4727000
15,2,9,4705000
16,2,9,4713000
17,2,9,4893000.000000001
18,2,9,5140000.000000001
19,2,9,5537000
20,2,9,5606999.999999999
21,2,9,5369999.999999999
22,2,9,5130000
23,2,9,4599000
0,2,9,4205000
1,3,9,3841000
2,3,9,3628000
3,3,9,3532000
4,3,9,3495000
5,3,9,3599000
6,3,9,4073000.0000000005
7,3,9,4947000
8,3,9,5647000
9,3,9,5671000
10,3,9,5401000
11,3,9,5182000
12,3,9,5084000
13,3,9,5024000
14,3,9,4910000
15,3,9,4912000
16,3,9,4974000
17,3,9,5185000.000000001
18,3,9,5434000
19,3,9,5682000
20,3,9,5598000.000000001
21,3,9,5314000
22,3,9,5050000.000000001
23,3,9,4554000
0,3,9,4171999.9999999995
1,4,9,3818000
2,4,9,3631000
3,4,9,3520000
4,4,9,3475000
5,4,9,3570999.9999999995
6,4,9,3998999.9999999995
7,4,9,4777000
8,4,9,5487000
9,4,9,5590000
10,4,9,5455000
11,4,9,5273000
12,4,9,5187000
13,4,9,5093000
14,4,9,4987000
15,4,9,4955999.999999999
16,4,9,5028000.000000001
17,4,9,5191000.000000001
18,4,9,5414000
19,4,9,5692000
20,4,9,5709000
21,4,9,5458000
22,4,9,5252000.000000001
23,4,9,4800000
0,4,9,4423999.999999999
1,5,9,4019000
2,5,9,3792000
3,5,9,3677000
4,5,9,3639000.0000000005
5,5,9,3694000
6,5,9,3987999.9999999995
7,5,9,4411000
8,5,9,4780000
9,5,9,4982000
10,5,9,5029000
11,5,9,4868000
12,5,9,4688000.000000001
13,5,9,4495000
14,5,9,4380000
15,5,9,4337000
16,5,9,4311000
17,5,9,4481000
18,5,9,4749000
19,5,9,5069000
20,5,9,5058000
21,5,9,4864000
22,5,9,4743000
23,5,9,4436999.999999999
0,5,9,4156000.0000000005
1,6,9,3809000
2,6,9,3615000
4,6,9,3488000
5,6,9,3480000
6,6,9,3627000
7,6,9,3875000
8,6,9,4157000
9,6,9,4497000
10,6,9,4766000
11,6,9,4748000
12,6,9,4630000
13,6,9,4491000
14,6,9,4380000
15,6,9,4324000
16,6,9,4286000
17,6,9,4380000
18,6,9,4564999.999999999
19,6,9,4758000
20,6,9,4941000
21,6,9,4987000
22,6,9,4843000
23,6,9,4446000
0,6,9,4090999.9999999995
1,0,9,3710000
2,0,9,3521000
3,0,9,3410000
4,0,9,3389999.9999999995
5,0,9,3498999.9999999995
6,0,9,3918999.9999999995
7,0,9,4678000
8,0,9,5404999.999999999
9,0,9,5655000
10,0,9,5494999.999999999
11,0,9,5262000
12,0,9,5096000
13,0,9,4920999.999999999
14,0,9,4846999.999999999
15,0,9,4797000
16,0,9,4759000
17,0,9,4788000
18,0,9,4918000
19,0,9,5056000
20,0,9,5198000
21,0,9,5153000.000000001
22,0,9,4968999.999999999
23,0,9,4540000
0,0,9,4167000
1,1,10,3802000
2,1,10,3598000
3,1,10,3476000
4,1,10,3444000
5,1,10,3509000
6,1,10,3910000
7,1,10,4580999.999999999
8,1,10,5230000
9,1,10,5452000
10,1,10,5407999.999999999
11,1,10,5202000
12,1,10,5098000
13,1,10,4986000.000000001
14,1,10,4904000
15,1,10,4909000.000000001
16,1,10,4891000
17,1,10,4964000
18,1,10,5121000
19,1,10,5179000
20,1,10,5252000
21,1,10,5195000
22,1,10,5033000
23,1,10,4560000.000000001
0,1,10,4179000.0000000005
1,2,10,3809000
2,2,10,3594000
3,2,10,3470000
4,2,10,3424000
5,2,10,3497000
6,2,10,3879000
7,2,10,4545000
8,2,10,5152000
9,2,10,5420999.999999999
10,2,10,5427000
11,2,10,5342000.000000001
12,2,10,5287000
13,2,10,5234000
14,2,10,5163000
15,2,10,5169000.000000001
16,2,10,5187000
17,2,10,5249000.000000001
18,2,10,5384000
19,2,10,5457000
20,2,10,5451000.000000001
21,2,10,5298000
22,2,10,5096999.999999999
23,2,10,4634000
0,2,10,4223000
1,3,10,3857999.9999999995
2,3,10,3641000
3,3,10,3502000
4,3,10,3460000
5,3,10,3522999.9999999995
6,3,10,3895000
7,3,10,4569000.000000001
8,3,10,5217000.000000001
9,3,10,5516000
10,3,10,5600000
11,3,10,5521000
12,3,10,5474000
13,3,10,5398000
14,3,10,5245000
15,3,10,5226000
16,3,10,5168000
17,3,10,5192000
18,3,10,5281000
19,3,10,5337999.999999999
20,3,10,5363000
21,3,10,5303000
22,3,10,5102000
23,3,10,4670999.999999999
0,3,10,4297000.000000001
1,4,10,3918000
2,4,10,3702000
3,4,10,3573000
4,4,10,3527999.9999999995
5,4,10,3602000
6,4,10,3983000
7,4,10,4682000
8,4,10,5373000
9,4,10,5642000
10,4,10,5596000
11,4,10,5343999.999999999
12,4,10,5204000.000000001
13,4,10,5092000.000000001
14,4,10,4939999.999999999
15,4,10,4868000
16,4,10,4761000
17,4,10,4772000
18,4,10,4836000
19,4,10,4893000
20,4,10,4971999.999999999
21,4,10,4971999.999999999
22,4,10,4828000
23,4,10,4476000
0,4,10,4157000
1,5,10,3792000
2,5,10,3585000
3,5,10,3447000
4,5,10,3366000
5,5,10,3391000
6,5,10,3601000
7,5,10,3924000.0000000005
8,5,10,4289000
9,5,10,4637000
10,5,10,4818000
11,5,10,4713000
12,5,10,4583000
13,5,10,4463000
14,5,10,4362000
15,5,10,4372000
16,5,10,4358000.000000001
17,5,10,4419000.000000001
18,5,10,4553000
19,5,10,4602000
20,5,10,4625999.999999999
21,5,10,4598000.000000001
22,5,10,4484000
23,5,10,4205000
0,5,10,3939000
1,6,10,3620000
2,6,10,3413000.0000000005
3,6,10,3292000
4,6,10,3230000
5,6,10,3241000
6,6,10,3452000
7,6,10,3707000
8,6,10,4022000.0000000005
9,6,10,4396000
10,6,10,4667000
11,6,10,4634000
12,6,10,4528000.000000001
13,6,10,4439000
14,6,10,4340000
15,6,10,4340999.999999999
16,6,10,4323000
17,6,10,4490000
18,6,10,4717000.000000001
19,6,10,4851000
20,6,10,4846999.999999999
21,6,10,4759000
22,6,10,4581000
23,6,10,4187999.9999999995
0,6,10,3886000
1,0,10,3570000.0000000005
2,0,10,3379000
3,0,10,3269000
4,0,10,3205000
5,0,10,3312999.9999999995
6,0,10,3698000
7,0,10,4366000
8,0,10,5005000
9,0,10,5319000
10,0,10,5409000
11,0,10,5308000
12,0,10,5209000
13,0,10,5082000
14,0,10,4984999.999999999
15,0,10,4964000
16,0,10,4851000
17,0,10,4963000
18,0,10,5068000
19,0,10,5125000
20,0,10,5116000
21,0,10,5038000
22,0,10,4826000.000000001
23,0,10,4400000
0,0,10,4037000
1,1,10,3698000
2,1,10,3494000
3,1,10,3381000
4,1,10,3340000
5,1,10,3423000
6,1,10,3811000
7,1,10,4513000
8,1,10,5152000
9,1,10,5364000.000000001
10,1,10,5335000
11,1,10,5173999.999999999
12,1,10,5048999.999999999
13,1,10,4977000
14,1,10,4890000.000000001
15,1,10,4854000
16,1,10,4834000
17,1,10,4881000
18,1,10,4967000.000000001
19,1,10,5007000
20,1,10,5040000
21,1,10,5038000
22,1,10,4867000
23,1,10,4451000.000000001
0,1,10,4112000
1,2,10,3759000
2,2,10,3558000
3,2,10,3441000
4,2,10,3404000
5,2,10,3469000
6,2,10,3840000
7,2,10,4521000.000000001
8,2,10,5141999.999999999
9,2,10,5369000
10,2,10,5397000
11,2,10,5316000
12,2,10,5255000
13,2,10,5138000
14,2,10,5013000
15,2,10,4996000
16,2,10,4830000
17,2,10,5013000
18,2,10,5159000
19,2,10,5240000
20,2,10,5314000
21,2,10,5327999.999999999
22,2,10,5154999.999999999
23,2,10,4699999.999999999
0,2,10,4310000.000000001
1,3,10,3936000
2,3,10,3737000
3,3,10,3616000
4,3,10,3569000
5,3,10,3654000
6,3,10,4068000.0000000005
7,3,10,4779000
8,3,10,5457000
9,3,10,5669000.000000001
10,3,10,5552000
11,3,10,5327000
12,3,10,5214000
13,3,10,5113000
14,3,10,4966000
15,3,10,4917000
16,3,10,4866000
17,3,10,4912000
18,3,10,5016999.999999999
19,3,10,5115000
20,3,10,5212000
21,3,10,5274000
22,3,10,5142000
23,3,10,4715999.999999999
0,3,10,4348000
1,4,10,3990000
2,4,10,3777000
3,4,10,3658000
4,4,10,3607000
5,4,10,3684000
6,4,10,4088000
7,4,10,4811000
8,4,10,5477000
9,4,10,5649000
10,4,10,5512000
11,4,10,5254000
12,4,10,5107000
13,4,10,4980000
14,4,10,4827000
15,4,10,4791000
16,4,10,4736000.000000001
17,4,10,4782000
18,4,10,4856000
19,4,10,4904000
20,4,10,4918000
21,4,10,4955999.999999999
22,4,10,4864000.000000001
23,4,10,4536000
0,4,10,4229000
1,5,10,3860999.9999999995
2,5,10,3631000
3,5,10,3508000
4,5,10,3444000
5,5,10,3474000
6,5,10,3711000.0000000005
7,5,10,4065000.0000000005
8,5,10,4471999.999999999
9,5,10,4781000.000000001
10,5,10,4955999.999999999
11,5,10,4836000
12,5,10,4672000.000000001
13,5,10,4528000.000000001
14,5,10,4395000
15,5,10,4326000.000000001
16,5,10,4295000
17,5,10,4398000
18,5,10,4550000
19,5,10,4667000
20,5,10,4714000
21,5,10,4743000
22,5,10,4639000
23,5,10,4330000
0,5,10,4045000
1,6,10,3719000.0000000005
2,6,10,3530000.0000000005
3,6,10,3408000.0000000005
4,6,10,3341000
5,6,10,3352000
6,6,10,3533000.0000000005
7,6,10,3806000
8,6,10,4147999.9999999995
9,6,10,4550000
10,6,10,4846999.999999999
11,6,10,4811000
12,6,10,4716000
13,6,10,4627000
14,6,10,4542000
15,6,10,4511000
16,6,10,4536000
17,6,10,4693000
18,6,10,4933000
19,6,10,5063000
20,6,10,5084000
21,6,10,5047000
22,6,10,4849000
23,6,10,4367000
0,6,10,4003000
1,0,10,3673000
2,0,10,3502000
3,0,10,3403000
4,0,10,3366000
5,0,10,3479000
6,0,10,3928000
7,0,10,4798000
8,0,10,5669000.000000001
9,0,10,5746000
10,0,10,5571000
11,0,10,5374000.000000001
12,0,10,5241000
13,0,10,5109999.999999999
14,0,10,4997000
15,0,10,4971000
16,0,10,4957000
17,0,10,5083000
18,0,10,5257000
19,0,10,5358000.000000001
20,0,10,5420999.999999999
21,0,10,5436000
22,0,10,5231000
23,0,10,4704000.000000001
0,0,10,4260000
1,1,10,3891000
2,1,10,3703000.0000000005
3,1,10,3592000
4,1,10,3562000.0000000005
5,1,10,3656000
6,1,10,4091000
7,1,10,4967000.000000001
8,1,10,5781000.000000001
9,1,10,5814999.999999999
10,1,10,5632000
11,1,10,5415000
12,1,10,5327000
13,1,10,5227000
14,1,10,5104000
15,1,10,5069000
16,1,10,5037000
17,1,10,5137000
18,1,10,5324000
19,1,10,5442000
20,1,10,5478000
21,1,10,5493000
22,1,10,5284000
23,1,10,4757000
0,1,10,4317000
1,2,10,3942999.9999999995
2,2,10,3745000
3,2,10,3636000
4,2,10,3614000
5,2,10,3708999.9999999995
6,2,10,4160999.9999999995
7,2,10,5028000.000000001
8,2,10,5846000
9,2,10,5868000
10,2,10,5574000
11,2,10,5266000
12,2,10,5107000
13,2,10,4987000
14,2,10,4853000
15,2,10,4795000
16,2,10,4756000
17,2,10,4849000
18,2,10,4990000
19,2,10,5098000.000000001
20,2,10,5169000.000000001
21,2,10,5256000
22,2,10,5112000
23,2,10,4641000
0,2,10,4230000
1,3,10,3880000
2,3,10,3690000
3,3,10,3562000.0000000005
4,3,10,3521000
5,3,10,3620000
6,3,10,4073000.0000000005
7,3,10,4903000.000000001
8,3,10,5689000
9,3,10,5689000
10,3,10,5404999.999999999
11,3,10,5144000
12,3,10,4997000
13,3,10,4883000
14,3,10,4798000
15,3,10,4755000
16,3,10,4743000
17,3,10,4840000
18,3,10,4955000
19,3,10,5029000
20,3,10,5118000
21,3,10,5170000
22,3,10,5012000
23,3,10,4568000
0,3,10,4192999.9999999995
1,4,10,3828999.9999999995
2,4,10,3627000
3,4,10,3502000
4,4,10,3450000
5,4,10,3522000.0000000005
6,4,10,3917000
7,4,10,4675000.000000001
8,4,10,5427000
9,4,10,5547000
10,4,10,5383000
11,4,10,5140000.000000001
12,4,10,5003000
13,4,10,4879000
14,4,10,4763000
15,4,10,4705000
16,4,10,4646000.000000001
17,4,10,4778000.000000001
18,4,10,4890000
19,4,10,4928000
20,4,10,4936999.999999999
21,4,10,4923999.999999999
22,4,10,4776000
23,4,10,4433000
0,4,10,4121000.0000000005
1,5,10,3764000.0000000005
2,5,10,3569000
3,5,10,3443000
4,5,10,3362000
5,5,10,3392000.0000000005
6,5,10,3609000
7,5,10,3939000
8,5,10,4326000.000000001
9,5,10,4661000
10,5,10,4859000
11,5,10,4737000
12,5,10,4586000
13,5,10,4463000
14,5,10,4333000
15,5,10,4271000
16,5,10,4229000
17,5,10,4323000
18,5,10,4455000
19,5,10,4515000
20,5,10,4507000
21,5,10,4560000.000000001
22,5,10,4455999.999999999
23,5,10,4170000
0,5,10,3933000
1,6,10,3617000
2,6,10,3420000
3,6,10,3304000
4,6,10,3239000
5,6,10,3257000
6,6,10,3445999.9999999995
7,6,10,3707000
8,6,10,4042000
9,6,10,4395000
10,6,10,4629000
11,6,10,4560000.000000001
12,6,10,4446000
13,6,10,4327000
14,6,10,4221999.999999999
15,6,10,4216000
16,6,10,4203000
17,6,10,4340999.999999999
18,6,10,4537000.000000001
19,6,10,4638999.999999999
20,6,10,4654000
21,6,10,4702999.999999999
22,6,10,4548999.999999999
23,6,10,4139999.9999999995
0,6,10,3808000
1,0,10,3493000.0000000005
2,0,10,3357000
3,0,10,3279000
4,0,10,3258000
5,0,10,3350000
6,0,10,3762000
7,0,10,4518000
8,0,10,5246000
9,0,10,5330999.999999999
10,0,10,5173999.999999999
11,0,10,5023000
12,0,10,4945000
13,0,10,4882000
14,0,10,4820000
15,0,10,4805999.999999999
16,0,10,4792000
17,0,10,4893000
18,0,10,5023000
19,0,10,5047000.000000001
20,0,10,4997000
21,0,10,4999000.000000001
22,0,10,4806000
23,0,10,4366000
0,0,10,3996000
1,1,10,3665000
2,1,10,3485999.9999999995
3,1,10,3351000
4,1,10,3299000
5,1,10,3405000.0000000005
6,1,10,3822000
7,1,10,4587000
8,1,10,5282000
9,1,10,5317000
10,1,10,5188000
11,1,10,5022000
12,1,10,4948000
13,1,10,4901000
14,1,10,4846999.999999999
15,1,10,4833000
16,1,10,4846999.999999999
17,1,10,4934000
18,1,10,5032000
19,1,10,5084000
20,1,10,5057000
21,1,10,5026000
22,1,10,4843000
23,1,10,4402000
0,1,10,4043000
1,2,10,3706000
2,2,10,3505000
3,2,10,3388000
4,2,10,3352000
5,2,10,3440000.0000000005
6,2,10,3828000.0000000005
7,2,10,4532999.999999999
8,2,10,5202000
9,2,10,5264000
10,2,10,5160000
11,2,10,5042999.999999999
12,2,10,4980000
13,2,10,4923000
14,2,10,4869000
15,2,10,4869000
16,2,10,4879000
17,2,10,4939999.999999999
18,2,10,5020000
19,2,10,5034000
20,2,10,4974000
21,2,10,4945000
22,2,10,4786000
23,2,10,4373000
0,2,10,4015000.0000000005
1,3,10,3678000
2,3,10,3497000
3,3,10,3375000
4,3,10,3336999.9999999995
5,3,10,3421000.0000000005
6,3,10,3813000
7,3,10,4514000
8,3,10,5172000
9,3,10,5273000
10,3,10,5182000
11,3,10,5015000.000000001
12,3,10,4957000
13,3,10,4897000
14,3,10,4810000.000000001
15,3,10,4797000
16,3,10,4791000
17,3,10,4842000.000000001
18,3,10,4905000
19,3,10,4930000
20,3,10,4885000
21,3,10,4866000
22,3,10,4696000
23,3,10,4282000
0,3,10,3951000
1,4,10,3628000
2,4,10,3436000
3,4,10,3340000
4,4,10,3301000
5,4,10,3362000
6,4,10,3716000
7,4,10,4343999.999999999
8,4,10,4965000
9,4,10,5138999.999999999
10,4,10,5085000
11,4,10,4984999.999999999
12,4,10,4954000.000000001
13,4,10,4875999.999999999
14,4,10,4785000
15,4,10,4795000
16,4,10,4775000
17,4,10,4830000
18,4,10,4869000
19,4,10,4809000
20,4,10,4728000
21,4,10,4682000
22,4,10,4539000
23,4,10,4221999.999999999
0,4,10,3947999.9999999995
1,5,10,3631000
2,5,10,3433000
3,5,10,3323000
4,5,10,3256999.9999999995
5,5,10,3279000
6,5,10,3461000.0000000005
7,5,10,3729000
8,5,10,4073000.0000000005
9,5,10,4444000
10,5,10,4789000
11,5,10,4813000.000000001
12,5,10,4786000
13,5,10,4702000
14,5,10,4641000
15,5,10,4667000
16,5,10,4689000
17,5,10,4798000
18,5,10,4886000
19,5,10,4856999.999999999
20,5,10,4712000
21,5,10,4625999.999999999
22,5,10,4516000
23,5,10,4199999.999999999
0,5,10,3930000
1,6,10,3610000
2,6,10,3405999.9999999995
3,6,10,3308333.333333333
4,6,10,3270000
5,6,10,3283333.333333333
6,6,10,3477000
7,6,10,3650000
8,6,10,3982000
9,6,10,4324000
10,6,10,4577000
11,6,10,4526999.999999999
12,6,10,4423000
13,6,10,4328000
14,6,10,4225000
15,6,10,4205000
16,6,10,4170999.9999999995
17,6,10,4278000.000000001
18,6,10,4419000.000000001
19,6,10,4444000
20,6,10,4410000
21,6,10,4458000
22,6,10,4373000
23,6,10,4072000
0,6,10,3819000
1,0,10,3513000
2,0,10,3332000
3,0,10,3273666.6666666665
4,0,10,3276333.3333333335
5,0,10,3380666.6666666665
6,0,10,3796000.0000000005
7,0,10,3679999.9999999995
8,0,10,4009000.0000000005
9,0,10,4348000.000000001
10,0,10,4551000
11,0,10,4617000
12,0,10,4577999.999999999
13,0,10,4484000
14,0,10,4380000.000000001
15,0,10,4295000
16,0,10,4292999.999999999
17,0,10,4480000
18,0,10,4709000
19,0,10,4791000
20,0,10,4768000.000000001
21,0,10,4766999.999999999
22,0,10,4616000
23,0,10,4196000
0,0,10,3846000
1,1,10,3526000
2,1,10,3362000
3,1,10,3261000
4,1,10,3229000
5,1,10,3339000
6,1,10,3766000
7,1,10,4555000
8,1,10,5314999.999999999
9,1,10,5343000
10,1,10,5234999.999999999
11,1,10,5079000
12,1,10,5000000
13,1,10,4932000
14,1,10,4866000
15,1,10,4866000
16,1,10,4875000
17,1,10,4965000
18,1,10,5092000
19,1,10,5170999.999999999
20,1,10,5175000.000000001
21,1,10,5071000
22,1,10,4875000
23,1,10,4417000
0,1,10,4024000
1,2,10,3684000
2,2,10,3493000.0000000005
3,2,10,3368000.0000000005
4,2,10,3346000
5,2,10,3458000
6,2,10,3869000
7,2,10,4647000
8,2,10,5384000
9,2,10,5458000
10,2,10,5340999.999999999
11,2,10,5185000.000000001
12,2,10,5086000
13,2,10,4968000
14,2,10,4868000
15,2,10,4832000
16,2,10,4785000
17,2,10,4880000.000000001
18,2,10,4968999.999999999
19,2,10,5008000
20,2,10,5002000.000000001
21,2,10,5051000
22,2,10,4918000
23,2,10,4491000
0,2,10,4094000.0000000005
1,3,10,3739000
2,3,10,3513000
3,3,10,3418000
4,3,10,3349000
5,3,10,3455000
6,3,10,3876000.0000000005
7,3,10,4627000
8,3,10,5271000
9,3,10,5302000
10,3,10,5171000
11,3,10,4992000
12,3,10,4907000
13,3,10,4802000
14,3,10,4752000.000000001
15,3,10,4739000.000000001
16,3,10,4733000.000000001
17,3,10,4792000
18,3,10,4808999.999999999
19,3,10,4830999.999999999
20,3,10,4833000
21,3,10,4911000
22,3,10,4816000
23,3,10,4396000
0,3,10,4026000
1,4,11,3683000
2,4,11,3401000
3,4,11,3381999.9999999995
4,4,11,3331000
5,4,11,3427000
6,4,11,3805000
7,4,11,4489000
8,4,11,5141000
9,4,11,5258000
10,4,11,5204000.000000001
11,4,11,5067000
12,4,11,5018000
13,4,11,4931000
14,4,11,4835000
15,4,11,4829000.000000001
16,4,11,4802000
17,4,11,4851000
18,4,11,4871000
19,4,11,4810000.000000001
20,4,11,4733000.000000001
21,4,11,4729000
22,4,11,4621000
23,4,11,4291000
0,4,11,3998999.9999999995
1,5,11,3669000
2,5,11,3465000
3,5,11,3340000
4,5,11,3267000
5,5,11,3296999.9999999995
6,5,11,3520000
7,5,11,3824000
8,5,11,4183000
9,5,11,4506000
10,5,11,4752000
11,5,11,4702000
12,5,11,4627000
13,5,11,4545000
14,5,11,4461000
15,5,11,4434000
16,5,11,4391999.999999999
17,5,11,4434000
18,5,11,4561000
19,5,11,4590000
20,5,11,4539999.999999999
21,5,11,4544000
22,5,11,4481000
23,5,11,4214000
0,5,11,3977999.9999999995
1,6,11,3682000.0000000005
2,6,11,3469000.0000000005
3,6,11,3372000
4,6,11,3320999.9999999995
5,6,11,3379000
6,6,11,3578000
7,6,11,3854000
8,6,11,4204000
9,6,11,4502000.000000001
10,6,11,4717000.000000001
11,6,11,4657000
12,6,11,4523000
13,6,11,4425000
14,6,11,4313000.000000001
15,6,11,4269000
16,6,11,4226000
17,6,11,4337000
18,6,11,4547000
19,6,11,4668000
20,6,11,4696000
21,6,11,4803000
22,6,11,4733000.000000001
23,6,11,4307000
0,6,11,3967000
1,0,11,3661000
2,0,11,3481000
3,0,11,3395000
4,0,11,3365999.9999999995
5,0,11,3477000
6,0,11,3899000
7,0,11,4682000
8,0,11,5382000
9,0,11,5426000
10,0,11,5292999.999999999
11,0,11,5105000
12,0,11,5048000
13,0,11,4981000
14,0,11,4905000
15,0,11,4859000
16,0,11,4830000
17,0,11,4909000
18,0,11,5020000
19,0,11,5068000
20,0,11,5018000
21,0,11,5013000
22,0,11,4867000
23,0,11,4430000
0,0,11,4049000.0000000005
1,1,11,3689000
2,1,11,3495000
3,1,11,3429000.0000000005
4,1,11,3411000
5,1,11,3513000
6,1,11,3926000
7,1,11,4657000
8,1,11,5340000
9,1,11,5399000
10,1,11,5278000.000000001
11,1,11,5121000
12,1,11,5076000.000000001
13,1,11,4995000
14,1,11,4937000
15,1,11,4927000
16,1,11,4760000
17,1,11,4964000
18,1,11,5101000
19,1,11,5144000
20,1,11,5077000
21,1,11,5029000
22,1,11,4878000
23,1,11,4457000
0,1,11,4086999.9999999995
1,2,11,3761000
2,2,11,3565000
3,2,11,3454000
4,2,11,3410000
5,2,11,3498000
6,2,11,3878000
7,2,11,4561000
8,2,11,5218000
9,2,11,5308000
10,2,11,5198000
11,2,11,5113000
12,2,11,5061000
13,2,11,4997000
14,2,11,4941000
15,2,11,4915000
16,2,11,4903000.000000001
17,2,11,4990000
18,2,11,5075000
19,2,11,5058000
20,2,11,4989000.000000001
21,2,11,4956000
22,2,11,4825000
23,2,11,4403000.000000001
0,2,11,4054000.0000000005
1,3,11,3724000
2,3,11,3540000
3,3,11,3430000
4,3,11,3396000
5,3,11,3481000
6,3,11,3844999.9999999995
7,3,11,4477000
8,3,11,5104000
9,3,11,5243000
10,3,11,5230000
11,3,11,5071000
12,3,11,5039000
13,3,11,4996000
14,3,11,4941000
15,3,11,4969000
16,3,11,4981999.999999999
17,3,11,5066000
18,3,11,5131000
19,3,11,5121000
20,3,11,5024000
21,3,11,4980000
22,3,11,4843999.999999999
23,3,11,4423999.999999999
0,3,11,4072000
1,4,11,3737000
2,4,11,3570999.9999999995
3,4,11,3459000
4,4,11,3407000
5,4,11,3480000
6,4,11,3830000
7,4,11,4459000
8,4,11,5096000
9,4,11,5242000
10,4,11,5247000
11,4,11,5173000
12,4,11,5127000
13,4,11,5085000
14,4,11,5022000
15,4,11,5008000
16,4,11,4985000
17,4,11,4995000
18,4,11,5006000
19,4,11,4944000
20,4,11,4844000
21,4,11,4817000
22,4,11,4705999.999999999
23,4,11,4383000
0,4,11,4086000.0000000005
1,5,11,3757000
2,5,11,3546000.0000000005
3,5,11,3407000
4,5,11,3340000
5,5,11,3369000
6,5,11,3565000
7,5,11,3857999.9999999995
8,5,11,4218000
9,5,11,4588000
10,5,11,4795999.999999999
11,5,11,4773000
12,5,11,4717000.000000001
13,5,11,4636000
14,5,11,4535000
15,5,11,4520000
16,5,11,4479000
17,5,11,4550000
18,5,11,4673000
19,5,11,4651000
20,5,11,4535000
21,5,11,4502000.000000001
22,5,11,4434000
23,5,11,4168000
0,5,11,3928000
1,6,11,3645000
2,6,11,3434000
3,6,11,3332000
4,6,11,3276000
5,6,11,3298000
6,6,11,3457000
7,6,11,3673000
8,6,11,3975000
9,6,11,4319000
10,6,11,4640000.000000001
11,6,11,4656000
12,6,11,4631000
13,6,11,4576000
14,6,11,4529999.999999999
15,6,11,4500999.999999999
16,6,11,4493000
17,6,11,4621000
18,6,11,4790000
19,6,11,4821999.999999999
20,6,11,4723000
21,6,11,4684000
22,6,11,4586000
23,6,11,4202000
0,6,11,3899000
1,0,11,3617000
2,0,11,3464000.0000000005
3,0,11,3366000
4,0,11,3332666.6666666665
5,0,11,3413000.0000000005
6,0,11,3810000
7,0,11,4489000
8,0,11,5143000.000000001
9,0,11,5266000
10,0,11,5250999.999999999
11,0,11,5131000
12,0,11,5080000
13,0,11,5010000
14,0,11,4968000
15,0,11,4974000
16,0,11,4943000
17,0,11,5020000
18,0,11,5114000
19,0,11,5113000
20,0,11,5023000
21,0,11,4989000.000000001
22,0,11,4887000
23,0,11,4480000
0,0,11,4117000
1,1,11,3788999.9999999995
2,1,11,3613000
3,1,11,3506000
4,1,11,3472000
5,1,11,3549000
6,1,11,3945000
7,1,11,4638000
8,1,11,5223000
9,1,11,5282999.999999999
10,1,11,5198000
11,1,11,5059000
12,1,11,5019000
