hour_of_year,Base_2024,Environmental_2025,Environmental_2030,Environmental_2035,Environmental_2040,Environmental_2045,Reference_2025,Reference_2030,Reference_2035,Reference_2040,Reference_2045
4731,0,1619.238817,739397.2577,820186.9183,857062.0916,969805.76,1619.238817,523017.164,750717.0854,801059.0666,915055.2033
4732,0,6083.311038,848503.7709,914251.6476,949824.4116,1064330.93,6083.311038,610786.8841,862980.5312,903233.7211,1028773.857
4733,0,4048.10313,1030853.116,1124027.039,1183662.657,1314455.329,4048.10313,756359.0273,1046067.857,1108156.922,1269444.216
4734,0,11928.62736,1145144.745,1307560.237,1410160.973,1549604.58,11928.62736,866610.654,1164568.263,1283462.698,1451872.224
4735,0,20522.1452,1128488.038,1321613.52,1430869.245,1584621.889,20522.1452,847342.043,1152451.775,1289417.233,1449231.385
4736,0,26170.74655,1186194.848,1367374.456,1480594.864,1621425.333,26170.74655,908348.9775,1212705.823,1344286.32,1508849.686
4737,0,57017.41966,1242169.884,1446171.776,1570186.78,1710966.815,57017.41966,963905.0033,1284113.319,1417966.621,1605511.416
4738,0,15893.7233,1177475.635,1348476.059,1465313.792,1605795.118,15893.7233,899445.9096,1198836.34,1319195.531,1513902.951
4739,0,16875.36442,1162304.747,1324713.163,1435416.659,1570446.457,16875.36442,890751.082,1183818.641,1303972.498,1473302.016
4740,0,42864.46632,1310640.189,1528387.496,1679966.918,1815355.941,42864.46632,1036001.374,1345277.579,1500326.072,1704658.506
4741,0,41514.97775,1265290.418,1480555.504,1624540.297,1767145.824,41514.97775,992054.9741,1299232.934,1455735.422,1631473.884
4742,0,29874.83058,1209951.424,1400739.576,1527266.236,1679523.874,29874.83058,930922.2746,1238376.131,1381130.894,1531511.182
4743,0,63148.82275,1254152.442,1492073.674,1633706.075,1790372.965,63148.82275,977049.3676,1299189.653,1465942.867,1616989.415
4744,0,50127.85734,1215819.533,1434053.536,1584865.175,1760641.273,50127.85734,937523.3366,1254398.204,1404940.549,1569387.145
4745,0,50743.44384,1158723.646,1365175.187,1518346.823,1721413.526,50743.44384,876739.2965,1197836.251,1333356.992,1492768.719
4746,0,50152.46224,1158818.295,1321884.728,1448418.484,1628554.444,50152.46224,880568.0045,1197319.506,1306906.202,1448105.221
4747,0,20725.88857,1014079.572,1129817.041,1217492.92,1359037.413,20725.88857,761035.5135,1036610.393,1118844.846,1251182.882
4748,0,10154.24026,1086271.572,1254432.632,1356477.24,1502940.383,10154.24026,815648.0562,1104491.248,1230853.928,1372956.008
4749,0,5711.770563,1044032.977,1138233.276,1201252.292,1339880.1,5711.770563,767610.078,1060170.252,1130040.733,1264045.022
4750,0,12703.36455,1071115.614,1182837.976,1252121.104,1389859.602,12703.36455,793963.5653,1090802.441,1172457.568,1308586.294
4751,0,13121.50807,994881.2879,1069500.903,1111907.704,1249421.003,13121.50807,717979.802,1014749.138,1061357.412,1194442.329
4752,0,12207.72844,1079194.641,1187549.403,1256869.529,1392953.852,12207.72844,802493.4752,1098591.631,1180134.329,1311891
4753,0,7727.423734,1158134.782,1300238.038,1394557.021,1524876.474,7727.423734,883291.9027,1175199.316,1293263.991,1423697.111
4754,0,11688.10803,1110060.798,1232267.393,1309831.087,1439525.119,11688.10803,836220.6232,1129053.404,1225801.638,1355342.633
4755,0,17791.36943,1079649.008,1185492.343,1249828.181,1381808.349,17791.36943,803941.2755,1101777.528,1179535.251,1309714.546
4756,0,15356.46735,1066971.858,1165453.687,1224085.586,1354082.783,15356.46735,791178.7204,1087881.912,1159980.918,1290111.344
4757,0,17217.35845,1094411.643,1227906.814,1313272.507,1435893.72,17217.35845,834975.4421,1115475.488,1221899.938,1344782.43
4758,0,40242.2501,1064276.611,1199155.685,1275628.583,1396153.192,40242.2501,811490.8049,1096544.227,1192052.118,1312876.548
4759,0,60886.39863,1078640.636,1197166.521,1251438.126,1382037.405,60886.39863,806058.673,1122182.63,1189439.859,1319608.684
4760,0,55271.63026,1081487.995,1226814.294,1308168.698,1431992.638,55271.63026,827831.5437,1121319.242,1215874.689,1348950.984
4761,0,68548.12126,1195881.367,1417349.848,1541326.297,1684051.132,68548.12126,926351.3584,1243243.043,1382998.511,1565730.469
4762,0,58719.41119,1179103.747,1429447.717,1576895.927,1712952.575,58719.41119,929415.9336,1220632.799,1392126.133,1566681.335
4763,0,70296.97029,1046783.408,1263906.067,1392320.636,1502386.615,70296.97029,839061.4765,1091999.353,1242206.584,1371594.931
4764,0,82515.29485,1213959.493,1434677.003,1558577.117,1692473.601,82515.29485,953557.8824,1267809.264,1411075.403,1569453.15
4765,0,87620.3534,1232217.896,1474819.846,1616471.687,1757573.02,87620.3534,972066.6048,1288643.47,1441349.877,1624571.27
4766,0,94714.88135,1271169.408,1478922.026,1596644.48,1727014.072,94714.88135,999496.2088,1331588.043,1456097.891,1640259.59
4767,0,96193.6095,1346298.614,1610688.409,1774429.063,1902379.185,96193.6095,1084110.159,1407032.774,1572998.157,1798367.796
4768,0,93515.54712,1043631.663,1320237.927,1481479.446,1582882.083,93515.54712,859498.6759,1099400.438,1276611.405,1453093.092
4769,0,84529.95207,595782.9159,804942.5819,905575.0465,979214.6491,84529.95207,486044.3257,643570.2312,763338.2768,875479.991
4770,0,64367.18889,738677.3168,908644.3319,998581.9189,1085701.604,64367.18889,581151.8296,778568.5075,874816.5924,1013185.343
4771,0,71033.96067,707413.346,876250.606,968964.9075,1047997.641,71033.96067,563700.8016,749954.2539,838831.5595,992192.4404
4772,0,61477.44547,346970.4711,512448.2841,611494.3024,644843.0044,61477.44547,308372.495,379728.3448,463849.3559,604211.1169
4773,0,77219.91682,410914.7169,582759.3594,676810.98,722216.0115,77219.91682,348994.9924,452684.0653,529665.9994,688890.1861
4774,0,60940.08639,605277.5524,753861.6041,848572.3608,910188.4906,60940.08639,490217.0505,641350.9206,706896.4197,900020.7995
4775,0,15253.52957,303740.031,408315.6217,470979.7846,515237.8071,15253.52957,239325.1811,314613.4959,373438.1797,476565.5807
4776,0,33333.03044,217195.7763,378460.2127,470327.5993,506291.0405,33333.03044,190984.5626,235394.1307,321919.6865,450905.5161
4777,0,21758.45116,157298.8457,319965.203,399196.6513,445105.3794,21758.45116,127473.5493,169981.8878,264912.5262,356504.9914
4778,0,22230.73337,185287.4856,273136.1442,323901.1664,353313.713,22230.73337,152086.604,198132.6297,243515.0273,321132.8806
4779,0,46332.59865,180281.5558,264337.2949,305061.0675,330299.6237,46332.59865,151883.623,204920.809,240433.2796,303698.7254
4780,0,49955.66633,159427.1791,258401.9959,296576.2972,326534.6211,49955.66633,130647.2545,185967.7789,232318.7935,279745.599
4781,0,29911.293,193279.5079,327813.7939,388060.623,433526.215,29911.293,151247.6543,210546.7315,287210.6412,355984.174
4782,0,35560.17836,226745.4809,389603.6468,461768.8926,516409.2943,35560.17836,177286.2784,247259.8615,341058.8047,420041.9045
4783,0,61907.96313,515157.0044,809019.6693,947124.311,1051571.127,61907.96313,401633.4326,552165.5868,716189.5867,902772.0333
4784,0,74774.6951,878573.3524,1495891.74,1787159.364,2002271.014,74774.6951,675871.7403,927098.7781,1301216.266,1631901.79
4785,0,55826.07456,1220605.865,2437764.768,2995577.607,3404967.832,55826.07456,909333.4935,1266571.253,2050955.868,2566721.145
4786,0,55878.92912,1142843.499,2446316.845,3037059.11,3458687.534,55878.92912,849221.8028,1188264.391,2028593.571,2559656.932
4787,0,43275.10585,751336.9336,1896667.762,2415086.428,2757859.075,43275.10585,560369.2475,785177.8052,1520048.642,1975946.778
4788,0,40170.33876,887378.1111,2016140.448,2515579.414,2879939.638,40170.33876,642697.0345,922232.3102,1646520.529,2101463.774
4789,0,6885.754313,682365.0541,1776308.744,2279913.404,2596097.079,6885.754313,517814.5236,696599.9262,1429124.593,1813164.679
4790,0,3700.713156,647703.3805,1868424.678,2422556.223,2763877.647,3700.713156,493886.5035,660203.151,1490291.114,1859945.973
4791,0,5033.031227,517232.3605,1681379.998,2211900.388,2519175.122,5033.031227,407484.0126,528120.0031,1325064.023,1651069.75
4792,0,1701.395178,374884.2127,1280112.108,1689815.918,1932814.788,1701.395178,287412.3441,382385.4093,995389.3721,1265201.395
4793,0,1832.189656,303039.3269,1110843.809,1478421.722,1687393.144,1832.189656,240164.4715,309146.0343,861470.4845,1083927.863
4794,0,1750.137647,166137.56,571721.9364,752149.264,864396.8041,1750.137647,123423.6743,170177.1832,444336.8851,560597.7566
4795,0,1656.38797,157285.8578,510148.479,659763.2062,769279.4802,1656.38797,103282.6843,161721.5713,395217.8796,502761.5702
4796,0,1321.567529,94570.68846,279894.3053,358552.7204,418571.9017,1321.567529,61556.80379,97350.98657,218035.2875,281391.4892
4797,0,1289.784741,96147.04089,245198.9145,307631.1917,360673.11,1289.784741,61822.88568,98874.05021,195736.7459,247160.5337
4798,0,1168.546877,103169.1462,210851.0896,262387.364,297489.3546,1168.546877,78791.20663,105194.9419,178509.8974,217194.431
4799,0,1216.777425,124799.675,232168.2261,284850.1582,320019.4824,1216.777425,97176.26626,126990.4164,201642.9242,239859.0551
4800,0,1391.190259,162004.7009,376157.7067,469644.3733,541916.8033,1391.190259,113844.4935,165603.8011,308665.4641,379738.5233
4801,0,1341.235794,680406.5135,819698.7944,876067.6992,1003140.111,1341.235794,470856.0369,691473.4828,777760.9847,902054.5085
4802,0,3243.886923,691909.6448,848491.6749,918363.6709,1040598.759,3243.886923,492191.8063,703455.9695,806613.4143,926850.1638
4803,0,4916.702366,812766.094,930616.4955,983197.6717,1111598.546,4916.702366,577514.5395,826726.3228,902225.9744,1029200.606
4804,0,12362.68946,951571.4589,1072876.333,1121223.396,1271821.96,12362.68946,669946.0963,971489.3181,1042461.633,1192150.638
4805,0,13500.41104,897864.386,1052319.043,1110810.223,1268414.05,13500.41104,624031.1787,918107.418,1006796.544,1165872.076
4806,0,28582.29696,919057.6362,1132418.449,1211775.442,1384546.427,28582.29696,640458.2423,947227.1623,1069202.586,1243295.092
4807,0,20891.4834,896928.6574,1030847.455,1080314.191,1232919.081,20891.4834,625945.7573,920661.3775,994142.3475,1142479.323
4808,0,12238.72608,448157.1205,587297.0523,642251.2146,736530.9753,12238.72608,311580.2104,461182.5341,545441.3389,636766.7117
4809,0,20815.04907,574787.2334,633140.1711,657418.1832,746933.4721,20815.04907,407678.3448,593290.6106,620043.3857,708950.1218
4810,0,23688.12872,940059.3053,1066598.868,1116403.868,1263937.212,23688.12872,666114.8906,965269.1276,1035618.919,1185121.529
4811,0,16829.74807,1020039.87,1133356.201,1189339.484,1329025.94,16829.74807,741877.7981,1041906.855,1115939.071,1255623.527
4812,0,25352.34113,1092606.659,1289494.444,1389394.748,1543362.091,25352.34113,812723.1086,1118974.314,1254423.692,1407799.674
4813,0,56911.34285,1202061.852,1541344.166,1709435.601,1889906.273,56911.34285,918469.7099,1244667.96,1471603.26,1661071.867
4814,0,46795.77896,1251222.903,1644929.488,1846605.795,2040598.116,46795.77896,961708.386,1289175.253,1559908.233,1768330.456
4815,0,27166.48786,1091947.083,1399281.656,1550359.37,1728418.169,27166.48786,813305.1714,1119469.966,1322493.389,1527298.181
4816,0,13132.99401,1122041.29,1393971.157,1556633.654,1710930.29,13132.99401,862322.4288,1141431.462,1330573.999,1548080.339
4817,0,15962.27043,926880.0807,1126284.793,1219632.894,1372651.04,15962.27043,669659.1299,947587.686,1072657.952,1245043.647
4818,0,13798.74709,739600.7289,841464.7219,888818.3708,1001650.058,13798.74709,531042.9574,756663.4717,818424.5316,934315.1223
4819,0,5531.906455,587327.793,736102.432,816594.5052,902258.5417,5531.906455,446764.1078,597068.5287,707671.6881,791810.7045
4820,0,7434.072515,280411.6177,337586.6541,362215.8056,410872.2053,7434.072515,199832.3917,288112.4644,322609.4726,370816.8026
4821,0,19085.26744,143267.8236,197136.3866,217542.5312,246138.9776,19085.26744,105557.9225,154734.1656,183189.2219,211628.8111
4822,0,14532.38589,113943.1423,150359.773,164664.0895,185473.4859,14532.38589,84746.67094,122679.9931,141545.0557,162485.4459
4823,0,13901.97751,155522.8556,189099.6275,202260.6821,228138.2857,13901.97751,113506.3278,164548.1067,181109.3128,207940.7407
4824,0,7727.423734,80946.60753,110346.1213,123493.5243,140150.5646,7727.423734,59751.57377,85889.0721,102480.9311,119399.104
4825,0,7364.030033,111126.2988,200562.5919,239904.3356,276019.182,7364.030033,80124.18432,116529.1847,173844.7328,207146.2614
4826,0,6396.904093,96807.35663,188598.0935,232226.901,261269.6756,6396.904093,76772.89727,101184.9265,163732.2097,191005.5253
4827,0,6297.281814,85997.95384,165084.7707,202687.6392,232874.7042,6297.281814,64552.4037,90375.06006,142254.7855,168681.1697
4828,0,1788.933833,91069.0298,209515.7667,262712.0883,310720.2943,1788.933833,59773.86005,93807.92788,170818.0755,212013.8002
4829,0,12564.03722,56907.97927,243536.8442,320864.5024,378889.4204,12564.03722,35712.78139,64746.95177,183305.0788,234375.5095
4830,0,10080.45903,64855.58846,227216.0888,299820.4757,351048.7705,10080.45903,46439.7154,71230.41349,175887.5359,222649.3404
4831,0,10681.46057,71101.77509,177754.4248,240466.5011,292253.7154,10681.46057,51895.29303,77649.43242,142518.422,185393.8133
4832,0,4845.911632,106906.393,312727.4143,421397.0898,503325.4246,4845.911632,74770.8745,111444.0893,242284.5737,324733.8667
4833,0,4207.502667,101213.4567,378212.1342,504523.6702,596778.7797,4207.502667,65376.17023,105835.2981,285419.3502,376607.2811
4834,0,1707.65755,87822.6109,390653.4358,528280.7504,625004.9468,1707.65755,56600.16591,91048.69445,292421.2384,376578.5931
4835,0,1449.835535,76098.08316,302321.1295,404170.2294,473896.4355,1449.835535,50379.24139,78704.28837,226403.0637,301633.9152
4836,0,1488.673154,65865.8497,185374.4752,245384.4417,287304.3578,1488.673154,47649.74111,67810.83687,144819.0173,193245.9541
4837,0,1380.611769,127775.3851,231418.1475,310698.9475,349162.6084,1380.611769,111830.3973,129421.7611,192011.3748,281020.3335
4838,0,1239.127713,148978.4063,320406.2698,423089.1052,481680.9956,1239.127713,123761.0861,151204.9517,264379.2554,349594.6534
4839,0,1396.10336,96622.99111,158114.3721,213818.743,244273.0429,1396.10336,83134.86178,98069.36905,133064.173,197817.0343
4840,0,1749.119739,78817.0435,125950.8738,170946.3251,193172.4156,1749.119739,69795.56206,80190.60161,106647.1103,159987.8018
4841,0,1403.793699,104753.9589,156802.4538,212122.1428,243848.2211,1403.793699,91849.70918,106139.5505,139649.5586,187038.5355
4842,0,1490.027547,61726.31101,144272.9002,210103.8493,253371.4909,1490.027547,53047.78604,63077.09837,115753.417,161779.1417
4843,0,1792.288572,95318.12863,156125.6528,225180.858,257531.5077,1792.288572,90847.32597,96495.72545,132956.1424,198658.4339
4844,0,4565.717384,235327.3151,353944.789,497934.3584,553852.8606,4565.717384,227674.0171,238041.9175,310942.7274,452781.6931
4845,0,15070.47857,545518.5871,712470.5885,902185.5352,1003854.336,15070.47857,475074.8023,556492.3913,672338.9702,830356.3154
4846,0,8572.045983,794529.0418,1025571.629,1234178.654,1371360.686,8572.045983,647873.6394,806070.4189,961861.9175,1184114.985
4847,0,24940.24531,814690.7166,1105667.303,1336527.049,1476399.169,24940.24531,677519.0138,834074.6291,1036363.873,1237445.235
4848,0,52939.63776,1088870.012,1313283.47,1491033.766,1678060.068,52939.63776,844583.8488,1127263.003,1270650.679,1458509.381
4849,0,86584.35278,1242318.118,1543071.333,1731038.147,1937076.111,86584.35278,957070.6653,1299673.236,1479096.45,1704028.639
4850,0,52912.41905,1145815.518,1347984.87,1485197.071,1644378.77,52912.41905,875263.4811,1185409.931,1295746.229,1545158.154
4851,0,51445.98623,1245151.938,1443577.274,1581773.068,1712164.39,51445.98623,981408.4722,1283537.755,1416085.589,1620573.074
4852,0,87335.70552,1206372.653,1425260.564,1584250.683,1714600,87335.70552,967263.3855,1261520.381,1383793.165,1631033.125
4853,0,97213.08824,1165385.982,1332034.363,1436258.793,1579636.192,97213.08824,898615.4928,1226804.637,1303832.855,1510805.533
4854,0,96989.9961,1346918.042,1602215.759,1786725.044,1929301.138,96989.9961,1090467.855,1407724.995,1566038.666,1800383.175
4855,0,96215.47602,1426058.171,1702641.232,1946769.998,2142175.398,96215.47602,1154952.461,1487195.777,1656333.267,1929350.495
4856,0,96931.68724,1444798.265,1743977.497,1999963.723,2204768.448,96931.68724,1168052.694,1506626.182,1689180.51,1975343.527
4857,0,99437.99283,1411122.758,1698691.388,1960494.36,2167252.259,99437.99283,1147073.738,1473555.108,1648346.69,1926190.102
4858,0,98748.06782,1385702.857,1666895.642,1919519.455,2115502.293,98748.06782,1128280.854,1447460.655,1618011.433,1891695.26
4859,0,99644.42883,1131816.392,1419436.243,1658950.21,1807235.297,99644.42883,949476.1586,1190470.583,1366649.086,1608021.49
4860,0,99384.78862,1290748.745,1663982.64,1963464.288,2184037.044,99384.78862,1056749.293,1351994.379,1584711.611,1863582.218
4861,0,97723.5128,1415335.105,1788709.426,2094437.897,2340273.581,97723.5128,1141566.061,1477653.13,1708182.916,2009251.001
4862,0,95551.77626,1456602.944,1901327.937,2228625.74,2492199.303,95551.77626,1166426.119,1518838.091,1798248.945,2117227.361
4863,0,99023.33435,1492077.874,2293229.249,2773400.357,3150003.436,99023.33435,1172994.881,1558517.954,2070351.892,2482887.31
4864,0,97340.89557,1431293.353,2227034.205,2694314.7,3047559.617,97340.89557,1131466.678,1495955.827,2005074.784,2410748.632
4865,0,99657.19142,1446332.841,2092347.742,2492591.354,2802698.849,99657.19142,1148469.663,1511605.056,1921077.639,2289984.792
4866,0,99705.592,1363000.245,2317205.845,2819143.782,3209428.407,99705.592,1050687.411,1430024.97,2032418.962,2481626.499
4867,0,98849.50592,1120848.993,1957668.457,2385711.042,2747710.465,98849.50592,840103.4351,1185772.691,1695213.262,2101958.968
4868,0,96563.99023,769129.5708,1905234.327,2452117.323,2876888.257,96563.99023,554289.6806,830787.5116,1527791.548,1987045.079
4869,0,99421.42838,770102.4165,1556245.847,1940522.171,2229242.776,99421.42838,585135.2583,830641.2908,1298285.629,1675665.451
4870,0,99601.01826,895819.9908,2073978.851,2604930.401,2984725.817,99601.01826,668427.2557,959610.5149,1691556.473,2170409.754
4871,0,99034.03799,1108906.005,2246346.531,2780418.372,3226098.171,99034.03799,799724.7361,1176262.312,1872301.353,2377622.721
4872,0,96741.2069,1168253.784,2048612.754,2506289.958,2882842.852,96741.2069,880453.1655,1232552.691,1770463.762,2207949.007
4873,0,87989.37532,1243348.54,1695546.423,1989238.789,2261329.532,87989.37532,957800.5582,1301840.88,1562813.198,1902773.178
4874,0,78632.00698,1097504.077,1953321.985,2414293.066,2793000.305,78632.00698,824671.3523,1151995.55,1680711.696,2103276.917
4875,0,51337.62541,870070.2026,2153631.451,2781732.514,3244537.745,51337.62541,632717.8967,910587.5414,1729918.691,2238437.234
4876,0,46698.22093,802353.5444,2067597.035,2674383.839,3076822.198,46698.22093,608120.6862,838355.8594,1657948.856,2139514.281
4877,0,25026.08061,532999.0893,1560662.36,2043340.661,2346562.755,25026.08061,401113.6977,554594.8841,1215642.685,1626554.977
4878,0,13844.6298,367048.3459,1204570.16,1600752.995,1830364.393,13844.6298,283049.0352,380238.9623,917082.6003,1268607.165
4879,0,10140.83223,307831.1127,1321550.581,1776081.968,2056314.78,10140.83223,213524.8358,320278.3696,966993.9095,1365823.209
4880,0,4586.693251,242669.63,650492.7861,862747.4009,967487.9653,4586.693251,199656.204,248036.0699,498334.6215,742947.808
4881,0,8199.561382,289693.8907,862975.619,1152448.72,1318700.443,8199.561382,226158.2683,298342.6128,656540.4661,946196.1914
4882,0,47259.51744,307299.8912,719116.7118,924959.9961,1033082.595,47259.51744,256862.0808,334311.9465,575597.6427,806765.7002
4883,0,40266.22363,455484.906,842319.9802,1047115.467,1175307.875,40266.22363,361383.8605,481005.3013,706773.4448,955865.4769
4884,0,33700.456,1088826.669,1359207.266,1536070.195,1728282.355,33700.456,814947.465,1119248.932,1266684.86,1575303.535
4885,0,37482.71307,903570.7789,1391413.289,1667168.321,1920557.29,37482.71307,665403.7659,934886.6051,1223132.548,1558849.971
4886,0,44994.95993,869657.6901,1564645.926,1947897.18,2261910.103,44994.95993,645195.4936,904653.5482,1330382.944,1710802.53
4887,0,35744.66856,929876.0861,1400612.802,1712817.809,1976341.977,35744.66856,709904.7983,959302.6837,1246231.266,1572499.077
4888,0,58826.08332,1222634.19,1971979.59,2399548.252,2769479.744,58826.08332,916576.5438,1268486.218,1733877.007,2152354.943
4889,0,94968.41717,1416670.385,2206500.678,2647612.649,3002325.164,94968.41717,1097678.005,1481136.496,1976591.348,2395828.824
4890,0,91370.26364,1433664.624,2304252.55,2801168.245,3200688.228,91370.26364,1109788.958,1496797.822,2052653.833,2476564.604
4891,0,90498.28276,1273873.55,2114883.877,2556220.507,2946638.072,90498.28276,946885.0527,1336835.926,1847673.061,2292029.938
4892,0,93305.18664,1278647.273,2342262.16,2842722.555,3273601.073,93305.18664,929773.2348,1344772.941,1995482.015,2506096.924
4893,0,64231.59599,1109017.245,2024381.125,2486965.915,2865413.702,64231.59599,820474.5037,1157278.844,1726947.114,2175350.665
4894,0,87519.83913,1073033.046,1948784.048,2371911.404,2714412.326,87519.83913,800020.7413,1132061.369,1665974.284,2098239.929
4895,0,95622.1755,1022124.768,1814003.971,2174944.487,2515782.497,95622.1755,735117.2143,1085755.181,1562026.437,1925403.044
4896,0,69047.70425,678772.6094,1125678.773,1359248.681,1556755.943,69047.70425,514944.7699,722186.5699,983753.0255,1231233.142
4897,0,61262.39677,992051.7589,1598911.608,1921309.195,2164252.788,61262.39677,769031.4181,1034706.824,1413357.037,1748120.043
4898,0,78878.40157,1346703.833,2236422.796,2667523.428,3024661.923,78878.40157,1019919.67,1403913.438,1982928.704,2353375.841
4899,0,89439.02176,1339386.055,2088685.667,2443533.066,2746745.006,89439.02176,1018602.872,1401168.506,1878441.045,2226603.011
4900,0,86717.70095,1235808.706,1836675.926,2111344.364,2375195.698,86717.70095,928730.7718,1295227.055,1672551.117,1959784.613
4901,0,93726.29319,1229024.198,1728249.379,1960104.994,2196620.993,93726.29319,925455.8955,1291476.898,1590375.371,1879968.484
4902,0,86201.52034,1160420.983,1390290.139,1504033.02,1664357.928,86201.52034,877114.4251,1217378.746,1337775.5,1557219.105
4903,0,53866.42718,1110559.044,1345176.536,1462208.128,1625519.281,53866.42718,829065.3952,1151338.519,1287605.591,1499477.736
4904,0,58053.50377,1100965.544,1346104.694,1467567.323,1649209.499,58053.50377,813853.9145,1144173.069,1288288.059,1481381.077
4905,0,51088.59448,1212379.183,1875695.177,2189535.506,2485744.135,51088.59448,896682.3405,1254643.33,1684792.54,1992137.288
4906,0,86384.51349,1396035.642,2191478.063,2589570.643,2903176.081,86384.51349,1080042.848,1456105.964,1971136.648,2339924.784
4907,0,66298.5137,1433401.638,2132991.859,2548128.273,2865587.101,66298.5137,1125776.106,1482675.052,1938225.195,2327147.905
4908,0,59012.84381,1453410.723,2298798.238,2763078.225,3110276.646,59012.84381,1131445.285,1500176.123,2053693.324,2485483.076
4909,0,33222.85795,1418234.358,2081537.671,2468876.335,2760064.451,33222.85795,1107527.663,1451050.882,1893998.623,2279732.954
4910,0,29856.60043,1397351.714,2021596.414,2371064.635,2623598.113,29856.60043,1094472.334,1427994.673,1846041.146,2222693.183
4911,0,46478.80581,1419821.672,2103270.239,2489381.413,2773226.67,46478.80581,1113107.567,1459112.262,1910630.354,2301118.538
4912,0,48727.83291,1416303.194,1846247.989,2173689.421,2432927.359,48727.83291,1125883.107,1455154.858,1739596.042,2066337.636
4913,0,47968.50262,1403542.481,1970608.856,2314635.839,2575357.036,47968.50262,1105109.083,1442837.791,1818299.603,2170603.798
4914,0,40314.17535,1349932.499,2028383.16,2426060.282,2745835.902,40314.17535,1038667.911,1386446.125,1826109.873,2225007.233
4915,0,38781.77161,1171767.036,1739937.258,2077912.957,2391609.57,38781.77161,871031.2917,1206868.783,1553984.015,1935181.579
4916,0,78312.04402,1116976.388,1479920.406,1717037.512,1971083.212,78312.04402,836581.1424,1170261.356,1360071.579,1690874.186
4917,0,77503.5274,1120882.518,1387159.285,1580686.064,1797333.361,77503.5274,848912.4714,1173047.061,1301638.957,1606186.545
4918,0,75102.5293,1009311.313,1246657.184,1412463.479,1580761.579,75102.5293,777723.6254,1058243.021,1172308.546,1451106.082
4919,0,64692.83512,1036500.314,1321909.561,1523747.364,1741677.916,64692.83512,780562.2067,1081591.609,1226430.38,1527610.882
4920,0,57521.76274,983103.3601,1310173.256,1556784.619,1820601.661,57521.76274,732755.6231,1024508.376,1201193.781,1494040.353
4921,0,55984.6645,911126.7826,1179614.313,1398342.569,1635372.244,55984.6645,682800.8197,950546.2056,1089642.786,1356920.534
4922,0,51337.62541,477374.7965,896501.9538,1183536.511,1401208.474,51337.62541,376137.9305,508862.5914,750710.5188,1010743.824
4923,0,47577.172,604666.7167,831218.6015,1047040.532,1229961.835,47577.172,478909.7176,634836.5629,752901.0575,978001.851
4924,0,43105.96487,878872.0624,1188770.363,1435111.008,1678421.66,43105.96487,662551.713,911391.4223,1083572.958,1364023.013
4925,0,39858.88375,1119359.23,1681816.2,2031709.898,2371214.544,39858.88375,821984.2887,1154873.702,1494770.357,1866759.033
4926,0,34786.01003,1216222.17,2023322.496,2491625.212,2887333.052,34786.01003,909978.1627,1250244.753,1768822.74,2187295.472
4927,0,37445.66815,1196911.286,2104582.564,2595475.535,3039727.305,37445.66815,863124.4599,1233999.607,1811627.396,2244763.272
4928,0,68225.27941,1348790.657,2055472.489,2503785.905,2845587.855,68225.27941,1066294.458,1397852.171,1858157.913,2236354.721
4929,0,90151.10399,1428780.261,2181155.39,2631984.494,2999993.517,90151.10399,1115672.961,1490419.914,1977240.194,2342783.813
4930,0,85769.72681,1485812.285,2472675.619,3028833.21,3462388.827,85769.72681,1151660.919,1546946.742,2185560.521,2642053.401
4931,0,82531.58055,1463104.391,2347828.076,2857558.102,3260642.071,82531.58055,1136392.237,1521972.364,2094747.859,2519233.926
4932,0,50620.24921,1259248.258,2451774.748,3101512.568,3569014.954,50620.24921,973863.4908,1301158.999,2087147.804,2580566.31
4933,0,79792.09722,1494702.336,2758486.854,3427236.852,3937969.148,79792.09722,1141343.151,1554621.868,2375096.535,2911063.384
4934,0,92080.8186,1498462.503,2436193.191,2973536.618,3391004.913,92080.8186,1167766.781,1562415.363,2165448.261,2617269.979
4935,0,80833.07705,1481140.233,2556559.962,3146529.98,3605931.054,80833.07705,1138268.547,1540515.649,2235454.167,2724159.817
4936,0,82710.82383,1421629.925,2292165.32,2790088.673,3193632.326,82710.82383,1099635.349,1480357.821,2047836.244,2438900.962
4937,0,58906.1104,1119169.343,1776872.381,2194198.809,2504709.639,58906.1104,892196.7542,1160849.925,1598758.458,1902567.69
4938,0,39476.55041,1366205.924,1907971.972,2284006.702,2592592.651,39476.55041,1069396.859,1401148.12,1763262.401,2096398.792
4939,0,57654.61592,1280481.584,1760480.332,2081999.794,2387653.762,57654.61592,980150.2904,1324622.594,1634294.478,1919641.077
4940,0,64014.76117,1285294.986,1840416.376,2201657.835,2529972.217,64014.76117,980767.813,1333031.466,1675136.495,2035881.728
4941,0,49808.13435,1334708.617,1683210.644,1956783.327,2189124.735,49808.13435,1052705.565,1373531.662,1597669.839,1897899.712
4942,0,39346.21491,1080033.348,1364641.395,1588148.248,1773102.116,39346.21491,856835.5205,1110721.59,1299996.749,1526658.415
4943,0,90732.73813,934490.0685,1198534.675,1394444.69,1529297.632,90732.73813,770116.9489,987934.907,1139622.307,1360098.152
4944,0,73700.37399,831999.8665,976955.2993,1072950.886,1176726.076,73700.37399,651420.8851,877556.7255,946125.686,1118572.757
4945,0,45189.23488,210543.6154,292293.5714,389955.8966,460576.878,45189.23488,186396.079,234346.7612,270509.1678,344590.0928
