hour_of_year,Reference_2025,Environmental_2025,Reference_2030,Environmental_2030,Reference_2035,Environmental_2035,Reference_2040,Environmental_2040,Reference_2045,Environmental_2045
6646,96175.86464772101,96175.86464772101,845237.1411879152,1133862.6978602333,351098.56750991644,352066.3615395017,188225.5699257537,262420.2704686196,311888.3370173786,273970.45179426094
6647,99625.1538404852,99625.1538404852,949298.3930096836,1238465.777777246,353337.26267625927,377605.99838390684,219542.74207809192,282289.97376757977,302341.59570597165,263997.8716977044
6648,99125.16514253154,99125.16514253154,1038599.5273876494,1325280.6307393902,350482.09491740086,417543.26321992517,256199.65617364264,272356.1622520137,314847.58893044444,215273.82569152693
6649,91016.1532265487,91016.1532265487,1047268.3941545812,1327062.2120192663,339070.92075993435,374256.23317819677,233622.59279457905,234304.54752050585,298562.77749170293,173979.0209555572
6650,99529.25732544606,99529.25732544606,983402.9685622408,1302029.7293204728,385276.01791991846,755700.5315447131,472072.5479219554,367279.8381517798,397716.42051807884,290361.80257133086
6651,99708.93433101478,99708.93433101478,964648.0592110648,1304345.0842700168,408234.43669587735,1004476.1415895848,634631.0794206552,475834.48666396894,455235.10861328844,379256.7797732129
6652,99627.2327338369,99627.2327338369,912084.7178111033,1268529.8035696722,426427.90255453734,1207704.4347441464,756014.9807517172,577555.6768549171,531695.4423952954,470888.68734017265
6653,97712.6530815899,97712.6530815899,1052820.5221858576,1426099.1703442964,443715.887015702,1462049.311499039,943001.8224326135,693030.7931959137,584338.4462236663,517266.0257241874
6654,98933.91733256409,98933.91733256409,1018992.6949681615,1370099.3767502466,421120.68776671315,1477812.7116013868,955707.4900668368,737634.8692317836,578431.3773260546,547171.6104943652
6655,99695.58827581642,99695.58827581642,845106.3079936896,1116315.8085893777,337699.0544008941,1448122.0806803168,938173.8361651846,732050.5442885522,538729.7749104038,508753.6814923871
6656,99447.1202498919,99447.1202498919,865922.8485379005,1162952.782535941,364440.9950513213,1367467.43172537,877637.6564998208,665365.362241397,535589.8308149001,477242.6864266573
6657,98864.79729225437,98864.79729225437,859802.5825917791,1151794.889637868,359139.84912090504,1462890.2167555327,943700.3141810687,730020.6679054832,553303.7372729186,521327.39555463573
6658,93525.57390384896,93525.57390384896,733691.3086986896,975958.8378602624,304385.4620666141,1458612.432008468,942272.7598444265,699952.4307836347,533002.3495328526,469418.7222665691
6659,58986.157172934625,58986.157172934625,938780.6559259166,1266256.314506453,376395.0326045956,1448748.8741493705,947382.810092646,726661.4969988517,565971.5034530258,533893.9840107596
6660,26496.39011746139,26496.39011746139,954307.4989833429,1275794.318553459,353874.12078019854,1444180.1197255335,958909.2002332577,740644.3507002086,565174.1707412036,535543.7112039244
6661,19110.667573369996,19110.667573369996,1025702.3380141897,1395233.8868578372,400514.9509942495,1422042.6178103758,949188.9471355048,727714.5638549246,548588.267797536,564305.4510673605
6662,30878.578228458002,30878.578228458002,1010667.7736268743,1360643.593917771,385192.025972692,1190100.9141734487,788065.8469054191,634182.6404619107,501171.48706962983,499083.92591242807
6663,28436.887828372142,28436.887828372142,1034294.5078699188,1374182.7298002723,373066.6535282689,1092561.0299713237,721862.5176701511,608534.020608179,500127.88181396015,472027.5003781822
6664,48703.31517688033,48703.31517688033,1047843.0112714558,1412414.4377733157,409754.3738269849,1327257.9352358086,868806.5235950497,698392.3560475839,560912.7184512664,540042.7379763895
6665,64014.761165035954,64014.761165035954,1059427.6240810694,1413023.342033514,405661.9744084697,1263137.901270304,825351.2789656939,665241.7000515356,536646.7034781391,506247.3273174247
6666,97128.01511429845,97128.01511429845,1060559.4721615494,1407186.6748453248,414469.0815407943,1129422.0274847806,728698.6006421511,607671.8953911952,487320.6207855768,473318.1105810651
6667,99370.06848429324,99370.06848429324,1038303.5317980209,1387586.9694345247,418476.1216970157,1153448.8317089304,746431.3493306761,610013.3249513452,472294.56092345854,483210.8987859458
6668,99536.92100183317,99536.92100183317,959115.796790656,1283536.9152354375,393108.6125815274,1353126.2131024792,876907.5405088402,676236.2886924502,518776.5214402854,500784.4795653987
6669,98904.23697426608,98904.23697426608,840986.227088885,1080663.8618121245,302989.8993206999,1029333.4066947107,664912.5372549042,539482.4596304428,422856.5025166717,366207.1577774159
6670,96123.3704855541,96123.3704855541,702527.5174144708,890945.5509343068,248342.70381212188,1174924.721670896,763186.3728744646,604865.5717423062,435835.3339636802,384576.358120644
6671,94808.31320618515,94808.31320618515,577849.0420105729,685344.4044112354,161576.870808328,734819.1268359387,478257.6306923392,442035.6811268503,285842.5723571409,260077.32960299202
