hour_of_year,Reference_2025,Environmental_2025,Reference_2030,Environmental_2030,Reference_2035,Environmental_2035,Reference_2040,Environmental_2040,Reference_2045,Environmental_2045
1356,40650.010458885634,40650.010458885634,722334.5922592754,974322.0031698325,284427.3186348058,125610.53645859106,46657.284332853495,115054.51468533113,265410.64935902425,152540.6028897517
1357,23304.379860383873,23304.379860383873,676768.873204716,906381.6654858375,252319.72675846954,121769.28916182027,50003.433704552735,103395.6486516919,261522.81577247448,126102.53859009598
1358,16510.320557298783,16510.320557298783,696628.0785485642,935602.5520644602,258730.90362070542,117763.94328037041,49428.168892105576,106741.36769125648,264340.803093473,134797.5011591859
1359,48825.91932392042,48825.91932392042,649168.2599884953,873035.8156480828,259196.24265940906,175200.66409010452,77631.97526322593,144698.49022111058,262346.26564280235,163749.39532691176
1360,30038.93375983744,30038.93375983744,580090.7333557263,773966.2208978147,218572.56181732749,232638.46052247004,122990.8390075186,180089.47267517413,267444.5253799283,172262.31331880944
1361,56964.37687499998,56964.37687499998,735304.0089525434,999353.169290269,305835.4660222913,342331.4657045127,185399.46665916144,189182.3037063115,320437.19151242456,192985.7660708154
1362,77385.31937423724,77385.31937423724,660204.9442680152,883374.4001042297,272968.46100922016,273206.60731647216,134941.05705242147,157936.44325064766,284364.2757366681,153939.57804647094
1363,78952.36560476325,78952.36560476325,607916.5803800955,810403.460781699,252179.70676731665,305211.53910525696,157302.35325841006,164044.6908263026,277919.4176985994,145870.02112090838
1364,60886.3986344498,60886.3986344498,512122.72268845944,676923.2629876707,203607.32760120954,271647.7510545376,143691.70811163698,154063.47197785103,244247.39364590932,128198.32625229908
1365,61423.67016247759,61423.67016247759,543598.7295761587,725471.8339111459,221782.8775724601,276233.0197455017,143844.65959799907,157857.7470874056,258322.0475030467,140289.53754243828
1366,70136.04197250443,70136.04197250443,794990.109202883,1080312.0800627344,334708.48310206627,349175.7891846064,206984.07257096464,189500.56635713618,247576.39028486042,213862.5235801826
1367,83413.29793305736,83413.29793305736,820036.3929828824,1112782.4683788584,349278.17237736506,416147.2435350685,232743.76220325666,231575.8345592594,326856.32521930954,235892.06663588705
1368,45869.97648771503,45869.97648771503,900880.8100881494,1184928.5784728334,321093.0737121238,334998.20779869985,201355.82551620348,215024.67116912946,310860.41527440085,200168.73661877227
1369,52885.202612752124,52885.202612752124,548116.660661672,698775.4903991667,184784.38465713963,293476.7549245569,172366.8196941111,168661.56448439346,231264.90701439203,114505.91636175143
1370,86184.89374752696,86184.89374752696,843582.8494104656,1108684.5581451813,321965.5798749663,546379.603701716,329766.0431981287,286766.0320180117,346738.80371803936,227997.94985368053
1371,63473.28699286251,63473.28699286251,887629.4859841883,1174342.254521935,333165.74377338466,503279.5985553645,305764.6721161279,276914.14447907935,353921.3054417109,235373.37749668892
1372,46868.963717754676,46868.963717754676,497364.31192729657,657392.2634731788,193238.66679916476,836252.8142094999,529432.9192396618,402019.90361706,377096.34629180323,260450.67087214522
1373,15459.384665210035,15459.384665210035,280356.0409529,357331.5584786617,89898.64791079622,591476.6560778151,371868.56008439517,306008.1615315933,296040.04508383933,178551.34981061635
1374,3597.8446814216004,3597.8446814216004,221599.85981702287,323598.12842681364,111983.22850481223,1165228.086120618,751831.2039465251,533746.165569557,435767.1227874042,333308.42567770707
1375,4515.331969789933,4515.331969789933,194653.2749078585,254892.33941086777,67118.1369088208,644862.4668696225,406900.4760798478,308691.7918071997,302545.8592960402,173072.6120829656
1376,1359.9650825762362,1359.9650825762362,198346.43692524705,237728.39608046043,42818.09092519589,360862.8697709208,220867.6241775917,194421.18668708007,233086.92778065952,91122.64728728068
1377,1085.208329618368,1085.208329618368,244573.2270300662,272721.33032475004,30523.780056513806,255421.17685092238,158863.96152477333,159983.83093859514,200012.12646490472,54063.31882644081
1378,1803.7362769765787,1803.7362769765787,368213.46328805643,455780.61364214396,93567.63338564936,401916.9422316676,255202.46872224868,220260.23443878378,257416.2590949104,115968.09590441661
1379,2986.171043443946,2986.171043443946,513878.6015115682,660654.5301972056,156073.79238472675,365339.51901765773,233906.6169628434,202213.19078236984,256988.1568750944,132460.68420337696
1380,1728.6610167333163,1728.6610167333163,598442.9016862175,790634.7526426484,202907.1218545514,315496.97372367844,195524.8624805527,178787.9680849284,271774.3754081824,143835.36381881818
1381,4729.047485354121,4729.047485354121,691149.1437052623,850578.3021729968,170165.99391019327,416599.9474937813,282978.0095144184,260608.42004683864,278165.90598201053,147588.48557338575
1382,7427.071638036766,7427.071638036766,628514.6162415439,826570.697503351,212136.8159702716,406601.2320929862,263756.75223465584,218372.81855070114,267664.51241982845,168529.15313600958
1383,10940.010219827027,10940.010219827027,778980.7495609396,1086551.6181423976,329352.98594428576,618014.1599440614,398058.6532809417,284492.2190098517,337297.6332383966,273358.0897633062
1384,15413.646161691262,15413.646161691262,840439.7087962605,1145365.0619239234,329130.2500418164,759990.5085887609,489992.4510712187,367245.1364565132,408467.0575031699,303249.2458113088
1385,31353.8220205564,31353.8220205564,754246.9020705266,1074265.265750866,353804.3750147691,1026455.4811075554,660790.1032440524,458947.2208112427,436592.3161790227,388732.22541565733
1386,43565.23807662541,43565.23807662541,728587.8206726678,1039741.0609530944,349614.8142380233,676410.6237282517,427790.7388475387,301406.0044854023,317670.67554788693,305011.09716195567
1387,45019.23888387533,45019.23888387533,682788.6050842485,1019465.402685199,378034.0038137757,964867.5404605678,614683.38717945,408424.8193687579,377633.58167707373,396885.25009758165
1388,37719.53211560279,37719.53211560279,663269.1221384177,999865.6109688549,374510.2816072003,1027171.1944983931,654229.7888425216,440350.42865276703,404464.69471738115,419328.9056306455
1389,33167.78125245163,33167.78125245163,550529.1743901114,775222.8259071943,253214.64244892285,461947.4529106418,293853.2564577062,225477.60128360614,220100.65648811782,228916.74884663412
1390,38825.17048032709,38825.17048032709,519769.9933715151,767838.6649776383,280857.13892411516,541964.5021512297,339310.9095863443,223619.83434294045,235417.5818447473,245038.91724434964
1391,25438.221901303106,25438.221901303106,365101.80917582574,560961.9661265358,219585.98051043984,561736.6711610935,356407.12832387444,222950.96720342894,212700.833309385,224981.2549233169
1392,22230.733367269117,22230.733367269117,64580.88736153157,103510.84019019999,52438.633808293,188728.62649214463,116165.440222282,73984.82610672091,58624.016790037145,62858.01054001751
1393,14818.677863209183,14818.677863209183,34638.25358522605,58113.25507572222,32447.072474462493,154481.1767406222,96549.09381967614,61991.72643769768,44852.51825962312,48464.938885050266
1394,19784.182832128303,19784.182832128303,46944.453539432914,71805.25546213129,36272.32548120697,122631.27540803624,74192.7696983851,48592.650268949656,37897.59169622587,40065.746050547124
1395,25917.626576559902,25917.626576559902,53810.100705202174,72788.76169694582,33052.16922462001,90742.66549078634,53292.880752492194,37766.83662507795,25937.898067454847,28434.603582862106
1396,19885.914143537593,19885.914143537593,90684.68288600468,126736.312439631,48169.28445005672,172729.45595206437,110604.00701772812,75906.00573486788,50873.98760170819,58516.99948176944
1397,17581.901845481072,17581.901845481072,173055.15104161063,256186.70538156474,96802.53058504788,322028.1039701252,208481.0818712603,134398.90095356537,105099.69748024528,115247.29797503504
1398,18412.566449753966,18412.566449753966,120035.22006544717,158424.54834032097,49762.74489486832,140482.023055259,92159.5867217158,62631.055904561115,43446.751004705235,46125.66021983465
1399,11672.597983868565,11672.597983868565,146005.01252794097,193562.13831357687,55865.694640852314,93112.71068372075,62877.60196422478,44094.13701314226,36462.1261029894,39364.22650761157
1400,15024.705716761982,15024.705716761982,369850.2051544843,501962.02141360583,146403.527759696,204147.3044476094,138834.3716705729,94787.88700805863,94232.47128802468,99517.92325310182
1401,21375.80407221245,21375.80407221245,759968.2962886378,1020104.7940583096,283526.4098142444,185302.11328200257,132563.1599672826,98872.76252471752,138352.6402133391,141811.64944194685
1402,23722.406378706768,23722.406378706768,730026.0476615614,989834.0649205653,284708.66939685284,297738.957561437,203685.19652097032,147751.14536578316,167650.4455821109,175909.50060050865
1403,24442.58738634806,24442.58738634806,651821.0034606394,927094.623361207,301923.4882000044,478468.6976172243,310480.285433172,209232.31541622317,224944.76849857054,237289.20993365074
1404,16133.598528110797,16133.598528110797,678940.5284443926,976446.6350188222,321501.6238745685,618106.5194118395,404925.93948481046,267357.10801848065,266149.41156491515,283467.4402144258
1405,18691.710203105205,18691.710203105205,832381.8106338594,1168391.301545922,363755.69955458253,868722.7915390299,582553.2703774761,394764.32923018816,329290.2488497566,364044.08354545897
1406,30020.697243354298,30020.697243354298,948341.0078799638,1320274.9575958778,408389.9438582149,1354496.2711253448,909666.7534648593,613650.3527211224,457425.7037853558,494772.27350017964
1407,55166.13125316105,55166.13125316105,947599.8131911254,1321528.1271527987,423154.2376739107,1400504.3162177443,931738.6139960772,629527.187404314,465649.15215491597,506552.47927415825
1408,21669.14406077542,21669.14406077542,945852.7903111047,1318259.5068106356,404729.0100514741,1356082.4678333153,911142.3918864245,629941.5450034476,466917.36060874857,510963.2541276836
1409,12949.188582877614,12949.188582877614,843643.3507447843,1212324.4593525222,396347.87384683546,1270428.2392465526,848368.8844384229,568963.3743674782,436801.2884393301,490133.5049605781
1410,10321.587766139417,10321.587766139417,787544.4328014179,1131891.224132823,368682.52631673275,969375.8771109413,646147.7385865287,415912.40672547935,357299.29528939916,383842.108613068
1411,4548.929042994397,4548.929042994397,855946.0882413117,1201881.461181333,367510.70087461843,1010908.8928206457,685383.2683118818,444717.2455181948,360041.84177231655,388611.5382019347
1412,1830.4339351091517,1830.4339351091517,670187.9979653041,1018499.6662885294,369042.98710052436,1069973.912877587,702108.8221120697,437471.926190579,386823.38865559106,418977.23278961895
1413,1600.9196502615227,1600.9196502615227,444150.7059277224,686582.8471614593,257102.32919349405,762615.2750096879,497613.9877957167,309200.2415649827,275701.79681989824,298369.9357443771
1414,1722.7593162025762,1722.7593162025762,259765.61513498775,393249.89684547693,141922.585906846,406170.5586211206,264585.5980415269,167812.31231651222,154489.04234186816,159729.6203885968
1415,3634.663062967784,3634.663062967784,128181.28845277752,193733.0023656816,71140.45352580407,218875.32626430757,141701.80767635355,91147.17161768062,81964.48041374711,83160.63329878704
1416,2019.5509587913855,2019.5509587913855,129019.3961327284,204900.408790883,81455.22936231334,313599.78048334067,203149.95823302853,128911.20801467277,109991.48167260354,112401.75573882909
1417,3527.6459677040066,3527.6459677040066,104860.04342614122,159568.7191244994,59621.63942182328,182467.5309951982,118202.24972543753,75864.84449612175,66415.15600431545,70200.19840899148
1418,2950.759624282739,2950.759624282739,90583.46665141909,146382.4174719294,60674.78788261399,244703.66594486035,158867.49174478272,100227.91798247256,80370.21986947792,87197.40706950783
1419,2966.506075225314,2966.506075225314,64083.14007465258,106508.09846596129,46702.79082996031,257438.39484094025,168471.10303854794,107976.83218220134,76903.18721244202,85416.91646257695
1420,1298.7121365557355,1298.7121365557355,59918.897374971406,108873.499799655,53042.152348395684,364724.5451087966,239139.69376391594,163023.77613516833,105455.28586094227,127790.71386494808
1421,670.3736898607435,670.3736898607435,50306.623280874875,84799.76690251917,37373.43212246054,303329.74983601307,199780.80040661118,136502.40385118267,89180.90497310164,99565.88681074788
1422,1169.4917256216859,1169.4917256216859,37684.35138510251,56838.838471934374,21232.365864007446,201363.7837017979,131623.0416980706,104626.91119868057,66503.90984236085,74557.07711841473
1423,1456.5897242245262,1456.5897242245262,36479.978960530345,51714.34790210054,17113.54631319723,150349.45751138523,98595.6512993815,85639.82668613829,50554.9020475624,62498.66324209958
1424,1381.3191403355381,1381.3191403355381,53272.551669224464,67291.16883984806,15775.961084945504,149087.81258682357,101389.74633407977,91689.88909252582,44112.44102685729,64281.28170375086
1425,1665.1010182225364,1665.1010182225364,120130.52047876237,143680.85699549067,26242.682584842096,286738.07859338215,198583.7936972706,158107.15046644636,82146.65065327042,95249.50634472651
1426,1747.0718296582068,1747.0718296582068,294094.9744649556,351170.94639982225,62255.82781166406,624635.5800096669,435523.22410871927,318758.1604848734,180339.29431228843,176915.40436983143
1427,3535.05034921786,3535.05034921786,537607.4013758631,641541.5380600485,112404.24972234345,742745.2284751158,515731.13489183784,395015.6470169432,278227.64735695464,206803.86117902483
1428,5983.227260230147,5983.227260230147,666224.5401218248,804288.3503731843,148367.1529657161,410066.1705133181,292894.7967595154,263441.89436753315,221846.95862187503,143546.66669683188
1429,10073.747155701985,10073.747155701985,586182.8415708186,698286.5600323046,122979.28566959407,318769.4662182044,238631.2901594027,198220.07695911554,147890.27432716748,95661.64138562356
1430,4712.325418155059,4712.325418155059,481219.91463297827,520914.8099466311,44070.12829819787,214728.50276399567,170875.60688251082,166388.49527199473,124526.32907098327,29580.95283636284
1431,4073.1131409608165,4073.1131409608165,431042.0280370653,456515.80865682557,28807.945879753246,190769.9582084102,157683.5432155556,151025.40705915893,95772.94168281574,19803.94804780767
1432,2625.1216203769977,2625.1216203769977,318311.3085622597,333553.0020617903,17345.912904640867,143825.4448350744,126690.05413624755,110655.782666593,41806.426918612124,13770.879734645874
1433,5556.481815316171,5556.481815316171,190209.21894663692,205906.3125031984,19290.38990087795,91536.64776547748,75355.60166351814,66207.25889015185,32340.448862401983,14084.643592450586
1434,5198.637544897607,5198.637544897607,123772.74461489613,135786.58207048336,15252.300108321113,66988.03037317877,51499.477918843884,46544.41981322452,29344.09070904015,12316.384265282784
1435,1766.5011742875126,1766.5011742875126,47103.18999919385,56530.68781737947,10849.53485207871,43085.86762544703,30294.28272982272,24542.062999300055,17018.19167386158,13302.225642912203
1436,1768.0754636063136,1768.0754636063136,48046.81759869637,62363.76101370709,15951.38832381699,31409.00569919284,20519.888050145644,17832.083787192718,18815.45580424123,13487.250978190665
1437,1729.7548032569212,1729.7548032569212,99437.52878512257,126025.18636127724,28789.691260243897,42430.9795712693,27724.58384369406,27303.927358809204,36495.43292752094,18608.736242044644
1438,2520.7413892877535,2520.7413892877535,48831.281501502905,65079.72785521594,18454.9437346989,66981.65410978267,41536.68564319142,33767.93571944533,37021.62750740292,22792.87954293752
1439,3568.32626369047,3568.32626369047,18800.06873634334,27732.071456164973,11299.65332534834,56538.25654672799,35134.712703443525,25779.262770453817,22338.29119476051,18594.65698823419
1440,16213.532216687772,16213.532216687772,29663.4130293969,42621.889399851214,21829.109076082168,59562.65457069537,32805.26574499089,24612.21598605015,23968.94961910096,19385.259885319152
1441,26225.004573470258,26225.004573470258,71675.69090643748,103626.53783284928,46769.864239855575,77055.57293955635,40437.424824964924,29344.842752430122,35519.54048737323,30612.00380315016
1442,22166.88880729793,22166.88880729793,53523.69943159044,78515.6251419959,37446.267529928904,72419.7005123823,39963.00321689042,27098.638698318337,26631.608075643242,27112.729530511326
1443,21937.106974151404,21937.106974151404,35300.06250078146,49261.86018165905,25712.090800965092,53313.22450635562,27240.58952833378,19953.26474449986,21272.0169023497,16184.824293411564
1444,12044.946228420586,12044.946228420586,47722.612575468454,62996.49818215666,22112.098305391897,42673.75841563412,23003.705335442268,19882.105418539835,25999.425004680794,14497.537232766002
1445,14910.2559012188,14910.2559012188,53601.08616665461,72163.61465864477,27005.61875145611,48811.798820725315,25944.391267058472,21588.395966585922,28379.611513951957,17227.539282236263
1446,28400.542614962127,28400.542614962127,142499.6121795211,203313.8393354886,78123.0514439887,89640.97029969266,46615.29680910545,34840.290020646215,55807.434414634554,44896.749262406105
1447,27184.61204563409,27184.61204563409,237320.3773885528,337550.7533534336,118812.02701801022,92061.5315609335,46478.34795276419,36989.443348735855,79755.23520071109,62261.33831425154
1448,30641.135660887532,30641.135660887532,164646.94675161765,238066.17694182709,92736.23738669897,188719.70020292723,109639.01045937711,77021.67157128942,92399.20755248294,73714.0038044134
1449,47919.56463292711,47919.56463292711,491688.8202527597,699521.3232805169,242029.42834561435,147944.4381491782,73065.11220893223,57635.555449596635,144839.05739104058,119650.2391700485
1450,12068.205416049512,12068.205416049512,655960.8939037026,913090.6538105344,275558.86057003745,85889.25499451309,42124.468058742874,49239.05398910168,177104.41234132467,125644.00129072262
1451,1779.9687113256336,1779.9687113256336,589230.9736767975,804044.2719663493,226039.91616215234,78001.55866242756,49235.548435659875,51321.3734676713,140655.2021862198,103682.80340647683
1452,1698.2351812860609,1698.2351812860609,630202.1108830881,855415.1508160573,236891.55474251026,82866.0044092093,60204.888284268694,52898.38453864504,122394.80017019526,108251.62134455457
1453,3568.32626369047,3568.32626369047,684002.8740780491,951724.4165116131,282370.49165733746,68551.81218939256,44591.255820503735,38707.199547350065,134430.8377670966,128595.98914630452
1454,3527.6459677040066,3527.6459677040066,737666.3398432408,1007165.2981393717,284211.40638162434,89195.14894999778,63806.441612946684,54987.55523512447,140718.80549651498,128204.18989306864
1455,4015.883661118215,4015.883661118215,843668.5861005732,1103017.4543825493,273804.4973855605,139460.12294919539,105420.76578655781,102327.78328712952,174658.57266370713,122440.58643354695
1456,3255.5183308772394,3255.5183308772394,773890.0372568498,993475.8128328123,231747.16169900313,141247.66768707233,111294.2691159546,109750.88704275589,154290.00629042988,106428.6237516449
1457,5078.640724790192,5078.640724790192,420413.2311022937,563627.8156344518,152617.9123387296,55857.27809190891,37939.49911038547,40572.206317382035,91136.2196082031,68386.67932981605
1458,2492.5461293530657,2492.5461293530657,312589.73836040555,428345.18974056334,122549.16822315134,32440.02415400826,20717.94848585117,22095.40862147728,66535.23848620172,54827.31460612723
1459,4062.3998764714124,4062.3998764714124,232806.9405533818,309636.2212324193,82545.91041610685,34812.37335596128,23934.00848575933,25828.966017650044,50047.74007773786,38044.43464115072
1460,1967.487683244977,1967.487683244977,172638.63439589101,236281.43167103283,67681.85050051285,20043.980829260334,14007.128435821716,15586.325517685109,32133.106567156214,34036.06846803997
1461,1411.44706658097,1411.44706658097,271640.4813751002,386850.22613574745,121438.78632754678,15381.007781699025,7114.899654249713,15518.812420115468,54827.15921062943,63742.33772053141
1462,1181.770367832678,1181.770367832678,160106.80050997535,225190.18097685828,68800.87778084126,13911.698211884,8255.756929691051,16986.309082081967,31746.115178893542,41947.49885176495
1463,890.8461192963165,890.8461192963165,41844.15741879935,58482.340349616876,17895.94355016739,8776.84599514999,5613.208112373448,13438.406930032785,8981.82642953574,19223.40731281819
1464,813.7160988669901,813.7160988669901,69727.07988383122,96395.22017316261,28366.51554382556,11179.537607567041,7667.9914821926495,10803.055185005822,13310.422520584782,19106.171275647455
1465,1007.9966316574457,1007.9966316574457,17698.317603906104,22993.773633136912,6067.352358874897,8315.039574808008,5566.85820229883,7077.752754332931,4816.278272879848,6583.104304592119
1466,699.4998526786351,699.4998526786351,29890.740268820533,35435.48801507279,6182.415755089431,16233.564967796881,10816.922048125412,12151.143556193665,12661.315816603228,6051.019429858082
1467,752.8041094116492,752.8041094116492,56273.09211796294,68197.51365955145,12906.97730829526,26866.160936071792,15973.748725862146,22037.074278954842,30256.377312148958,11809.70856799255
1468,1428.0167810556477,1428.0167810556477,62533.42714784034,82051.9058625727,21212.639625489704,26404.706138500736,15435.060942176093,24123.919828167913,27648.602735853467,21824.327863132352
1469,3722.666141211504,3722.666141211504,97401.04734299131,134304.91712641512,40588.39260821928,30297.725327480948,17218.314608142682,19543.960362680762,31994.338098549662,26199.938528906587
1470,8668.261810495642,8668.261810495642,255934.56701293983,365111.4888235815,118785.85239089113,32037.883966190613,14998.28321876803,19805.341306444385,58757.57714758824,62475.96461787989
1471,3824.6921950545443,3824.6921950545443,104975.71717059518,150326.18439479265,49486.48582266605,24230.59854076858,13471.845863852555,20835.77358983102,26609.101083475776,37504.82702567221
1472,2334.7368469174003,2334.7368469174003,95753.62186578287,137728.1369422249,45202.98783353103,22234.567112014298,12736.504431346963,12805.912497736359,24149.764300090632,28072.122073199127
1473,10461.797860644943,10461.797860644943,219952.81512464918,315617.3061446429,105530.23855765311,32046.058786521415,15060.141830319923,16954.48938965884,49408.89763210139,55362.74577416195
1474,15150.571341166411,15150.571341166411,165762.16213985157,230521.98164406276,75494.0695533054,40302.86766641628,22032.579941924334,20815.18445932055,36361.43606550325,39526.68298952432
1475,10348.319919984102,10348.319919984102,87197.05729888295,120321.58239832803,39945.431466654176,33788.84934949738,19358.861369606027,17394.655867740432,22175.320015658217,23917.291551254508
1476,10966.463710912069,10966.463710912069,89786.99599854408,124333.66364900366,41748.245291725616,35127.51237079982,20048.40405983026,21433.9263537053,22606.39079500078,28968.878506921978
1477,4422.799824571959,4422.799824571959,49212.93119889574,60058.97820633099,13661.913161691948,43051.9335170733,30156.077755601233,29894.01156194212,13569.501838392,21038.78547080211
1478,10067.034528049924,10067.034528049924,33241.07841659615,43642.25945671226,16150.506394772654,85953.42176157642,55283.18275217007,45792.66418392358,24028.95249013784,32549.75143312632
1479,14154.232476981184,14154.232476981184,106094.46408621465,142746.48542610827,45973.16483850937,190065.35593299413,125560.90858477647,110399.31005591038,56761.95633060808,87372.49603678036
1480,12912.252342983355,12912.252342983355,130261.53908901369,187832.2561814618,67211.16621723445,160191.91616702802,99904.3955367468,88086.63545417332,69516.98553132257,84528.60648117692
1481,5310.037550745769,5310.037550745769,96192.30235403116,141372.1858965729,50524.915620559106,188032.11932606582,119141.22759783405,91950.2437951802,78947.44254312107,75874.79538732179
1482,5544.196047244086,5544.196047244086,40067.54604924056,68258.93743714623,32833.320894512945,176398.00548585397,113513.68981764634,81568.5351970492,54113.27763215321,66911.90645334627
1483,4954.130108734319,4954.130108734319,17663.857362935807,37943.59827222962,24311.96331040683,196011.04782311057,127134.88591906827,90229.74333316294,53711.60771915302,69439.34256626715
1484,1766.5011742875126,1766.5011742875126,21731.165908478288,37128.11857473267,17321.79245418443,102780.01063193115,66681.78876300153,46759.91296027489,31507.784658962955,37258.79555520076
1485,1425.267435442518,1425.267435442518,34677.72635807585,56204.607822822116,23619.150489387157,118322.9687127951,76377.01309264684,53635.67353755785,40324.370279273324,43689.26779618123
1486,1812.7108791474484,1812.7108791474484,76672.08654433364,114871.31126388346,41359.10336483429,148082.69519874678,95142.93438737218,64113.637546508384,59048.78801946664,53849.160860323536
1487,1976.4645233231524,1976.4645233231524,147070.47356366934,194892.4831599514,51613.5883430481,202991.98063854894,125602.68181050371,102125.63548900234,122068.28614205228,65207.71309570266
1488,9446.26816232564,9446.26816232564,151420.91040265918,205164.19789019675,61566.36357519876,207434.84733137753,126870.50701107507,99706.33708610426,117003.14471781786,69021.71825055758
1489,6829.258827897247,6829.258827897247,65963.00989808352,85540.43628443877,24392.453621606695,177660.68358857208,110316.52810540894,85749.48533654414,85650.54498878591,48654.97102659953
1490,14245.931270497877,14245.931270497877,64814.41284653515,78545.40637327546,21735.442052437327,101930.35665076197,61068.45270258714,51595.10308602963,52993.36250075816,26275.85264164981
1491,10167.645288019432,10167.645288019432,92663.42189363009,109262.95569745568,22680.86673578875,101686.6916759724,64345.64421321844,56945.638440991235,55457.510074868165,26889.525982225663
1492,8102.639884144585,8102.639884144585,222377.22125147004,255258.44389361856,38757.500154791756,157668.89689755993,112502.60689883045,97166.94630894643,76295.45102923436,38579.50533893373
1493,10154.240258238226,10154.240258238226,145498.45383085668,166495.96555299434,27271.526804950954,116746.22378959079,76415.58942508648,71074.71593088556,71573.01251271472,26907.00132883377
1494,4879.240212533244,4879.240212533244,136160.6812354017,159327.84490467107,26822.15805665396,78901.94187734519,48641.18143892333,54632.26083830357,73509.16029650354,20839.754270630834
1495,1405.8846476273802,1405.8846476273802,216956.54583026213,229554.91012619995,14008.138345172387,121165.29546740773,83994.89993716717,94864.71533737521,103992.57864516844,15690.084003831093
1496,1212.8979676441293,1212.8979676441293,119889.3548577212,126771.63676371262,7891.008112823149,72379.63260329663,51232.18734653236,55806.35942208115,53612.38879929535,11875.060225808355
1497,995.5405639703937,995.5405639703937,51003.0632277199,58381.16762376211,8345.601495437455,57279.23582347388,36797.44870434107,34589.00729941006,36740.814959070274,14496.959575569479
1498,362.5608298369453,362.5608298369453,24878.58930270787,31088.16085829484,6826.6070252778045,53847.643298359864,35842.73673456416,26465.51432614343,20878.777620645356,14912.325495380794
1499,352.738184406503,352.738184406503,10669.947276328649,12576.807520429811,2225.345797439342,20937.89367503025,13772.837716940769,11465.495217595513,9236.83876703868,6032.05006957882
1500,565.2360148282603,565.2360148282603,18457.28654133035,22488.022011962556,4539.52882565487,16283.541689786534,10796.098088204002,9748.676101369696,9127.24691184354,5439.757450549901
1501,995.5405639703937,995.5405639703937,32333.264139318806,35356.06417987892,3695.812436402727,22110.23564686882,17354.640433188903,14452.143218955669,6249.306343902604,4864.366988466163
1502,797.2943352236668,797.2943352236668,53473.392083078346,57056.930454364934,4206.149498713544,38031.37871318213,30573.82125280567,24874.89068619504,9386.096505552743,7230.12505099791
1503,1384.8514145702406,1384.8514145702406,40321.94022967585,45329.788351865776,5973.683473089173,25029.99785539735,19389.63978617688,16527.71447271795,8260.323157892522,6331.72317017716
1504,1609.877531455181,1609.877531455181,59822.453482037985,68471.80091309614,9895.256472750132,27764.184024288563,22260.352444208635,23784.020994741477,10565.865499165136,12117.625090341382
1505,1108.9219119395023,1108.9219119395023,48721.32479140207,52903.69089877006,4973.12485129944,30066.122129643245,23810.33749411313,32379.2320485526,10042.712726213944,18902.05539067598
1506,1318.634768215455,1318.634768215455,67522.25666853593,72643.30397735418,6081.741594541376,44322.95201697362,35114.25692064552,45637.744983761724,14043.394378919947,25666.499419815962
1507,990.7480421523547,990.7480421523547,30348.0887079402,35468.72585669302,5914.610173101598,27678.77267843618,19081.005375398818,55219.20518074526,13315.378886574455,49841.530010137954
1508,1113.661018446155,1113.661018446155,68766.5836969429,76470.89579688688,8695.970977202338,46714.838812545015,32293.521071000425,54091.224302670205,31210.04629975866,34124.105760794744
1509,1412.8346158460163,1412.8346158460163,51481.92280802364,64712.9505403845,14627.395828688288,30660.41118440405,20954.694050846454,40922.029757313656,17674.102577002464,36629.75637539553
1510,1784.6496528088053,1784.6496528088053,42559.06961323686,48597.53179416362,7271.796965359066,31817.70429417184,22968.4506324803,39395.1735115273,13526.929535454054,29547.67583850355
1511,1327.4183848088069,1327.4183848088069,31412.479542229354,36703.00256368993,6271.12185726346,31670.023286166783,21846.576755483606,27974.177514323874,13840.628427223337,19317.98888741104
1512,1311.2819316923008,1311.2819316923008,73856.38888514877,77364.3855547495,4397.726358416349,54905.232339452574,29679.447457388917,54211.77739227508,70070.88191548796,19734.667303127117
1513,1673.213361357595,1673.213361357595,118288.77201148903,123597.33860367828,6465.781592902343,72137.62394019158,46549.22838567749,60827.04334226021,71097.35925507995,13061.89457771641
1514,2142.88624465331,2142.88624465331,216031.18327691697,222585.2503390812,8003.688984225266,113096.52840928781,78555.77318880949,99440.4277858405,104669.76731886386,15386.66406733311
1515,3711.69363064725,3711.69363064725,169667.92063325678,176985.6985498313,9604.579272896503,99328.04950322617,63249.775089631075,80258.66455024826,102142.85454839602,11720.72220598479
1516,3119.368376786045,3119.368376786045,115491.31507937495,121118.17367439458,7522.177433199027,72435.98715419878,40764.62085753174,62201.21358627843,91266.1542981535,12377.594529596077
1517,3568.32626369047,3568.32626369047,68003.72295830786,75004.69369654289,9182.52561321902,46610.04705352973,32980.32333177491,33865.13468044138,24776.910065998378,12905.942547941297
1518,6090.45426077707,6090.45426077707,55033.826922652974,61459.552291587584,9833.792017764205,40347.014088253214,27139.896013792306,27748.391329797487,20736.704719379002,11387.852952514633
1519,2661.126570613645,2661.126570613645,40529.94729527438,46120.36535200227,7244.700971970882,33737.73687700669,21651.682933131327,23274.497112616304,22444.624671252393,10284.348978003785
1520,4611.850272074719,4611.850272074719,26235.94204951039,34166.132864390675,10730.911411267969,46956.825295639625,28955.644383066563,31021.47311551733,21329.936415125692,23201.516957881417
1521,4346.938766950949,4346.938766950949,43959.97983623233,59473.09320674223,18494.109647853755,29922.869639637956,17548.55008733344,20108.660511906946,19899.894655496413,18868.223394618737
