house_type,insulation,schedule,Loc_code,Hydro_resource,SH_DW_code,Occ_code,kgCO2_SH_life,kgCO2_WH_life,P_annual_kWh_life,kgCO2_op_life,Embodied_SH,Embodied_WH,Embodied,kgCO2_total_life,x_num
Mass,Nom,Ideal,AK,Hhigh,R R,5,4165.5700016,3769.5827505,124530.051448,7935.1527521,856,500,1356,9291.152752099999,14
Mass,Nom,Ideal,AK,Hhigh,R Ro,1,4165.5700016,1190.98017465,77024.351448,5356.55017625,856,300,1156,6512.55017625,15
Mass,Nom,Ideal,AK,Hhigh,R Ro,2,4165.5700016,1739.10247119,87491.951448,5904.67247279,856,300,1156,7060.67247279,15
Mass,Nom,Ideal,AK,Hhigh,R Ro,3,4165.5700016,2456.9152311000003,99983.551448,6622.4852327,856,400,1256,7878.4852327,15
Mass,Nom,Ideal,AK,Hhigh,R Ro,4,4165.5700016,3301.5916237,116578.151448,7467.1616253,856,520,1376,8843.1616253,15
Mass,Nom,Ideal,AK,Hhigh,R Ro,5,4165.5700016,3910.2294481999998,127071.051448,8075.7994498,856,520,1376,9451.7994498,15
Mass,Nom,Ideal,AK,Hlow,HP HP,1,1551.95501459,359.57224216,19115.808014600003,1911.5272567499999,1077.513796,400,1477.513796,3389.04105275,1
Mass,Nom,Ideal,AK,Hlow,HP HP,2,1551.95501459,525.53704288,21575.676177,2077.49205747,1077.513796,400,1477.513796,3555.00585347,1
Mass,Nom,Ideal,AK,Hlow,HP HP,3,1551.95501459,730.15983088,24434.5225036,2282.11484547,1077.513796,500,1577.513796,3859.62864147,1
Mass,Nom,Ideal,AK,Hlow,HP HP,4,1551.95501459,960.86713255,28181.7178786,2512.82214714,1077.513796,650,1727.513796,4240.33594314,1
Mass,Nom,Ideal,AK,Hlow,HP HP,5,1551.95501459,1121.38611449,30657.4914074,2673.34112908,1077.513796,650,1727.513796,4400.85492508,1
Mass,Nom,Ideal,AK,Hlow,HP HPo,1,1551.95501459,375.60576102,19345.6458734,1927.56077561,1077.513796,450,1527.513796,3455.07457161,2
Mass,Nom,Ideal,AK,Hlow,HP HPo,2,1551.95501459,541.02691562,21801.2123758,2092.98193021,1077.513796,450,1527.513796,3620.4957262099997,2
Mass,Nom,Ideal,AK,Hlow,HP HPo,3,1551.95501459,756.5268997300001,24810.958722,2308.48191432,1077.513796,525,1602.513796,3910.9957103200004,2
Mass,Nom,Ideal,AK,Hlow,HP HPo,4,1551.95501459,1009.30977259,28861.4806348,2561.26478718,1077.513796,700,1777.513796,4338.77858318,2
Mass,Nom,Ideal,AK,Hlow,HP HPo,5,1551.95501459,1168.8965837599999,31333.9910136,2720.85159835,1077.513796,700,1777.513796,4498.36539435,2
Mass,Nom,Ideal,AK,Hlow,HP R,1,1551.95501459,1424.3001382,35918.9166908,2976.25515279,1077.513796,250,1327.513796,4303.76894879,3
Mass,Nom,Ideal,AK,Hlow,HP R,2,1551.95501459,2116.82834238,46401.9166908,3668.7833569699997,1077.513796,250,1327.513796,4996.29715297,3
Mass,Nom,Ideal,AK,Hlow,HP R,3,1551.95501459,2949.0576277,58330.3166908,4501.012642289999,1077.513796,320,1397.513796,5898.5264382899995,3
Mass,Nom,Ideal,AK,Hlow,HP R,4,1551.95501459,3858.5893132,73789.71669079999,5410.54432779,1077.513796,500,1577.513796,6988.0581237900005,3
Mass,Nom,Ideal,AK,Hlow,HP R,5,1551.95501459,4529.6598573,84293.6166908,6081.61487189,1077.513796,500,1577.513796,7659.1286678900005,3
Mass,Nom,Ideal,AK,Hlow,HP Ro,1,1551.95501459,1480.45213785,36787.9166908,3032.40715244,1077.513796,300,1377.513796,4409.92094844,4
Mass,Nom,Ideal,AK,Hlow,HP Ro,2,1551.95501459,2170.57626608,47255.516690799996,3722.53128067,1077.513796,300,1377.513796,5100.04507667,4
Mass,Nom,Ideal,AK,Hlow,HP Ro,3,1551.95501459,3040.0721144999998,59747.1166908,4592.02712909,1077.513796,400,1477.513796,6069.54092509,4
Mass,Nom,Ideal,AK,Hlow,HP Ro,4,1551.95501459,4028.5461609,76341.71669079999,5580.501175490001,1077.513796,520,1597.513796,7178.014971490001,4
Mass,Nom,Ideal,AK,Hlow,HP Ro,5,1551.95501459,4696.6579119,86834.6166908,6248.612926490001,1077.513796,520,1597.513796,7846.126722490001,4
Mass,Nom,Ideal,AK,Hlow,HPl_Rb HP,1,3240.22376396,359.57224216,33390.063608000004,3599.7960061199997,1157.30375,400,1557.30375,5157.09975612,5
Mass,Nom,Ideal,AK,Hlow,HPl_Rb HP,2,3240.22376396,525.53704288,35849.9317704,3765.76080684,1157.30375,400,1557.30375,5323.06455684,5
Mass,Nom,Ideal,AK,Hlow,HPl_Rb HP,3,3240.22376396,730.15983088,38708.778097,3970.38359484,1157.30375,500,1657.30375,5627.68734484,5
Mass,Nom,Ideal,AK,Hlow,HPl_Rb HP,4,3240.22376396,960.86713255,42455.973472,4201.09089651,1157.30375,650,1807.30375,6008.39464651,5
Mass,Nom,Ideal,AK,Hlow,HPl_Rb HP,5,3240.22376396,1121.38611449,44931.7470008,4361.60987845,1157.30375,650,1807.30375,6168.91362845,5
Mass,Nom,Ideal,AK,Hlow,HPl_Rb HPo,1,3240.22376396,375.60576102,33619.9014668,3615.82952498,1157.30375,450,1607.30375,5223.13327498,6
Mass,Nom,Ideal,AK,Hlow,HPl_Rb HPo,2,3240.22376396,541.02691562,36075.467969200006,3781.25067958,1157.30375,450,1607.30375,5388.55442958,6
Mass,Nom,Ideal,AK,Hlow,HPl_Rb HPo,3,3240.22376396,756.5268997300001,39085.2143154,3996.7506636900002,1157.30375,525,1682.30375,5679.054413690001,6
Mass,Nom,Ideal,AK,Hlow,HPl_Rb HPo,4,3240.22376396,1009.30977259,43135.736228199996,4249.53353655,1157.30375,700,1857.30375,6106.83728655,6
Mass,Nom,Ideal,AK,Hlow,HPl_Rb HPo,5,3240.22376396,1168.8965837599999,45608.246607,4409.12034772,1157.30375,700,1857.30375,6266.42409772,6
Mass,Nom,Ideal,AK,Hlow,HPl_Rb R,1,3240.22376396,1424.3001382,50193.172284199994,4664.52390216,1157.30375,250,1407.30375,6071.82765216,7
Mass,Nom,Ideal,AK,Hlow,HPl_Rb R,2,3240.22376396,2116.82834238,60676.172284199994,5357.05210634,1157.30375,250,1407.30375,6764.35585634,7
Mass,Nom,Ideal,AK,Hlow,HPl_Rb R,3,3240.22376396,2949.0576277,72604.5722842,6189.28139166,1157.30375,320,1477.30375,7666.58514166,7
Mass,Nom,Ideal,AK,Hlow,HPl_Rb R,4,3240.22376396,3858.5893132,88063.97228419999,7098.81307716,1157.30375,500,1657.30375,8756.11682716,7
Mass,Nom,Ideal,AK,Hlow,HPl_Rb R,5,3240.22376396,4529.6598573,98567.8722842,7769.88362126,1157.30375,500,1657.30375,9427.187371259999,7
Mass,Nom,Ideal,AK,Hlow,HPl_Rb Ro,1,3240.22376396,1480.45213785,51062.172284199994,4720.67590181,1157.30375,300,1457.30375,6177.97965181,8
Mass,Nom,Ideal,AK,Hlow,HPl_Rb Ro,2,3240.22376396,2170.57626608,61529.7722842,5410.80003004,1157.30375,300,1457.30375,6868.10378004,8
Mass,Nom,Ideal,AK,Hlow,HPl_Rb Ro,3,3240.22376396,3040.0721144999998,74021.3722842,6280.29587846,1157.30375,400,1557.30375,7837.59962846,8
Mass,Nom,Ideal,AK,Hlow,HPl_Rb Ro,4,3240.22376396,4028.5461609,90615.97228419999,7268.76992486,1157.30375,520,1677.30375,8946.07367486,8
Mass,Nom,Ideal,AK,Hlow,HPl_Rb Ro,5,3240.22376396,4696.6579119,101108.8722842,7936.88167586,1157.30375,520,1677.30375,9614.18542586,8
Mass,Nom,Ideal,AK,Hlow,HYD1000 HYD1000,3,NA,NA,34382.958653999995,3289.8280851,NA,NA,3739.4,7029.2280851,9
Mass,Nom,Ideal,AK,Hlow,HYD1000 HYD1000,4,NA,NA,37330.858906,3477.793135,NA,NA,3739.4,7217.1931349999995,9
Mass,Nom,Ideal,AK,Hlow,HYD1000 HYD1000,5,NA,NA,40424.28082,3691.3374993,NA,NA,3739.4,7430.7374993,9
Mass,Nom,Ideal,AK,Hlow,HYD200 HYD200,3,NA,NA,27158.626836000003,2656.1105303,NA,NA,2911.4,5567.5105303,10
Mass,Nom,Ideal,AK,Hlow,HYD200 HYD200,4,NA,NA,29675.369811999997,2805.0916146,NA,NA,2911.4,5716.4916146,10
Mass,Nom,Ideal,AK,Hlow,HYD200 HYD200,5,NA,NA,32327.616309999998,2983.3009976,NA,NA,2911.4,5894.7009976,10
Mass,Nom,Ideal,AK,Hlow,HYD500 HYD500,3,NA,NA,34027.499923999996,3273.7696204,NA,NA,2989.4,6263.1696204,11
Mass,Nom,Ideal,AK,Hlow,HYD500 HYD500,4,NA,NA,37142.43379,3462.5058682999997,NA,NA,2989.4,6451.9058683,11
Mass,Nom,Ideal,AK,Hlow,HYD500 HYD500,5,NA,NA,40397.037868,3678.8197217,NA,NA,2989.4,6668.2197217,11
Mass,Nom,Ideal,AK,Hlow,R HP,1,6078.9774863,359.57224216,59352.2427718,6438.54972846,856,400,1256,7694.54972846,12
Mass,Nom,Ideal,AK,Hlow,R HP,2,6078.9774863,525.53704288,61812.1109342,6604.51452918,856,400,1256,7860.51452918,12
Mass,Nom,Ideal,AK,Hlow,R HP,3,6078.9774863,730.15983088,64670.9572608,6809.13731718,856,500,1356,8165.13731718,12
Mass,Nom,Ideal,AK,Hlow,R HP,4,6078.9774863,960.86713255,68418.1526358,7039.84461885,856,650,1506,8545.84461885,12
Mass,Nom,Ideal,AK,Hlow,R HP,5,6078.9774863,1121.38611449,70893.9261646,7200.36360079,856,650,1506,8706.36360079,12
Mass,Nom,Ideal,AK,Hlow,R HPo,1,6078.9774863,375.60576102,59582.0806306,6454.58324732,856,450,1306,7760.58324732,13
Mass,Nom,Ideal,AK,Hlow,R HPo,2,6078.9774863,541.02691562,62037.647133000006,6620.00440192,856,450,1306,7926.00440192,13
Mass,Nom,Ideal,AK,Hlow,R HPo,3,6078.9774863,756.5268997300001,65047.39347920001,6835.50438603,856,525,1381,8216.50438603,13
Mass,Nom,Ideal,AK,Hlow,R HPo,4,6078.9774863,1009.30977259,69097.915392,7088.28725889,856,700,1556,8644.287258889999,13
Mass,Nom,Ideal,AK,Hlow,R HPo,5,6078.9774863,1168.8965837599999,71570.42577080001,7247.87407006,856,700,1556,8803.87407006,13
Mass,Nom,Ideal,AK,Hlow,R R,1,6078.9774863,1424.3001382,76155.351448,7503.2776245,856,250,1106,8609.277624499999,14
Mass,Nom,Ideal,AK,Hlow,R R,2,6078.9774863,2116.82834238,86638.351448,8195.80582868,856,250,1106,9301.80582868,14
Mass,Nom,Ideal,AK,Hlow,R R,3,6078.9774863,2949.0576277,98566.751448,9028.035114,856,320,1176,10204.035114,14
Mass,Nom,Ideal,AK,Hlow,R R,4,6078.9774863,3858.5893132,114026.151448,9937.5667995,856,500,1356,11293.5667995,14
Mass,Nom,Ideal,AK,Hlow,R R,5,6078.9774863,4529.6598573,124530.051448,10608.6373436,856,500,1356,11964.6373436,14
Mass,Nom,Ideal,AK,Hlow,R Ro,1,6078.9774863,1480.45213785,77024.351448,7559.429624150001,856,300,1156,8715.429624150001,15
Mass,Nom,Ideal,AK,Hlow,R Ro,2,6078.9774863,2170.57626608,87491.951448,8249.55375238,856,300,1156,9405.55375238,15
Mass,Nom,Ideal,AK,Hlow,R Ro,3,6078.9774863,3040.0721144999998,99983.551448,9119.0496008,856,400,1256,10375.0496008,15
Mass,Nom,Ideal,AK,Hlow,R Ro,4,6078.9774863,4028.5461609,116578.151448,10107.5236472,856,520,1376,11483.5236472,15
Mass,Nom,Ideal,AK,Hlow,R Ro,5,6078.9774863,4696.6579119,127071.051448,10775.6353982,856,520,1376,12151.6353982,15
Mass,Nom,Ideal,CH,Hhigh,HP HP,1,3395.2849198,315.84917212,49671.6435424,3711.13409192,1671.577554,400,2071.577554,5782.711645920001,1
Mass,Nom,Ideal,CH,Hhigh,HP HP,2,3395.2849198,456.05555058,52270.6995074,3851.34047038,1671.577554,400,2071.577554,5922.91802438,1
Mass,Nom,Ideal,CH,Hhigh,HP HP,3,3395.2849198,638.0746513,55344.77265679999,4033.3595711,1671.577554,500,2171.577554,6204.937125099999,1
Mass,Nom,Ideal,CH,Hhigh,HP HP,4,3395.2849198,855.2975632299999,59445.500215199994,4250.58248303,1671.577554,650,2321.577554,6572.16003703,1
Mass,Nom,Ideal,CH,Hhigh,HP HP,5,3395.2849198,1007.14341023,62039.9693958,4402.42833003,1671.577554,650,2321.577554,6724.005884030001,1
Mass,Nom,Ideal,CH,Hhigh,HP HPo,1,3395.2849198,331.31890819,49939.6099136,3726.60382799,1671.577554,450,2121.577554,5848.18138199,2
Mass,Nom,Ideal,CH,Hhigh,HP HPo,2,3395.2849198,471.18011143,52533.4076366,3866.46503123,1671.577554,450,2121.577554,5988.0425852299995,2
Mass,Nom,Ideal,CH,Hhigh,HP HPo,3,3395.2849198,663.44556097,55784.9134436,4058.73048077,1671.577554,525,2196.577554,6255.30803477,2
Mass,Nom,Ideal,CH,Hhigh,HP HPo,4,3395.2849198,901.87348838,60237.226260200005,4297.15840818,1671.577554,700,2371.577554,6668.735962180001,2
Mass,Nom,Ideal,CH,Hhigh,HP HPo,5,3395.2849198,1052.95455777,62828.4701242,4448.2394775699995,1671.577554,700,2371.577554,6819.817031569999,2
Mass,Nom,Ideal,CH,Hhigh,HP R,1,3395.2849198,1142.27165596,66006.85267000001,4537.556575760001,1671.577554,250,1921.577554,6459.134129760001,3
Mass,Nom,Ideal,CH,Hhigh,HP R,2,3395.2849198,1692.05136659,76489.85267000001,5087.33628639,1671.577554,250,1921.577554,7008.91384039,3
Mass,Nom,Ideal,CH,Hhigh,HP R,3,3395.2849198,2379.4360957,88418.25267,5774.7210155,1671.577554,320,1991.577554,7766.298569500001,3
Mass,Nom,Ideal,CH,Hhigh,HP R,4,3395.2849198,3159.4717947,103877.65267,6554.7567145,1671.577554,500,2171.577554,8726.3342685,3
Mass,Nom,Ideal,CH,Hhigh,HP R,5,3395.2849198,3769.5827505,114381.55267,7164.8676703,1671.577554,500,2171.577554,9336.4452243,3
Mass,Nom,Ideal,CH,Hhigh,HP Ro,1,3395.2849198,1190.98017465,66875.85267000001,4586.26509445,1671.577554,300,1971.577554,6557.84264845,4
Mass,Nom,Ideal,CH,Hhigh,HP Ro,2,3395.2849198,1739.10247119,77343.45267,5134.38739099,1671.577554,300,1971.577554,7105.964944990001,4
Mass,Nom,Ideal,CH,Hhigh,HP Ro,3,3395.2849198,2456.9152311000003,89835.05267,5852.2001509,1671.577554,400,2071.577554,7923.7777049,4
Mass,Nom,Ideal,CH,Hhigh,HP Ro,4,3395.2849198,3301.5916237,106429.65267,6696.8765435000005,1671.577554,520,2191.577554,8888.4540975,4
Mass,Nom,Ideal,CH,Hhigh,HP Ro,5,3395.2849198,3910.2294481999998,116922.55267,7305.514368,1671.577554,520,2191.577554,9497.091922,4
Mass,Nom,Ideal,CH,Hhigh,HPl_Rb HP,1,7219.6949791,315.84917212,99794.1701174,7535.54415122,1272.2602536,400,1672.2602536,9207.804404819999,5
Mass,Nom,Ideal,CH,Hhigh,HPl_Rb HP,2,7219.6949791,456.05555058,102393.2260824,7675.75052968,1272.2602536,400,1672.2602536,9348.01078328,5
Mass,Nom,Ideal,CH,Hhigh,HPl_Rb HP,3,7219.6949791,638.0746513,105467.29923179999,7857.7696304,1272.2602536,500,1772.2602536,9630.029884,5
Mass,Nom,Ideal,CH,Hhigh,HPl_Rb HP,4,7219.6949791,855.2975632299999,109568.0267902,8074.99254233,1272.2602536,650,1922.2602536,9997.25279593,5
Mass,Nom,Ideal,CH,Hhigh,HPl_Rb HP,5,7219.6949791,1007.14341023,112162.49597080001,8226.83838933,1272.2602536,650,1922.2602536,10149.09864293,5
Mass,Nom,Ideal,CH,Hhigh,HPl_Rb HPo,1,7219.6949791,331.31890819,100062.13648860001,7551.013887290001,1272.2602536,450,1722.2602536,9273.27414089,6
Mass,Nom,Ideal,CH,Hhigh,HPl_Rb HPo,2,7219.6949791,471.18011143,102655.9342116,7690.87509053,1272.2602536,450,1722.2602536,9413.13534413,6
Mass,Nom,Ideal,CH,Hhigh,HPl_Rb HPo,3,7219.6949791,663.44556097,105907.4400186,7883.14054007,1272.2602536,525,1797.2602536,9680.40079367,6
Mass,Nom,Ideal,CH,Hhigh,HPl_Rb HPo,4,7219.6949791,901.87348838,110359.75283520001,8121.5684674799995,1272.2602536,700,1972.2602536,10093.828721079999,6
Mass,Nom,Ideal,CH,Hhigh,HPl_Rb HPo,5,7219.6949791,1052.95455777,112950.9966992,8272.64953687,1272.2602536,700,1972.2602536,10244.90979047,6
Mass,Nom,Ideal,CH,Hhigh,HPl_Rb R,1,7219.6949791,1142.27165596,116129.379245,8361.96663506,1272.2602536,250,1522.2602536,9884.22688866,7
Mass,Nom,Ideal,CH,Hhigh,HPl_Rb R,2,7219.6949791,1692.05136659,126612.379245,8911.74634569,1272.2602536,250,1522.2602536,10434.00659929,7
Mass,Nom,Ideal,CH,Hhigh,HPl_Rb R,3,7219.6949791,2379.4360957,138540.77924499998,9599.1310748,1272.2602536,320,1592.2602536,11191.3913284,7
Mass,Nom,Ideal,CH,Hhigh,HPl_Rb R,4,7219.6949791,3159.4717947,154000.179245,10379.1667738,1272.2602536,500,1772.2602536,12151.4270274,7
Mass,Nom,Ideal,CH,Hhigh,HPl_Rb R,5,7219.6949791,3769.5827505,164504.079245,10989.2777296,1272.2602536,500,1772.2602536,12761.5379832,7
Mass,Nom,Ideal,CH,Hhigh,HPl_Rb Ro,1,7219.6949791,1190.98017465,116998.379245,8410.67515375,1272.2602536,300,1572.2602536,9982.93540735,8
Mass,Nom,Ideal,CH,Hhigh,HPl_Rb Ro,2,7219.6949791,1739.10247119,127465.97924500001,8958.79745029,1272.2602536,300,1572.2602536,10531.05770389,8
Mass,Nom,Ideal,CH,Hhigh,HPl_Rb Ro,3,7219.6949791,2456.9152311000003,139957.579245,9676.6102102,1272.2602536,400,1672.2602536,11348.8704638,8
Mass,Nom,Ideal,CH,Hhigh,HPl_Rb Ro,4,7219.6949791,3301.5916237,156552.179245,10521.2866028,1272.2602536,520,1792.2602536,12313.5468564,8
Mass,Nom,Ideal,CH,Hhigh,HPl_Rb Ro,5,7219.6949791,3910.2294481999998,167045.079245,11129.9244273,1272.2602536,520,1792.2602536,12922.1846809,8
Mass,Nom,Ideal,CH,Hhigh,HYD1000 HYD1000,3,NA,NA,73992.369418,5544.2780314,NA,NA,4111.4,9655.678031399999,9
Mass,Nom,Ideal,CH,Hhigh,HYD1000 HYD1000,4,NA,NA,77003.21002,5721.989796,NA,NA,4111.4,9833.389796,9
Mass,Nom,Ideal,CH,Hhigh,HYD1000 HYD1000,5,NA,NA,80115.884794,5922.2047933,NA,NA,4111.4,10033.6047933,9
Mass,Nom,Ideal,CH,Hhigh,HYD200 HYD200,3,NA,NA,67955.8539,5014.8227248,NA,NA,3066.4,8081.2227248,10
Mass,Nom,Ideal,CH,Hhigh,HYD200 HYD200,4,NA,NA,71017.482382,5173.1554631,NA,NA,3066.4,8239.5554631,10
Mass,Nom,Ideal,CH,Hhigh,HYD200 HYD200,5,NA,NA,74217.39358,5359.4739486,NA,NA,3066.4,8425.8739486,10
Mass,Nom,Ideal,CH,Hhigh,HYD500 HYD500,3,NA,NA,70087.112414,5184.036488,NA,NA,3516.4,8700.436488,11
Mass,Nom,Ideal,CH,Hhigh,HYD500 HYD500,4,NA,NA,73146.31258,5348.1574326,NA,NA,3516.4,8864.5574326,11
Mass,Nom,Ideal,CH,Hhigh,HYD500 HYD500,5,NA,NA,76346.366514,5538.7875761,NA,NA,3516.4,9055.1875761,11
Mass,Nom,Ideal,CH,Hhigh,R HP,1,11249.2301745,315.84917212,154530.5945964,11565.07934662,856,400,1256,12821.07934662,12
Mass,Nom,Ideal,CH,Hhigh,R HP,2,11249.2301745,456.05555058,157129.6505614,11705.28572508,856,400,1256,12961.28572508,12
Mass,Nom,Ideal,CH,Hhigh,R HP,3,11249.2301745,638.0746513,160203.7237108,11887.3048258,856,500,1356,13243.3048258,12
Mass,Nom,Ideal,CH,Hhigh,R HP,4,11249.2301745,855.2975632299999,164304.4512692,12104.52773773,856,650,1506,13610.52773773,12
Mass,Nom,Ideal,CH,Hhigh,R HP,5,11249.2301745,1007.14341023,166898.9204498,12256.37358473,856,650,1506,13762.37358473,12
Mass,Nom,Ideal,CH,Hhigh,R HPo,1,11249.2301745,331.31890819,154798.5609676,11580.54908269,856,450,1306,12886.54908269,13
Mass,Nom,Ideal,CH,Hhigh,R HPo,2,11249.2301745,471.18011143,157392.3586906,11720.41028593,856,450,1306,13026.41028593,13
Mass,Nom,Ideal,CH,Hhigh,R HPo,3,11249.2301745,663.44556097,160643.8644976,11912.67573547,856,525,1381,13293.67573547,13
Mass,Nom,Ideal,CH,Hhigh,R HPo,4,11249.2301745,901.87348838,165096.1773142,12151.103662880001,856,700,1556,13707.103662880001,13
Mass,Nom,Ideal,CH,Hhigh,R HPo,5,11249.2301745,1052.95455777,167687.4211782,12302.184732270001,856,700,1556,13858.184732270001,13
Mass,Nom,Ideal,CH,Hhigh,R R,1,11249.2301745,1142.27165596,170865.803724,12391.501830460002,856,250,1106,13497.501830460002,14
Mass,Nom,Ideal,CH,Hhigh,R R,2,11249.2301745,1692.05136659,181348.80372399997,12941.28154109,856,250,1106,14047.28154109,14
Mass,Nom,Ideal,CH,Hhigh,R R,3,11249.2301745,2379.4360957,193277.203724,13628.6662702,856,320,1176,14804.6662702,14
Mass,Nom,Ideal,CH,Hhigh,R R,4,11249.2301745,3159.4717947,208736.603724,14408.7019692,856,500,1356,15764.7019692,14
Mass,Nom,Ideal,CH,Hhigh,R R,5,11249.2301745,3769.5827505,219240.50372399998,15018.812925,856,500,1356,16374.812925,14
Mass,Nom,Ideal,CH,Hhigh,R Ro,1,11249.2301745,1190.98017465,171734.803724,12440.21034915,856,300,1156,13596.21034915,15
Mass,Nom,Ideal,CH,Hhigh,R Ro,2,11249.2301745,1739.10247119,182202.403724,12988.33264569,856,300,1156,14144.33264569,15
Mass,Nom,Ideal,CH,Hhigh,R Ro,3,11249.2301745,2456.9152311000003,194694.00372399998,13706.1454056,856,400,1256,14962.1454056,15
Mass,Nom,Ideal,CH,Hhigh,R Ro,4,11249.2301745,3301.5916237,211288.603724,14550.8217982,856,520,1376,15926.8217982,15
Mass,Nom,Ideal,CH,Hhigh,R Ro,5,11249.2301745,3910.2294481999998,221781.50372399998,15159.4596227,856,520,1376,16535.4596227,15
Mass,Nom,Ideal,CH,Hlow,HP HP,1,4592.5366927,399.85912614,49671.6435424,4992.39581884,1671.577554,400,2071.577554,7063.973372840001,1
Mass,Nom,Ideal,CH,Hlow,HP HP,2,4592.5366927,577.49271098,52270.6995074,5170.02940368,1671.577554,400,2071.577554,7241.60695768,1
Mass,Nom,Ideal,CH,Hlow,HP HP,3,4592.5366927,801.78192078,55344.77265679999,5394.31861348,1671.577554,500,2171.577554,7565.896167479999,1
Mass,Nom,Ideal,CH,Hlow,HP HP,4,4592.5366927,1061.53047939,59445.500215199994,5654.06717209,1671.577554,650,2321.577554,7975.64472609,1
Mass,Nom,Ideal,CH,Hlow,HP HP,5,4592.5366927,1230.44518788,62039.9693958,5822.98188058,1671.577554,650,2321.577554,8144.55943458,1
Mass,Nom,Ideal,CH,Hlow,HP HPo,1,4592.5366927,418.96788871,49939.6099136,5011.504581409999,1671.577554,450,2121.577554,7133.082135409999,2
Mass,Nom,Ideal,CH,Hlow,HP HPo,2,4592.5366927,596.28104933,52533.4076366,5188.81774203,1671.577554,450,2121.577554,7310.395296029999,2
Mass,Nom,Ideal,CH,Hlow,HP HPo,3,4592.5366927,833.75215589,55784.9134436,5426.28884859,1671.577554,525,2196.577554,7622.86640259,2
Mass,Nom,Ideal,CH,Hlow,HP HPo,4,4592.5366927,1120.02548023,60237.226260200005,5712.56217293,1671.577554,700,2371.577554,8084.13972693,2
Mass,Nom,Ideal,CH,Hlow,HP HPo,5,4592.5366927,1287.20534511,62828.4701242,5879.74203781,1671.577554,700,2371.577554,8251.31959181,2
Mass,Nom,Ideal,CH,Hlow,HP R,1,4592.5366927,1424.3001382,66006.85267000001,6016.8368309,1671.577554,250,1921.577554,7938.414384899999,3
Mass,Nom,Ideal,CH,Hlow,HP R,2,4592.5366927,2116.82834238,76489.85267000001,6709.36503508,1671.577554,250,1921.577554,8630.94258908,3
Mass,Nom,Ideal,CH,Hlow,HP R,3,4592.5366927,2949.0576277,88418.25267,7541.5943204,1671.577554,320,1991.577554,9533.171874399999,3
Mass,Nom,Ideal,CH,Hlow,HP R,4,4592.5366927,3858.5893132,103877.65267,8451.1260059,1671.577554,500,2171.577554,10622.7035599,3
Mass,Nom,Ideal,CH,Hlow,HP R,5,4592.5366927,4529.6598573,114381.55267,9122.19655,1671.577554,500,2171.577554,11293.774104,3
Mass,Nom,Ideal,CH,Hlow,HP Ro,1,4592.5366927,1480.45213785,66875.85267000001,6072.98883055,1671.577554,300,1971.577554,8044.56638455,4
Mass,Nom,Ideal,CH,Hlow,HP Ro,2,4592.5366927,2170.57626608,77343.45267,6763.11295878,1671.577554,300,1971.577554,8734.69051278,4
Mass,Nom,Ideal,CH,Hlow,HP Ro,3,4592.5366927,3040.0721144999998,89835.05267,7632.6088072,1671.577554,400,2071.577554,9704.1863612,4
Mass,Nom,Ideal,CH,Hlow,HP Ro,4,4592.5366927,4028.5461609,106429.65267,8621.0828536,1671.577554,520,2191.577554,10812.6604076,4
Mass,Nom,Ideal,CH,Hlow,HP Ro,5,4592.5366927,4696.6579119,116922.55267,9289.1946046,1671.577554,520,2191.577554,11480.772158599999,4
Mass,Nom,Ideal,CH,Hlow,HPl_Rb HP,1,9874.35432024,399.85912614,99794.1701174,10274.21344638,1272.2602536,400,1672.2602536,11946.473699979999,5
Mass,Nom,Ideal,CH,Hlow,HPl_Rb HP,2,9874.35432024,577.49271098,102393.2260824,10451.84703122,1272.2602536,400,1672.2602536,12124.10728482,5
Mass,Nom,Ideal,CH,Hlow,HPl_Rb HP,3,9874.35432024,801.78192078,105467.29923179999,10676.13624102,1272.2602536,500,1772.2602536,12448.39649462,5
Mass,Nom,Ideal,CH,Hlow,HPl_Rb HP,4,9874.35432024,1061.53047939,109568.0267902,10935.88479963,1272.2602536,650,1922.2602536,12858.145053229999,5
Mass,Nom,Ideal,CH,Hlow,HPl_Rb HP,5,9874.35432024,1230.44518788,112162.49597080001,11104.79950812,1272.2602536,650,1922.2602536,13027.05976172,5
Mass,Nom,Ideal,CH,Hlow,HPl_Rb HPo,1,9874.35432024,418.96788871,100062.13648860001,10293.32220895,1272.2602536,450,1722.2602536,12015.582462549999,6
Mass,Nom,Ideal,CH,Hlow,HPl_Rb HPo,2,9874.35432024,596.28104933,102655.9342116,10470.63536957,1272.2602536,450,1722.2602536,12192.89562317,6
Mass,Nom,Ideal,CH,Hlow,HPl_Rb HPo,3,9874.35432024,833.75215589,105907.4400186,10708.10647613,1272.2602536,525,1797.2602536,12505.36672973,6
Mass,Nom,Ideal,CH,Hlow,HPl_Rb HPo,4,9874.35432024,1120.02548023,110359.75283520001,10994.37980047,1272.2602536,700,1972.2602536,12966.64005407,6
Mass,Nom,Ideal,CH,Hlow,HPl_Rb HPo,5,9874.35432024,1287.20534511,112950.9966992,11161.55966535,1272.2602536,700,1972.2602536,13133.81991895,6
Mass,Nom,Ideal,CH,Hlow,HPl_Rb R,1,9874.35432024,1424.3001382,116129.379245,11298.65445844,1272.2602536,250,1522.2602536,12820.91471204,7
